Word,Count,Percentage of total,Cumulative percentage of total
Καλλίας,50,0.01,87.4
εἰσφέρω,50,0.01,87.41
ταμιεῖον,50,0.01,87.41
Ἁρθώτης,50,0.01,87.42
σμ,49,0.0,87.42
ἐπίκρισις,49,0.0,87.43
Ἐριεύς,49,0.0,87.43
τριακοστός,49,0.0,87.44
σύνειμι,49,0.0,87.44
γαμέω,49,0.0,87.45
γαμετή,49,0.0,87.45
χιτών,49,0.0,87.46
ἁλιεύς,49,0.0,87.46
Καινή,49,0.0,87.47
κτήτωρ,49,0.0,87.47
σταθμός,49,0.0,87.48
συντίμησις,49,0.0,87.48
Ἀνδρόνικος,49,0.0,87.49
κοσκινεύω,49,0.0,87.49
Λεωνίδης,49,0.0,87.5
πάντοθεν,49,0.0,87.5
Οὐάλης,49,0.0,87.51
ἐντολή,49,0.0,87.51
καθολικός,49,0.0,87.52
ὑπερπίπτω,49,0.0,87.52
ἰδού,49,0.0,87.53
Πελαιας,49,0.0,87.53
δεκαεπτά,49,0.0,87.54
ἐξετάζω,49,0.0,87.54
ἐνιαύσιος,49,0.0,87.55
Ἰουστινιανός,49,0.0,87.55
κυρόω,49,0.0,87.56
στέφανος,49,0.0,87.56
γραμματικός,49,0.0,87.57
Μαιεῦρις,49,0.0,87.57
γεουχέω,48,0.0,87.58
συμβολικός,48,0.0,87.58
κυριακός,48,0.0,87.58
δημοσίᾳ,48,0.0,87.59
Πατης,48,0.0,87.59
ἀρχιφυλακίτης,48,0.0,87.6
δρόμος,48,0.0,87.6
Ε,48,0.0,87.61
κακός,48,0.0,87.61
ἀπαντάω,48,0.0,87.62
ἐξάκτωρ,48,0.0,87.62
ἴχνος,48,0.0,87.63
Λῷος,48,0.0,87.63
Νίκανδρος,48,0.0,87.64
ἀριθμέω,48,0.0,87.64
Πικώς,48,0.0,87.65
Ἑρμαυῶς,48,0.0,87.65
Ψεμονχήης,48,0.0,87.66
κατασπορά,47,0.0,87.66
δεκαδύο,47,0.0,87.67
Ἰουλία,47,0.0,87.67
ἀπότακτος,47,0.0,87.68
τριακάς,47,0.0,87.68
Τεσενοῦφις,47,0.0,87.68
Ἑρμεῖνος,47,0.0,87.69
Ἀθηναῖος,47,0.0,87.69
αἵρεσις,47,0.0,87.7
Αφ#,47,0.0,87.7
ὑπηρεσία,47,0.0,87.71
Ἀθανάσιος,47,0.0,87.71
τροφεῖα,47,0.0,87.72
ἐπικεφάλαιος,47,0.0,87.72
Ἰσοκράτης,47,0.0,87.73
Σέλευκος,47,0.0,87.73
κῆπος,47,0.0,87.74
μέντοι,47,0.0,87.74
νομή,47,0.0,87.75
γεωμέτρης,47,0.0,87.75
ὄξος,47,0.0,87.76
Ἰωσήφιος,47,0.0,87.76
Ἁρυώθης,47,0.0,87.76
Παχνουμις,47,0.0,87.77
ἐνεγγυάω,46,0.0,87.77
ἐξέτασις,46,0.0,87.78
Σωτᾶς,46,0.0,87.78
παραθήκη,46,0.0,87.79
Πακῦσις,46,0.0,87.79
εὐκλεής,46,0.0,87.8
Περι,46,0.0,87.8
παραμένω,46,0.0,87.81
ἐξηγητής,46,0.0,87.81
Ἑρμοπολείτης,46,0.0,87.82
παιδάριον,46,0.0,87.82
καταξιόω,46,0.0,87.82
Ἐπιφάνης,46,0.0,87.83
ἐνακόσιοι,46,0.0,87.83
δούξ,46,0.0,87.84
Σοφία,46,0.0,87.84
ναύκληρος,46,0.0,87.85
εἴλη,46,0.0,87.85
Βουβαστείτης,46,0.0,87.86
Καροῦρις,46,0.0,87.86
κιβάριον,46,0.0,87.87
Ὑπερβερεταῖος,45,0.0,87.87
συνάλλαγμα,45,0.0,87.88
μῆλον,45,0.0,87.88
φάσκω,45,0.0,87.88
γεωργία,45,0.0,87.89
Θεογένης,45,0.0,87.89
ἀσφράγιστος,45,0.0,87.9
πεντηκοστός,45,0.0,87.9
ἀποκρίνω,45,0.0,87.91
μερίζω,45,0.0,87.91
τετανός,45,0.0,87.92
Πρόβος,45,0.0,87.92
κοσμητεύω,45,0.0,87.92
χειρόγραφος,45,0.0,87.93
ἐπιτήδειος,45,0.0,87.93
καταντάω,45,0.0,87.94
ὑγίεια,45,0.0,87.94
Ἀντίφιλος,45,0.0,87.95
Καλλίνικος,45,0.0,87.95
εὐδόκιμος,45,0.0,87.96
Κρόνιος,45,0.0,87.96
ἐκτίθημι,45,0.0,87.97
βοῦς,45,0.0,87.97
ἱερατικός,45,0.0,87.97
Πασῆμις,45,0.0,87.98
Ἀνδρέας,45,0.0,87.98
Ἰακώβ,45,0.0,87.99
Θεόπεμπτος,45,0.0,87.99
ὀκτωκαιδέκατος,44,0.0,88.0
τόμος,44,0.0,88.0
Ἰσχυρᾶς,44,0.0,88.01
Μένανδρος,44,0.0,88.01
γνήσιος,44,0.0,88.01
καταλογεῖον,44,0.0,88.02
μηνιαῖος,44,0.0,88.02
ἄλλοτε,44,0.0,88.03
Ἑρμόδωρος,44,0.0,88.03
κατάθεσις,44,0.0,88.04
διαστολή,44,0.0,88.04
διδάσκω,44,0.0,88.04
παντοκράτωρ,44,0.0,88.05
ἐκεῖσε,44,0.0,88.05
Ὡριγένης,44,0.0,88.06
ἀμπελικός,44,0.0,88.06
προσάγω,44,0.0,88.07
παστοφόρος,44,0.0,88.07
ἰατρός,44,0.0,88.08
Θρᾷξ,44,0.0,88.08
Χαρίτη,44,0.0,88.08
Κεράμειος,44,0.0,88.09
σωρός,44,0.0,88.09
Τασουχάριον,43,0.0,88.1
τρέφω,43,0.0,88.1
ταφή,43,0.0,88.11
νγ#,43,0.0,88.11
Ἀπελλαῖος,43,0.0,88.11
Χαιρᾶς,43,0.0,88.12
ἀπόλλυμι,43,0.0,88.12
Ὡρείων,43,0.0,88.13
προφήτης,43,0.0,88.13
πάλαι,43,0.0,88.14
γυμνασίαρχος,43,0.0,88.14
Θωύθ,43,0.0,88.14
Πλουτίων,43,0.0,88.15
Ἁρφαησις,43,0.0,88.15
μέμφομαι,43,0.0,88.16
πρίν,43,0.0,88.16
φιλέω,43,0.0,88.17
εὐάρεστος,43,0.0,88.17
γνῶσις,43,0.0,88.17
ἐθίζω,43,0.0,88.18
εὐσχήμων,43,0.0,88.18
Ταύρων,43,0.0,88.19
ἐνέχυρον,43,0.0,88.19
κώμαρχος,43,0.0,88.2
ἱερεῖον,43,0.0,88.2
νίκη,43,0.0,88.2
ἀββᾶ,43,0.0,88.21
Ἀιῶν,43,0.0,88.21
Φαῆρις,43,0.0,88.22
ἰλλούστριος,43,0.0,88.22
Βῆχις,43,0.0,88.23
πεδιάς,43,0.0,88.23
εἴδησις,43,0.0,88.24
ἐπιτροπή,42,0.0,88.24
μνάομαι,42,0.0,88.24
ὥσπερ,42,0.0,88.25
ἐφίστημι,42,0.0,88.25
μονή,42,0.0,88.26
δωρεά,42,0.0,88.26
μηχανή,42,0.0,88.26
ἐναντίος,42,0.0,88.27
πρόφασις,42,0.0,88.27
ὑπόστασις,42,0.0,88.28
Σευῆρος,42,0.0,88.28
καταβαίνω,42,0.0,88.29
ἀνάγω,42,0.0,88.29
Ἰσᾶς,42,0.0,88.29
ὄσπρεον,42,0.0,88.3
πανταχοῦ,42,0.0,88.3
Γορδιανός,42,0.0,88.31
χειριστής,42,0.0,88.31
ἀκρόδρυα,42,0.0,88.31
Ἀρχίας,42,0.0,88.32
κάστρον,42,0.0,88.32
ἀπότακτον,42,0.0,88.33
Ποῆρις,42,0.0,88.33
πλῆθος,42,0.0,88.34
Ἀρίστων,42,0.0,88.34
Τιθοέης,42,0.0,88.34
κρότων,42,0.0,88.35
χοῦσ,42,0.0,88.35
πανεύφημος,42,0.0,88.36
πρωτοκωμήτης,42,0.0,88.36
πολλάκις,41,0.0,88.37
Πρίσκος,41,0.0,88.37
Βούβαστος,41,0.0,88.37
ἔγγονος,41,0.0,88.38
καθόλου,41,0.0,88.38
καταγίγνομαι,41,0.0,88.39
Λόγγος,41,0.0,88.39
γενναῖος,41,0.0,88.39
Τύραννος,41,0.0,88.4
συμβάλλω,41,0.0,88.4
φρέαρ,41,0.0,88.41
ἀρετή,41,0.0,88.41
ἔπαυλις,41,0.0,88.41
Ἰουστῖνος,41,0.0,88.42
ἀποσπάω,41,0.0,88.42
στεφανικός,41,0.0,88.43
φορτίον,41,0.0,88.43
χλωρός,41,0.0,88.43
Χεσθώτης,41,0.0,88.44
Πινουτίων,41,0.0,88.44
Περμᾶμις,41,0.0,88.45
Δράκων,41,0.0,88.45
ἀπαρχή,41,0.0,88.46
χρυσοχοικός,41,0.0,88.46
Δέκμος,41,0.0,88.46
θεοφιλής,41,0.0,88.47
ζῷον,41,0.0,88.47
Σουροῦς,41,0.0,88.48
θαυμασιότης,41,0.0,88.48
Ξανδικός,40,0.0,88.48
ἀναφόριον,40,0.0,88.49
Ἑρμαῖος,40,0.0,88.49
δεκαδάρχης,40,0.0,88.5
Κερκεσοῦχοι,40,0.0,88.5
ἐπίσημος,40,0.0,88.5
Δημᾶς,40,0.0,88.51
ὕβρις,40,0.0,88.51
ἐξακολουθέω,40,0.0,88.52
μεγαλοπρέπεια,40,0.0,88.52
γεώργιον,40,0.0,88.52
ἔριον,40,0.0,88.53
Δομίτιος,40,0.0,88.53
κατάστασις,40,0.0,88.54
ἥκω,40,0.0,88.54
ἐπαρχία,40,0.0,88.54
φορικός,40,0.0,88.55
Ἑνώχ,40,0.0,88.55
εἰσπράσσω,40,0.0,88.56
ὑποδείκνυμι,40,0.0,88.56
γυμνάσιον,40,0.0,88.56
ἀντιποιέω,40,0.0,88.57
σύμμαχος,40,0.0,88.57
ἀναιρέω,40,0.0,88.58
ἄπειμι,40,0.0,88.58
Διονυσία,40,0.0,88.58
δημοσίωσις,40,0.0,88.59
τροφῖτις,40,0.0,88.59
ἡγεμονία,40,0.0,88.6
ἀπαρτίζω,40,0.0,88.6
σκυτάλη,40,0.0,88.6
ἀντιλέγω,40,0.0,88.61
μώιον,40,0.0,88.61
Θωλθις,40,0.0,88.62
ἀγαπητός,40,0.0,88.62
διδασκαλία,40,0.0,88.62
δεσποτικός,40,0.0,88.63
Μῦς,40,0.0,88.63
Ἀμαζόνιος,40,0.0,88.64
Φανῶφις,40,0.0,88.64
Ὤφιειος,40,0.0,88.64
ἱερατικόν,40,0.0,88.65
Δῶρος,40,0.0,88.65
διατίθημι,39,0.0,88.66
Ἀπολλοφάνης,39,0.0,88.66
ἐπισταλάω,39,0.0,88.66
Λογγεῖνος,39,0.0,88.67
κληρόω,39,0.0,88.67
σεβάσμιος,39,0.0,88.68
νϛ#,39,0.0,88.68
Κόιντος,39,0.0,88.68
συγκρίνω,39,0.0,88.69
Νῖλος,39,0.0,88.69
ἐννεακαιδέκατος,39,0.0,88.69
Ποτάμων,39,0.0,88.7
Νέα,39,0.0,88.7
ἄρτι,39,0.0,88.71
ἐπέχω,39,0.0,88.71
νη#,39,0.0,88.71
νομικός,39,0.0,88.72
Τέβτυνις,39,0.0,88.72
διότι,39,0.0,88.73
ὑπαγορεύω,39,0.0,88.73
ὁριοδείκτης,39,0.0,88.73
Πεκυσιος,39,0.0,88.74
σκέπη,39,0.0,88.74
Σουχος,39,0.0,88.75
Πνεφερώς,39,0.0,88.75
τετραχοίνικος,39,0.0,88.75
Πεσουρις,39,0.0,88.76
ὑφίστημι,39,0.0,88.76
ἐννόμιος,39,0.0,88.77
ἐκβάλλω,39,0.0,88.77
Μουσῆς,39,0.0,88.77
Παπέεις,39,0.0,88.78
Σενκαμῆτις,39,0.0,88.78
Βασίλειος,39,0.0,88.78
Παπρεμιθης,39,0.0,88.79
ἐκβολή,39,0.0,88.79
ζημία,38,0.0,88.8
φυλή,38,0.0,88.8
ἡλικία,38,0.0,88.8
Θερμοῦθις,38,0.0,88.81
ποτισμός,38,0.0,88.81
γεωργικός,38,0.0,88.82
χαρακτήρ,38,0.0,88.82
ἐπιπορεύομαι,38,0.0,88.82
θεοτόκος,38,0.0,88.83
Πωλίων,38,0.0,88.83
σύμφωνος,38,0.0,88.83
δόκιμος,38,0.0,88.84
διίστημι,38,0.0,88.84
τηρέω,38,0.0,88.85
Νεφερώς,38,0.0,88.85
φάσις,38,0.0,88.85
ἀναβάλλω,38,0.0,88.86
πρόσειμι,38,0.0,88.86
ὑποδιάκονος,38,0.0,88.86
προχρεία,38,0.0,88.87
αὔριον,38,0.0,88.87
Σεμθευς,38,0.0,88.88
Παμμένης,38,0.0,88.88
ὑπολαμβάνω,38,0.0,88.88
γάλα,38,0.0,88.89
καταμένω,38,0.0,88.89
͵ω,38,0.0,88.89
Πετεαρποχράτης,38,0.0,88.9
Παχουμις,38,0.0,88.9
Κλώδιος,38,0.0,88.91
ὤνιος,38,0.0,88.91
γῄδιον,38,0.0,88.91
ἀνδριάς,38,0.0,88.92
Σενούθιος,38,0.0,88.92
Πετεαρουῆρις,38,0.0,88.93
ἐλασσόω,37,0.0,88.93
κινδυνεύω,37,0.0,88.93
εὐεργετέω,37,0.0,88.94
ἔγκτησις,37,0.0,88.94
δεκατρεῖς,37,0.0,88.94
Μαρίων,37,0.0,88.95
Πύρρος,37,0.0,88.95
πραγματικός,37,0.0,88.95
περίειμι,37,0.0,88.96
χρήσιμος,37,0.0,88.96
Ἕλλην,37,0.0,88.97
ἐνλέιμμα,37,0.0,88.97
πανταχῇ,37,0.0,88.97
Ὀξυρυγχείτης,37,0.0,88.98
Παήσιος,37,0.0,88.98
Πάνημος,37,0.0,88.98
διομολογέω,37,0.0,88.99
οἴομαι,37,0.0,88.99
παρασκευάζω,37,0.0,89.0
χθές,37,0.0,89.0
ἐκχωρέω,37,0.0,89.0
ἐνεχυρασία,37,0.0,89.01
περίχωμα,37,0.0,89.01
σπουδή,37,0.0,89.01
ἀπάγω,37,0.0,89.02
Ἀρτεμίσιον,37,0.0,89.02
Θῆβαι,37,0.0,89.03
ἐπίσκοπος,37,0.0,89.03
ἀποπληρόω,37,0.0,89.03
διάγραφον,37,0.0,89.04
ὕστερον,36,0.0,89.04
Σοηρις,36,0.0,89.04
Ἀπιάς,36,0.0,89.05
ἀνέπαφος,36,0.0,89.05
Ἱερᾶς,36,0.0,89.05
λυπέω,36,0.0,89.06
ἅλς,36,0.0,89.06
Μεμφίτης,36,0.0,89.07
ἐπόμνυμι,36,0.0,89.07
ὑπεύθυνος,36,0.0,89.07
Ἔρως,36,0.0,89.08
Ἰούνιος,36,0.0,89.08
Φιλώτης,36,0.0,89.08
Πάμφιλος,36,0.0,89.09
Σαραπᾶς,36,0.0,89.09
Ἐπαφρόδιτος,36,0.0,89.09
μεταπέμπω,36,0.0,89.1
πρῴην,36,0.0,89.1
ἀφορμή,36,0.0,89.1
ἐκδομάω,36,0.0,89.11
ἐπιμερισμός,36,0.0,89.11
Συήνη,36,0.0,89.12
διαλέγω,36,0.0,89.12
λαγχάνω,36,0.0,89.12
πεντακισχίλιοι,36,0.0,89.13
Θεαδελφεία,36,0.0,89.13
Οὔλπιος,36,0.0,89.13
παρουριόω,36,0.0,89.14
Πετόσιρις,36,0.0,89.14
Τεως,36,0.0,89.14
χρῄζω,36,0.0,89.15
Ἆπις,36,0.0,89.15
ῥιπάριος,36,0.0,89.16
δεκατέσσαρες,36,0.0,89.16
διπλός,36,0.0,89.16
Ἐσουῆρις,36,0.0,89.17
ἄμαξα,36,0.0,89.17
Θρασώς,36,0.0,89.17
Ὀσορουῆρις,36,0.0,89.18
Χαβονχῶνσις,36,0.0,89.18
Ταμύσθη,35,0.0,89.18
μέλας,35,0.0,89.19
περίβολος,35,0.0,89.19
ξη#,35,0.0,89.19
δίπλωμα,35,0.0,89.2
ὑδραγωγός,35,0.0,89.2
ἐλαία,35,0.0,89.2
ἀλλότριος,35,0.0,89.21
ἄμεμπτος,35,0.0,89.21
διαστέλλω,35,0.0,89.22
ἀκριβής,35,0.0,89.22
ἡδύς,35,0.0,89.22
λαύρα,35,0.0,89.23
ὑβρίζω,35,0.0,89.23
ἐξαυτῆς,35,0.0,89.23
Αὐνᾶς,35,0.0,89.24
Σανσνῶς,35,0.0,89.24
προσέχω,35,0.0,89.24
διαλογισμός,35,0.0,89.25
νικάω,35,0.0,89.25
Νεμεσιανός,35,0.0,89.25
πέρας,35,0.0,89.26
Καπίτων,35,0.0,89.26
ὑπομένω,35,0.0,89.26
Λονγῖνος,35,0.0,89.27
ὑπόχρεος,35,0.0,89.27
ἐξοδιάζω,35,0.0,89.27
ἔναρχος,35,0.0,89.28
ἄχυρον,35,0.0,89.28
Εἰδός,35,0.0,89.29
μάγδωλος,35,0.0,89.29
μετεπιγραφή,35,0.0,89.29
Ἐπιφανής,35,0.0,89.3
πάτρων,35,0.0,89.3
Μύστης,35,0.0,89.3
Ἀπία,35,0.0,89.31
Δωσίθεος,35,0.0,89.31
πυνθάνομαι,35,0.0,89.31
Πετενεφώτης,35,0.0,89.32
Ἀμύντας,35,0.0,89.32
Τιθοήης,35,0.0,89.32
οἰκόνομος,35,0.0,89.33
τιμάω,35,0.0,89.33
κεφαλαιωτής,35,0.0,89.33
Βαβυλών,35,0.0,89.34
Ἑριοφμόϊς,35,0.0,89.34
στατιωνάριος,35,0.0,89.34
Σενχωνσις,35,0.0,89.35
αἰδέσιμος,35,0.0,89.35
Ἰναρως,35,0.0,89.36
Φιλωτέρα,34,0.0,89.36
ἐπιχωρέω,34,0.0,89.36
Κερκεσούχων,34,0.0,89.37
Τανεφρέμμις,34,0.0,89.37
ὑπηρετέω,34,0.0,89.37
ἀποτίζω,34,0.0,89.38
ὁπότερος,34,0.0,89.38
σιτόφορος,34,0.0,89.38
Σεβαστή,34,0.0,89.39
προσδοκάω,34,0.0,89.39
χειρισμός,34,0.0,89.39
διαστολεύς,34,0.0,89.4
ἀγορανομέω,34,0.0,89.4
κέλλα,34,0.0,89.4
μεταφέρω,34,0.0,89.41
Παγκράτης,34,0.0,89.41
Ἀριστόνικος,34,0.0,89.41
Ἱερή,34,0.0,89.42
λογεία,34,0.0,89.42
πάνυ,34,0.0,89.42
Φιβίων,34,0.0,89.43
προίξ,34,0.0,89.43
Παησις,34,0.0,89.43
Αἰλιανός,34,0.0,89.44
Θεαδελφείας,34,0.0,89.44
ξενικός,34,0.0,89.44
τροφεύω,34,0.0,89.45
Τριάδελφος,34,0.0,89.45
Θρᾶιξ,34,0.0,89.45
κυβερνήτης,34,0.0,89.46
Θαλλός,34,0.0,89.46
κυλιστός,34,0.0,89.46
Κόμων,33,0.0,89.47
Θασῆς,33,0.0,89.47
Ἑρέννιος,33,0.0,89.47
νζ#,33,0.0,89.48
Ὀννόφρις,33,0.0,89.48
πραγματεύομαι,33,0.0,89.48
Κλέων,33,0.0,89.49
Φανίας,33,0.0,89.49
ἑορτή,33,0.0,89.49
τροφεῖον,33,0.0,89.5
πραιτώριον,33,0.0,89.5
συνέρχομαι,33,0.0,89.5
Θερμουθαριον,33,0.0,89.51
ρξ,33,0.0,89.51
Νεφερως,33,0.0,89.51
ἐμφάνεια,33,0.0,89.52
ρμ#,33,0.0,89.52
διορθόω,33,0.0,89.52
ἔντοκος,33,0.0,89.53
Πρωτᾶς,33,0.0,89.53
Μαξιμῖνος,33,0.0,89.53
Ἰοῦστος,33,0.0,89.54
Κόλλουθος,33,0.0,89.54
ἄμπν,33,0.0,89.54
ἐνκύκλιον,33,0.0,89.55
Πετεαρσεμθευς,33,0.0,89.55
ὑπακούω,33,0.0,89.55
ἀφαιρέω,33,0.0,89.56
ἑκατόνταρχος,33,0.0,89.56
παιδίσκη,33,0.0,89.56
δίχα,33,0.0,89.57
γλυκύς,33,0.0,89.57
Δρύτων,33,0.0,89.57
Λύκος,33,0.0,89.58
Νουμήνιος,33,0.0,89.58
Ποσειδώνιος,33,0.0,89.58
τύπος,33,0.0,89.59
Τιτιανός,33,0.0,89.59
ἀπογίγνομαι,33,0.0,89.59
πορθμίς,33,0.0,89.6
ἀντισύμβολον,33,0.0,89.6
Ἱππόνικος,33,0.0,89.6
ἐξαργυρισμός,33,0.0,89.61
ἀποδημία,33,0.0,89.61
Φμόϊς,33,0.0,89.61
Τισᾶτις,33,0.0,89.62
Ἄπας,33,0.0,89.62
Παπᾶς,33,0.0,89.62
͵3,33,0.0,89.63
Μαωζα,33,0.0,89.63
αὔγουστος,33,0.0,89.63
ἐπικρίνω,32,0.0,89.64
ἐξαιρετός,32,0.0,89.64
ἐπήρεια,32,0.0,89.64
καταφρονέω,32,0.0,89.65
Πανοῦφις,32,0.0,89.65
παράθεσις,32,0.0,89.65
μόσχος,32,0.0,89.65
͵4,32,0.0,89.66
πιστεύω,32,0.0,89.66
κόπτω,32,0.0,89.66
Ἁρμιυσις,32,0.0,89.67
αὐτόθεν,32,0.0,89.67
ἐπιλαμβάνω,32,0.0,89.67
λύω,32,0.0,89.68
ἐνοικέω,32,0.0,89.68
συγχώρησις,32,0.0,89.68
γραμματηφόρος,32,0.0,89.69
ἐπιτάσσω,32,0.0,89.69
Λονγεῖνος,32,0.0,89.69
διαδότης,32,0.0,89.7
καλαμία,32,0.0,89.7
ἐπάναγκες,32,0.0,89.7
σωμάτιον,32,0.0,89.71
Θηβαῖος,32,0.0,89.71
παραφυλακή,32,0.0,89.71
διατύπωσις,32,0.0,89.72
Βῆκις,32,0.0,89.72
εἰσαγωγεύς,32,0.0,89.72
χρυσικός,32,0.0,89.73
σιτολογέω,32,0.0,89.73
Ἰναροως,32,0.0,89.73
Μηνόδωρος,32,0.0,89.73
ἠπητής,32,0.0,89.74
Οὐενᾶφρις,32,0.0,89.74
Παουφθειοῦς,32,0.0,89.74
συμπλήρωσις,32,0.0,89.75
ὄστρακον,32,0.0,89.75
Ῥαχήλ,32,0.0,89.75
Παῆρις,32,0.0,89.76
Ἄμον,32,0.0,89.76
στρατηγέω,31,0.0,89.76
ἀποδημέω,31,0.0,89.77
Πανεσνευς,31,0.0,89.77
Παβους,31,0.0,89.77
δοκιμάζω,31,0.0,89.78
Μαυρίκιος,31,0.0,89.78
φόβος,31,0.0,89.78
εὐσέβεια,31,0.0,89.79
ἀβάσκαντος,31,0.0,89.79
Ἡρακλίδης,31,0.0,89.79
ἐγκύκλιος,31,0.0,89.79
κατατίθημι,31,0.0,89.8
Κλήμης,31,0.0,89.8
ἀσχολέω,31,0.0,89.8
οἴκησις,31,0.0,89.81
χρύσινος,31,0.0,89.81
ἐπείγω,31,0.0,89.81
Ὀρσενουφις,31,0.0,89.82
αἴθριον,31,0.0,89.82
ἀνοίγνυμι,31,0.0,89.82
ψυχή,31,0.0,89.83
χοῖρος,31,0.0,89.83
παραδέχομαι,31,0.0,89.83
συλλαμβάνω,31,0.0,89.83
Σαρμάτης,31,0.0,89.84
Χαρμογένης,31,0.0,89.84
οε,31,0.0,89.84
ξε,31,0.0,89.85
ζῦτος,31,0.0,89.85
ἰσχύω,31,0.0,89.85
͵ψ,31,0.0,89.86
Τιμοκράτης,31,0.0,89.86
Εὐημέρεια,31,0.0,89.86
Σενυρις,31,0.0,89.87
τρύγη,31,0.0,89.87
Ὅλ,31,0.0,89.87
δεκαοκτώ,31,0.0,89.88
Νόννα,31,0.0,89.88
Εὐγένειος,31,0.0,89.88
ἀναγνώστης,31,0.0,89.88
Ἀμενρωσις,31,0.0,89.89
Κρουρις,31,0.0,89.89
Νίγερ,31,0.0,89.89
Ἀπολλόδοτος,31,0.0,89.9
Λῶιος,31,0.0,89.9
ὁμοίως,31,0.0,89.9
μαρσίππιον,31,0.0,89.91
Ἀγαθός,30,0.0,89.91
ὦ,30,0.0,89.91
Φιλώτας,30,0.0,89.92
ἑκατονταρχία,30,0.0,89.92
Πρόκλος,30,0.0,89.92
Οὐαλερία,30,0.0,89.92
Ἀβοῦς,30,0.0,89.93
Ὀνήσιμος,30,0.0,89.93
ἀναπόρριφος,30,0.0,89.93
Γαϊανός,30,0.0,89.94
ἐνδοξότης,30,0.0,89.94
θαυμάζω,30,0.0,89.94
ἐξίστημι,30,0.0,89.95
λαογραφέω,30,0.0,89.95
οβ#,30,0.0,89.95
Μάγνος,30,0.0,89.95
ἡμιαρτάβιον,30,0.0,89.96
λοιπάς,30,0.0,89.96
προσεδρεύω,30,0.0,89.96
λοιπογραφέω,30,0.0,89.97
ἀγώγιμος,30,0.0,89.97
Εὐπάτωρ,30,0.0,89.97
ἐγχειρίζω,30,0.0,89.98
δανειστής,30,0.0,89.98
πολιτικός,30,0.0,89.98
Ναρμουθις,30,0.0,89.98
Θεοδώρα,30,0.0,89.99
γνωστήρ,30,0.0,89.99
Πλάτων,30,0.0,89.99
ἐνεχυράζω,30,0.0,90.0
διαφθείρω,30,0.0,90.0
ὁμογνήσιος,30,0.0,90.0
πορεύω,30,0.0,90.01
ἔπειτα,30,0.0,90.01
Βφ,30,0.0,90.01
Πομπήιος,30,0.0,90.01
πορεία,30,0.0,90.02
προσοφείλω,30,0.0,90.02
πύργος,30,0.0,90.02
Ἀνίκητος,30,0.0,90.03
κοινῇ,30,0.0,90.03
δίχαλκον,30,0.0,90.03
παγαρχία,30,0.0,90.04
μόδιον,30,0.0,90.04
καῖσαρ,30,0.0,90.04
Ἐφωνυχος,30,0.0,90.04
πρόσθεσις,30,0.0,90.05
διακούω,29,0.0,90.05
εὐεργεσία,29,0.0,90.05
ὀφειλή,29,0.0,90.06
δεῦρο,29,0.0,90.06
ἔνγραπτος,29,0.0,90.06
ἄλογος,29,0.0,90.06
θάνατος,29,0.0,90.07
δικαιοδότης,29,0.0,90.07
Τραϊανός,29,0.0,90.07
Μάγδωλος,29,0.0,90.08
χαλκόω,29,0.0,90.08
ἐνοχλέω,29,0.0,90.08
Ζηνόδωρος,29,0.0,90.08
Δαμιανός,29,0.0,90.09
Ἀπολλωνάριον,29,0.0,90.09
Πετερμουθις,29,0.0,90.09
ὑπερφυής,29,0.0,90.1
ὕδρευμα,29,0.0,90.1
φιλία,29,0.0,90.1
ταυρικός,29,0.0,90.11
προσαγγέλλω,29,0.0,90.11
Εὔβιος,29,0.0,90.11
τριακοντάρουρος,29,0.0,90.11
ἐπανέρχομαι,29,0.0,90.12
Ἀνδρόμαχος,29,0.0,90.12
θυρωρός,29,0.0,90.12
ἄδικος,29,0.0,90.13
Ψεννησις,29,0.0,90.13
Νεμεσίλλα,29,0.0,90.13
Αἰγυπτία,29,0.0,90.13
διακρίνω,29,0.0,90.14
ἐπινέμησις,29,0.0,90.14
γερδιακός,29,0.0,90.14
κουφίζω,29,0.0,90.15
τέχνη,29,0.0,90.15
πλίνθος,29,0.0,90.15
Εὐτυχίδης,29,0.0,90.15
πῦρ,29,0.0,90.16
ἀνακαλέω,29,0.0,90.16
ἀγγεῖον,29,0.0,90.16
ἄσπορος,29,0.0,90.17
κῆρυξ,29,0.0,90.17
Θεοκλῆς,29,0.0,90.17
Ἰωάνης,29,0.0,90.17
χρυσώνης,29,0.0,90.18
Κόνων,29,0.0,90.18
σιγγουλάριος,29,0.0,90.18
Ἐσμῖνις,29,0.0,90.19
σκόπελον,29,0.0,90.19
συνκομιδή,28,0.0,90.19
προέρχομαι,28,0.0,90.19
πάντῃ,28,0.0,90.2
διαλαμβάνω,28,0.0,90.2
καταχωρισμός,28,0.0,90.2
τετρακαιεξηκοστόν,28,0.0,90.21
χωρίζω,28,0.0,90.21
Ἄρης,28,0.0,90.21
Παπνούθις,28,0.0,90.21
Θεογίτων,28,0.0,90.22
γενηματογραφέω,28,0.0,90.22
ἐπιμελής,28,0.0,90.22
Θερμουθάριον,28,0.0,90.23
ἀμπελουργός,28,0.0,90.23
ὑπισχνέομαι,28,0.0,90.23
Κοσμᾶς,28,0.0,90.23
βῆμα,28,0.0,90.24
ὑπέχω,28,0.0,90.24
κακοῦργος,28,0.0,90.24
Συριακός,28,0.0,90.25
προκήρυξις,28,0.0,90.25
τριάς,28,0.0,90.25
