Word,Count,Percentage of total,Cumulative percentage of total
ἀκραιφνής,2,0.01,94.4
τριακονταετής,2,0.01,94.41
Ἀμπρακικός,2,0.01,94.41
σχολαῖος,2,0.01,94.42
εὔβουλος,2,0.01,94.43
Μαλόεις,2,0.01,94.43
φρυκτός,2,0.01,94.44
εὔπιστος,2,0.01,94.44
ἀγχέμαχος,2,0.01,94.45
μανός,2,0.01,94.46
ἔποχος,2,0.01,94.46
μεθόριος,2,0.01,94.47
ἀγωνίζω,2,0.01,94.48
ἑξακισμύριοι,2,0.01,94.48
οἶος,2,0.01,94.49
ἰσόμοιρος,2,0.01,94.5
ἐξαιρετέος,2,0.01,94.5
ναρθηκοφόρος,2,0.01,94.51
κρανέινος,2,0.01,94.52
παραμηρίδιος,2,0.01,94.52
κερδαλέος,2,0.01,94.53
πελτοφόρος,2,0.01,94.53
ἀδιήγητος,2,0.01,94.54
ξυστοφόρος,2,0.01,94.55
ἄποτος,2,0.01,94.55
πεμπτέος,2,0.01,94.56
ὑβριστικός,2,0.01,94.57
σιμός,2,0.01,94.57
ἄδειπνος,2,0.01,94.58
ἀγαστός,2,0.01,94.59
Κύρειος,2,0.01,94.59
ὑπέρπολυς,2,0.01,94.6
Κολλυτεύς,1,0.0,94.6
εὔσαρκος,1,0.0,94.6
προφερής,1,0.0,94.61
Πειραιεύς,1,0.0,94.61
Εὐωνυμεύς,1,0.0,94.61
Ἀχαρνεύς,1,0.0,94.62
διάσειστος,1,0.0,94.62
κυβευτικός,1,0.0,94.62
τρισκακοδαίμων,1,0.0,94.63
δούλειος,1,0.0,94.63
Στειριεύς,1,0.0,94.63
μισοπόνηρος,1,0.0,94.64
ἀμάρτυρος,1,0.0,94.64
ἔξωρος,1,0.0,94.64
σκυτοτομικός,1,0.0,94.65
ἀμόργινος,1,0.0,94.65
Μυρρινούσιος,1,0.0,94.65
Ἀχερδούσιος,1,0.0,94.66
Κυδαθηναιεύς,1,0.0,94.66
οὔτις,1,0.0,94.66
ἅλιος2,1,0.0,94.67
περικλυτός,1,0.0,94.67
μεγάθυμος,1,0.0,94.67
ὁμόταφος,1,0.0,94.67
ἐπιείκελος,1,0.0,94.68
εὐηγενής,1,0.0,94.68
εὔκομος,1,0.0,94.68
τυτθός,1,0.0,94.69
λυγρός,1,0.0,94.69
ὁμός,1,0.0,94.69
ποδαρκής,1,0.0,94.7
Περιθοίδης,1,0.0,94.7
Τιμάρχος,1,0.0,94.7
ὁμότροπος,1,0.0,94.71
ἄμουσος,1,0.0,94.71
ἡμιμανής,1,0.0,94.71
ἐξαγώνιος,1,0.0,94.72
εὔγνωστος,1,0.0,94.72
σύμπλους,1,0.0,94.72
ἀστέγαστος,1,0.0,94.73
φροῦδος,1,0.0,94.73
ἰδία,1,0.0,94.73
ἀκεστός,1,0.0,94.74
ἀγαθοποιός,1,0.0,94.74
δωρητικός,1,0.0,94.74
μετάρσιος,1,0.0,94.75
ὀξύπτερος,1,0.0,94.75
κατηφής,1,0.0,94.75
ὁμόροφος,1,0.0,94.75
ἐπίληπτος,1,0.0,94.76
κακότροπος,1,0.0,94.76
ἀγενής,1,0.0,94.76
κατάσκιος,1,0.0,94.77
εὐμετάβλητος,1,0.0,94.77
διαυγής,1,0.0,94.77
φιλέρημος,1,0.0,94.78
ῥᾳδιουργός,1,0.0,94.78
ἐμπρόσθιος,1,0.0,94.78
κολουρός,1,0.0,94.79
ὑπεξούσιος,1,0.0,94.79
ὀργίλος,1,0.0,94.79
κακότεχνος,1,0.0,94.8
ἀπαρεγχείρητος,1,0.0,94.8
φαλακρός,1,0.0,94.8
ἐπιβλαβής,1,0.0,94.81
ἄναγνος,1,0.0,94.81
παγχάλεπος,1,0.0,94.81
προστρόπαιος,1,0.0,94.82
περιεργαστέον,1,0.0,94.82
ἀνίατος,1,0.0,94.82
εἰκοσταῖος,1,0.0,94.82
δημόκοινος,1,0.0,94.83
ἀνήκουστος,1,0.0,94.83
Κερκυραῖος,1,0.0,94.83
σύμφυτος,1,0.0,94.84
περίστυλος,1,0.0,94.84
ἐγκάρσιος,1,0.0,94.84
λογικός,1,0.0,94.85
προτρεπτικός,1,0.0,94.85
μεγακήτης,1,0.0,94.85
ἠλίβατος,1,0.0,94.86
γραπτός,1,0.0,94.86
δαιδαλέοδμος,1,0.0,94.86
θυώδης,1,0.0,94.87
ξάνθη,1,0.0,94.87
φιλόμουσος,1,0.0,94.87
ἀκατάσκευος,1,0.0,94.88
ἀνεύρετος,1,0.0,94.88
ἀλαζών,1,0.0,94.88
φέριστος,1,0.0,94.89
λοιβαῖος,1,0.0,94.89
Ἱμεραῖος,1,0.0,94.89
ὁμοήθης,1,0.0,94.9
ἐξημοιβός,1,0.0,94.9
πολύπλοκος,1,0.0,94.9
ἄσπετος,1,0.0,94.9
πολύτιμος,1,0.0,94.91
διφροφόρος,1,0.0,94.91
παράκαιρος,1,0.0,94.91
πεντάκλινος,1,0.0,94.92
τρίκλινον,1,0.0,94.92
Κασανδδρεύς,1,0.0,94.92
κηπαῖος,1,0.0,94.93
Ἐπιζεφύριος,1,0.0,94.93
ἄφετος,1,0.0,94.93
κνηστός,1,0.0,94.94
δίπυρος,1,0.0,94.94
Κύθνιος,1,0.0,94.94
λιβανοφόρος,1,0.0,94.95
ἀθόρυβος,1,0.0,94.95
κροκωτός,1,0.0,94.95
ἀνύποιστος,1,0.0,94.96
πανευδαίμων,1,0.0,94.96
πρόσθιος,1,0.0,94.96
ἀργυρικός,1,0.0,94.97
περίθετος,1,0.0,94.97
ἄζωστος,1,0.0,94.97
ἐφίμερος,1,0.0,94.98
ἐρατός,1,0.0,94.98
Εὔξεινος,1,0.0,94.98
ἀπτολέμιστος,1,0.0,94.98
πισσηρός,1,0.0,94.99
ἀθαλλής,1,0.0,94.99
καλλιτράπεζος,1,0.0,94.99
νεανῖκος,1,0.0,95.0
ἐπίδημος,1,0.0,95.0
βαπτός,1,0.0,95.0
κρόκινος,1,0.0,95.01
ὑφαντός,1,0.0,95.01
Κορινθιουργής,1,0.0,95.01
ὑακίνθινος,1,0.0,95.02
θαλασσοειδής,1,0.0,95.02
ἀκταῖος,1,0.0,95.02
σπαθητός,1,0.0,95.03
Ἡραῖος,1,0.0,95.03
χιόνεος,1,0.0,95.03
δαιδάλεος,1,0.0,95.04
ὑπασπίδιος,1,0.0,95.04
παναλουργής,1,0.0,95.04
αὐχαλέος,1,0.0,95.05
ἀσκητός,1,0.0,95.05
τρυφεραμπέχονος,1,0.0,95.05
Συβαρίτης,1,0.0,95.05
πολύκροτος,1,0.0,95.06
ὁλός,1,0.0,95.06
κούριμος,1,0.0,95.06
Κυμαίκος,1,0.0,95.07
Χαλδαικός,1,0.0,95.07
ἔμμετρος,1,0.0,95.07
δεξία,1,0.0,95.08
Μαριανδυνός,1,0.0,95.08
μιτρηφόρος,1,0.0,95.08
Σιδώνιος,1,0.0,95.09
ᾠδικός,1,0.0,95.09
ὀρχηστρικός,1,0.0,95.09
σύσκιος,1,0.0,95.1
Μαγνητικός,1,0.0,95.1
περιφόρητος,1,0.0,95.1
νήπλυτος,1,0.0,95.11
ἐθελόπορνος,1,0.0,95.11
Δαρεικός,1,0.0,95.11
συμμαχίς,1,0.0,95.12
Ἀττική,1,0.0,95.12
εὔξενος,1,0.0,95.12
περισχιδής,1,0.0,95.13
μελαγχολικός,1,0.0,95.13
ἑκατοντάκλινος,1,0.0,95.13
χρυσόπους,1,0.0,95.13
χρυσουφής,1,0.0,95.14
εἰκοσάπηχυς,1,0.0,95.14
ζωωτός,1,0.0,95.14
σταδιαῖος,1,0.0,95.15
φιλοκύνηγος,1,0.0,95.15
σμαράγδινος,1,0.0,95.15
ἀλουργός,1,0.0,95.16
ὀχλικός,1,0.0,95.16
Μολοττικός,1,0.0,95.16
Λάκαινος,1,0.0,95.17
στενοπός,1,0.0,95.17
δημιουργός,1,0.0,95.17
τριακοντάκλινος,1,0.0,95.18
εὐγένητας,1,0.0,95.18
ζάθεος,1,0.0,95.18
νησιωτικός,1,0.0,95.19
γραφικός,1,0.0,95.19
ῥαβδοδίαιτος,1,0.0,95.19
ἀμώμητος,1,0.0,95.2
ἐννύχιος,1,0.0,95.2
Κυρηναικός,1,0.0,95.2
μονόχρονος,1,0.0,95.21
φαιός,1,0.0,95.21
εὔρυθμος,1,0.0,95.21
ἀζήτητος,1,0.0,95.21
ὀλιγωρητέον,1,0.0,95.22
οἰνοβαρής,1,0.0,95.22
φιλήδονος,1,0.0,95.22
φυσιόλογος,1,0.0,95.23
ὑπουργός,1,0.0,95.23
συμβολικός,1,0.0,95.23
ὄρθριος,1,0.0,95.24
εἰκοσίκλινος,1,0.0,95.24
εὐδαιμονικός,1,0.0,95.24
ῥαπτός,1,0.0,95.25
κρικωτός,1,0.0,95.25
ὀλιγοδίαιτος,1,0.0,95.25
κνισός,1,0.0,95.26
ὕπτιος,1,0.0,95.26
εὐθάνατος,1,0.0,95.26
δυσπερίπλητος,1,0.0,95.27
ἀγριμαῖος,1,0.0,95.27
καθάρειος,1,0.0,95.27
ὁλάργυρος,1,0.0,95.28
ἀπολέμητος,1,0.0,95.28
κατάσαρκος,1,0.0,95.28
εἰκοστή,1,0.0,95.28
Ἀσιαγενής,1,0.0,95.29
κοινόσ,1,0.0,95.29
φιλύρινος,1,0.0,95.29
ἀκρότονος,1,0.0,95.3
προπομπός,1,0.0,95.3
μελάμπεπλος,1,0.0,95.3
ἴρινος,1,0.0,95.31
ῥόδινος,1,0.0,95.31
παρθενικός,1,0.0,95.31
κατάθρυπτος,1,0.0,95.32
Μεγαλλείος,1,0.0,95.32
χρυσοκόλλητος,1,0.0,95.32
φοινίκινος,1,0.0,95.33
σισύμβρινος,1,0.0,95.33
ἑρπύλλινος,1,0.0,95.33
Αἰγυπτιός,1,0.0,95.34
καλλιπυγοτέρα,1,0.0,95.34
κλινήρης,1,0.0,95.34
ἐνδόσιμος,1,0.0,95.35
μιλτώδης,1,0.0,95.35
πυρπνόος,1,0.0,95.35
τρίκρανος,1,0.0,95.36
ἐλάτινος,1,0.0,95.36
δίπους,1,0.0,95.36
ἄκων,1,0.0,95.36
τακερός,1,0.0,95.37
ὠνητέος,1,0.0,95.37
ἀπιτέος,1,0.0,95.37
πολυτίμητος,1,0.0,95.38
Κρισαικὸς,1,0.0,95.38
σκηνικός,1,0.0,95.38
Ἐλευθέριος,1,0.0,95.39
ὑπόπτερος,1,0.0,95.39
στρατευτικός,1,0.0,95.39
ἰταμός,1,0.0,95.4
φίλαυλος,1,0.0,95.4
ἀνήδυντος,1,0.0,95.4
βαθύκολπος,1,0.0,95.41
θηρατήριος,1,0.0,95.41
ἀναπεπταμένος,1,0.0,95.41
παρθένιος,1,0.0,95.42
Κυθήριος,1,0.0,95.42
καλλιπρόσωπος,1,0.0,95.42
χρυσεοβόστρυχος,1,0.0,95.43
χαριτόφωνος,1,0.0,95.43
γλαυκός,1,0.0,95.43
ἀγανοβλέφαρος,1,0.0,95.44
πλουσιακός,1,0.0,95.44
προσποιητός,1,0.0,95.44
ῥυπαρός,1,0.0,95.44
κακοπινής,1,0.0,95.45
ἐυκνήμις,1,0.0,95.45
Αἰθιοπικός,1,0.0,95.45
βολίτινος,1,0.0,95.46
Ἀρεοπαγιτικός,1,0.0,95.46
πορνογράφος,1,0.0,95.46
ἀγροῖκος,1,0.0,95.47
πανάθλιος,1,0.0,95.47
ἐνδυτός,1,0.0,95.47
πυρρός,1,0.0,95.48
ἄσβολος,1,0.0,95.48
ποικιλόδιφρος,1,0.0,95.48
φιλῳδός,1,0.0,95.49
ῥικνός,1,0.0,95.49
μεσόκοπος,1,0.0,95.49
πέπων,1,0.0,95.5
δρακόντειος,1,0.0,95.5
μεθυσοκότταβος,1,0.0,95.5
ἡμετέρειος,1,0.0,95.51
παρῳδός,1,0.0,95.51
ἔτυμος,1,0.0,95.51
ἴλαος,1,0.0,95.51
Σαμιακός,1,0.0,95.52
εὐθυμάχος,1,0.0,95.52
τοξοφόρος,1,0.0,95.52
τεός,1,0.0,95.53
ἑκατόγγυιος,1,0.0,95.53
πολύξενος,1,0.0,95.53
ἐρατεινός,1,0.0,95.54
μαλθακός,1,0.0,95.54
μελίφρων,1,0.0,95.54
συνάορος,1,0.0,95.55
ξυνός,1,0.0,95.55
Πάρος,1,0.0,95.55
νυμφίος2,1,0.0,95.56
Θρήισσος,1,0.0,95.56
Εὐεργέτης,1,0.0,95.56
ἐπιχώπιος,1,0.0,95.57
Νεαπόλιτος,1,0.0,95.57
θρᾷττα,1,0.0,95.57
σαπρός,1,0.0,95.58
Φρυγιακός,1,0.0,95.58
δασύπους,1,0.0,95.58
ἔναλμος,1,0.0,95.59
λαπαρός,1,0.0,95.59
καίριμος,1,0.0,95.59
ὁ,1,0.0,95.59
τρισάθλιος,1,0.0,95.6
ληίδιος,1,0.0,95.6
ληίδιον,1,0.0,95.6
χελιδόνειος,1,0.0,95.61
Ὑμήττιος,1,0.0,95.61
διάμεστος,1,0.0,95.61
ὕειος,1,0.0,95.62
αἴγειος,1,0.0,95.62
πάροινος,1,0.0,95.62
οὐλόμενος,1,0.0,95.63
ἔγχαλκος,1,0.0,95.63
ἀνάστειος,1,0.0,95.63
συσσιτικός,1,0.0,95.64
κατάστυγνος,1,0.0,95.64
Κρατήτειος,1,0.0,95.64
νεοσπάς,1,0.0,95.65
μέθυσος,1,0.0,95.65
ἡδονικός,1,0.0,95.65
φιλαλήθης,1,0.0,95.66
ἀμύητος,1,0.0,95.66
γραμμοδιδασκαλιδης,1,0.0,95.66
ἰτέος,1,0.0,95.67
Θεσσαλικός,1,0.0,95.67
πρωτοπόρος,1,0.0,95.67
ἀναμπέχονος,1,0.0,95.67
μονοχίτων,1,0.0,95.68
Λευκαδίος,1,0.0,95.68
ἠοῖος,1,0.0,95.68
ποτάμιος,1,0.0,95.69
ἐπιλογικός,1,0.0,95.69
ἐχέσαρκος,1,0.0,95.69
Ποσειδώνιος,1,0.0,95.7
Πεντελικός,1,0.0,95.7
Νικαιεύς,1,0.0,95.7
κουροτρόφος,1,0.0,95.71
πολιοκρόταφος,1,0.0,95.71
γραπτέος,1,0.0,95.71
εὐναῖος,1,0.0,95.72
χαριτοβλέφαρος,1,0.0,95.72
τρίδουλος,1,0.0,95.72
τρίπορνος,1,0.0,95.73
Πυθιονίκης,1,0.0,95.73
σύγχρους,1,0.0,95.73
ὀρθρινός,1,0.0,95.74
ἔκπνοος,1,0.0,95.74
Σαπφῷος,1,0.0,95.74
ἔφαλος,1,0.0,95.74
ἐπέραστος,1,0.0,95.75
ἐλεγειακός,1,0.0,95.75
μονόζωστος,1,0.0,95.75
τρίστοιχος,1,0.0,95.76
ἀγέραστος,1,0.0,95.76
κρύφιος,1,0.0,95.76
Ῥάριος,1,0.0,95.77
Ἀσκραῖος,1,0.0,95.77
Ἀσκραίκος,1,0.0,95.77
μουσοπόλος,1,0.0,95.78
πινυτός,1,0.0,95.78
εὐρέιος,1,0.0,95.78
πολιός,1,0.0,95.79
μελιχρός,1,0.0,95.79
οἰνηρός,1,0.0,95.79
εὔοινος,1,0.0,95.8
Αἰολικός,1,0.0,95.8
στυγνός,1,0.0,95.8
μήλειος,1,0.0,95.81
χάλκειος,1,0.0,95.81
θοός,1,0.0,95.81
βαιός,1,0.0,95.82
ἔξοχος,1,0.0,95.82
Ἀπιδανός,1,0.0,95.82
οὐδαμινός,1,0.0,95.82
ποικιλοσάμβαλος,1,0.0,95.83
ἐύκτιτος,1,0.0,95.83
χρυσόθρονος,1,0.0,95.83
ἀγαυός,1,0.0,95.84
Μεσσηνιακός,1,0.0,95.84
βρότειος,1,0.0,95.84
εὐνάων,1,0.0,95.85
Δημήτριος,1,0.0,95.85
Εὐριπίδειος,1,0.0,95.85
φιλοβάρβιτος,1,0.0,95.86
μάκαρ,1,0.0,95.86
παίδειος,1,0.0,95.86
πραγματείος,1,0.0,95.87
Κυδώνιος,1,0.0,95.87
οἰνάρεος,1,0.0,95.87
κατάκοιτος,1,0.0,95.88
Θρῄκιος,1,0.0,95.88
ἐρεμνός,1,0.0,95.88
ἀζαλέος,1,0.0,95.89
Τενέδιος,1,0.0,95.89
ἑλικογλέφαρος,1,0.0,95.89
νεόγυιος,1,0.0,95.9
ἐφημέριος,1,0.0,95.9
β᾽,1,0.0,95.9
Ἀκαδημαικός,1,0.0,95.9
γλυκερός,1,0.0,95.91
δυσχάριστος,1,0.0,95.91
πρεπώδης,1,0.0,95.91
Ἀργύννις,1,0.0,95.92
παιδιώδης,1,0.0,95.92
Ἐρυθραῖος,1,0.0,95.92
Σιμωνίδειος,1,0.0,95.93
ἄγχι,1,0.0,95.93
ῥεκτήριος,1,0.0,95.93
φιλογύναιος,1,0.0,95.94
Τριχονείος,1,0.0,95.94
ἐμμανής,1,0.0,95.94
Ἑλλαδικός,1,0.0,95.95
Ὠλένιος,1,0.0,95.95
τριακοσταῖος,1,0.0,95.95
συμποτικός,1,0.0,95.96
διαλεκτικός,1,0.0,95.96
Θεσσαλός,1,0.0,95.96
γαλακτουργός,1,0.0,95.97
ποτηματοποιός,1,0.0,95.97
εὐφραντικός,1,0.0,95.97
καλλίχειρ,1,0.0,95.97
μελανόφυλλος,1,0.0,95.98
ἡλιώδης,1,0.0,95.98
θαλερός,1,0.0,95.98
ἐπικατάφορος,1,0.0,95.99
ἤπιος,1,0.0,95.99
κηρόχρως,1,0.0,95.99
ξουθός,1,0.0,96.0
πολύμετρος,1,0.0,96.0
ἀπείρων2,1,0.0,96.0
ἄλογχος,1,0.0,96.01
εὐανθής,1,0.0,96.01
ὀξυφεγγής,1,0.0,96.01
ἀργεννός,1,0.0,96.02
ποικιλομήχανος,1,0.0,96.02
μισοφιλόλογος,1,0.0,96.02
κλεπτίστατος,1,0.0,96.03
κακολόγος,1,0.0,96.03
βορός,1,0.0,96.03
ἄνοικος,1,0.0,96.04
ἀφιλόσοφος,1,0.0,96.04
συκοφαντώδης,1,0.0,96.04
ὕφαιμος,1,0.0,96.05
πελιός,1,0.0,96.05
γραῦς,1,0.0,96.05
μόνον,1,0.0,96.05
ἐπόγδοος,1,0.0,96.06
ἐπίτοκος,1,0.0,96.06
ἐντελόμισθος,1,0.0,96.06
ἄγρυπνος,1,0.0,96.07
ἐπιθάνατος,1,0.0,96.07
ἑκταῖος,1,0.0,96.07
λιπόνεως,1,0.0,96.08
Λυκιοεργής,1,0.0,96.08
τραπεζιτικός,1,0.0,96.08
ἀθυμητέον,1,0.0,96.09
ἐνθυμητέον,1,0.0,96.09
δυσπολέμητος,1,0.0,96.09
πλευστέος,1,0.0,96.1
ἐπιστολιμαῖος,1,0.0,96.1
πήλινος,1,0.0,96.1
ἀδιόρθωτος,1,0.0,96.11
ἀπόμισθος,1,0.0,96.11
σπουδαστέος,1,0.0,96.11
ὀκτωκαιδεκάδραχμος,1,0.0,96.12
δωδεκάδραχμος,1,0.0,96.12
ἄτοκος,1,0.0,96.12
περίστοιχος,1,0.0,96.13
κακόνοος,1,0.0,96.13
Νεμέσιος,1,0.0,96.13
ὑποκίνδυνος,1,0.0,96.13
ἐπιτἰμιος,1,0.0,96.14
Φωκικός,1,0.0,96.14
κοιταῖος,1,0.0,96.14
ἐλλός,1,0.0,96.15
δεικτέος,1,0.0,96.15
Κόπριος,1,0.0,96.15
Κολλυτεὺς,1,0.0,96.16
εὔωνος,1,0.0,96.16
ἀλειτούργητος,1,0.0,96.16
ἑκκαιδεκάπηχυς,1,0.0,96.17
ἴσθμιος,1,0.0,96.17
Νέμειος,1,0.0,96.17
φιλόδωρος,1,0.0,96.18
παμπόνηρος,1,0.0,96.18
φιλολοίδορος,1,0.0,96.18
σπερμολόγος,1,0.0,96.19
Μαραθώνιος,1,0.0,96.19
Κιρραῖος,1,0.0,96.19
Φυλάσιος,1,0.0,96.2
συγκάταινος,1,0.0,96.2
περίχωρος,1,0.0,96.2
ἄπλοος,1,0.0,96.2
αὐτοτραγικός,1,0.0,96.21
ἀρουραῖος,1,0.0,96.21
παράσημος,1,0.0,96.21
ἐμβρόντητος,1,0.0,96.22
κατάδικος,1,0.0,96.22
νηλεής,1,0.0,96.22
θετός,1,0.0,96.23
ἀξιοθαύμαστος,1,0.0,96.23
ἄτρυτος,1,0.0,96.23
φερέπονος,1,0.0,96.24
εὐπόλεμος,1,0.0,96.24
ἐμπροίκιος,1,0.0,96.24
ἰσοπολίτης,1,0.0,96.25
ἐπιδόσιμος,1,0.0,96.25
κτηματικός,1,0.0,96.25
ἔναρχος,1,0.0,96.26
ἰσόνομος,1,0.0,96.26
ἐνεργής,1,0.0,96.26
δυσεπίγνωστος,1,0.0,96.27
ἀσπάσιος,1,0.0,96.27
ἔμμηνος,1,0.0,96.27
ὑπόγυιος,1,0.0,96.28
δικαστικός,1,0.0,96.28
μηλόβοτος,1,0.0,96.28
Ἀβεντῖνος,1,0.0,96.28
ἰσοβαρής,1,0.0,96.29
Γρακχείους,1,0.0,96.29
Γράκχειος,1,0.0,96.29
φειδός,1,0.0,96.3
πολυμερής,1,0.0,96.3
πομπαῖος,1,0.0,96.3
φιλοψευδής,1,0.0,96.31
ἐχθροποιός,1,0.0,96.31
Μιθριδάτειος,1,0.0,96.31
ἐπικερδής,1,0.0,96.32
ἀπροβούλευτος,1,0.0,96.32
ὀλιγάνθρωπος,1,0.0,96.32
ζοφώδης,1,0.0,96.33
παμμεγέθης,1,0.0,96.33
διαλλακτήριος,1,0.0,96.33
νεόχριστος,1,0.0,96.34
Κιμβρικóς,1,0.0,96.34
ῥαβδόφορος,1,0.0,96.34
ἀδιοίκητος,1,0.0,96.35
Ἰταλός,1,0.0,96.35
αὐτόκλητος,1,0.0,96.35
βαρυεργής,1,0.0,96.36
πυροφόρος,1,0.0,96.36
ἰσόμαχος,1,0.0,96.36
Καπυαῖος,1,0.0,96.36
νιφόεις,1,0.0,96.37
περιμήκετος,1,0.0,96.37
ἀμφιλαφής,1,0.0,96.37
πενθήμερος,1,0.0,96.38
ἐβδομήκοντα,1,0.0,96.38
χρυσήλατος,1,0.0,96.38
βλάσφημος,1,0.0,96.39
ὀκτάετες,1,0.0,96.39
περιώνυμος,1,0.0,96.39
Ἄλπειος,1,0.0,96.4
Ἄλπεια,1,0.0,96.4
ἀγέρωχος,1,0.0,96.4
ἐμπειροπόλεμος,1,0.0,96.41
ἄνετος,1,0.0,96.41
ἀμφήριστος,1,0.0,96.41
θεόληπτος,1,0.0,96.42
ἀσύνθετος,1,0.0,96.42
Δελφικός,1,0.0,96.42
ἀροτήρ,1,0.0,96.43
ὁμοσίπυος,1,0.0,96.43
τεκνοποιητικός,1,0.0,96.43
χωριστός,1,0.0,96.43
παθητικός,1,0.0,96.44
δυσγενής,1,0.0,96.44
ὀψοποιικός,1,0.0,96.44
χρηστικός,1,0.0,96.45
σποραδικός,1,0.0,96.45
αὐτόφυτος,1,0.0,96.45
ἁλιευτικός,1,0.0,96.46
οἰητέον,1,0.0,96.46
εὐβάστακτος,1,0.0,96.46
εὐμεταχείριστος,1,0.0,96.47
ἄτεχνος,1,0.0,96.47
μεταλλευτικός,1,0.0,96.47
Λήμνιος,1,0.0,96.48
σιδήρειος,1,0.0,96.48
ὀργανικός,1,0.0,96.48
διακονικός,1,0.0,96.49
ἐπισκεπτέος,1,0.0,96.49
διανοητικός,1,0.0,96.49
νουθετητέος,1,0.0,96.5
ὁμονοητικός,1,0.0,96.5
ὁπόστος,1,0.0,96.5
ὑδαρής,1,0.0,96.51
ἀνθρωπικός,1,0.0,96.51
φίλαυτος,1,0.0,96.51
ἀστυνομικός,1,0.0,96.51
ἀγορανομικός,1,0.0,96.52
ποιός,1,0.0,96.52
καινοτόμος,1,0.0,96.52
ζητητικός,1,0.0,96.53
προαιρετικός,1,0.0,96.53
βοηθητικός,1,0.0,96.53
σύννους,1,0.0,96.54
ὀρφανικός,1,0.0,96.54
κατοκώχιμος,1,0.0,96.54
ἄφρουρος,1,0.0,96.55
ἰσοτύραννος,1,0.0,96.55
δυναστευτικός,1,0.0,96.55
θητικός,1,0.0,96.56
ἐπιζεφύριος,1,0.0,96.56
θετικός,1,0.0,96.56
ἀμφιδέξιος,1,0.0,96.57
Ῥήγιον,1,0.0,96.57
κλίνειος,1,0.0,96.57
λογίζομαι,1,0.0,96.58
ἀφαιρετέος,1,0.0,96.58
πεντετάλαντος,1,0.0,96.58
τιμητός,1,0.0,96.59
δύσμαχος,1,0.0,96.59
βοηθητέος,1,0.0,96.59
ἐρεβώδης,1,0.0,96.59
ἀδαμάντινος,1,0.0,96.6
αἰδοῖος,1,0.0,96.6
γαμητέον,1,0.0,96.6
φευκτέος,1,0.0,96.61
ὑποιστέον,1,0.0,96.61
ἀτιμαστέος,1,0.0,96.61
αἱματόεις,1,0.0,96.62
ἀπέρατος,1,0.0,96.62
ἀτόξευτος,1,0.0,96.62
Χαιρωνίκος,1,0.0,96.63
γλύκειος,1,0.0,96.63
ἄθεσμος,1,0.0,96.63
ὑπόφορος,1,0.0,96.64
ἀσυμπαθής,1,0.0,96.64
ἀδιάφορος,1,0.0,96.64
ἄσοφος,1,0.0,96.65
αὐτόχροος,1,0.0,96.65
πτερωτός,1,0.0,96.65
δυσκάθεκτος,1,0.0,96.66
δύσθυμος,1,0.0,96.66
ἀνήλιος,1,0.0,96.66
ποδώκης,1,0.0,96.66
Ἴνδιος,1,0.0,96.67
χαριστικός,1,0.0,96.67
ἀπαραμύθητος,1,0.0,96.67
Βάκχειος,1,0.0,96.68
ἐμπαθής,1,0.0,96.68
ἀντίτεχνος,1,0.0,96.68
νεοπρεπής,1,0.0,96.69
προγονικός,1,0.0,96.69
εὐάλωτος,1,0.0,96.69
Κύπριος,1,0.0,96.7
Σκαρφεύς,1,0.0,96.7
αἰτητικός,1,0.0,96.7
ἀνδροποιός,1,0.0,96.71
ἁρμάτειος,1,0.0,96.71
ἀρρενωπός,1,0.0,96.71
λεοντώδης,1,0.0,96.72
μεγαλοεργός,1,0.0,96.72
μορφοειδής,1,0.0,96.72
Βιθυνός,1,0.0,96.73
ἀνύβριστος,1,0.0,96.73
Πελληναῖος,1,0.0,96.73
Πελλαῖος,1,0.0,96.74
ὀρθοπαγής,1,0.0,96.74
ἀφρούρητος,1,0.0,96.74
δυσεκβίαστος,1,0.0,96.74
πελώριος,1,0.0,96.75
πολύπονος,1,0.0,96.75
τλήμων,1,0.0,96.75
Χαλυβώνιος,1,0.0,96.76
Ὑρκανικός,1,0.0,96.76
ἄρειος,1,0.0,96.76
ἴκελος,1,0.0,96.77
τερπικέραυνος,1,0.0,96.77
εὔγηρως,1,0.0,96.77
φλογοειδής,1,0.0,96.78
φιλοβάρβαρος,1,0.0,96.78
μισαλέξανδρος,1,0.0,96.78
ναρκώδης,1,0.0,96.79
πειστέον,1,0.0,96.79
ἰτέον,1,0.0,96.79
ἀνέλεγκτος,1,0.0,96.8
δικανικός,1,0.0,96.8
εὐέλεγκτος,1,0.0,96.8
ἀδιάφθαρτος,1,0.0,96.81
ἐλεεινός,1,0.0,96.81
ἀβέβαιος,1,0.0,96.81
ἁπτός,1,0.0,96.82
ἐμβριθής,1,0.0,96.82
ἀδρός,1,0.0,96.82
ἄπταιστος,1,0.0,96.82
ἀρείφατος,1,0.0,96.83
ἡμίκλαστος,1,0.0,96.83
περισφαλής,1,0.0,96.83
ἀιδής,1,0.0,96.84
κεστός,1,0.0,96.84
ἀριστευτικός,1,0.0,96.84
νικητικός,1,0.0,96.85
ὀλιγοστός,1,0.0,96.85
καπράτινος,1,0.0,96.85
ἐλεήμων,1,0.0,96.86
χλοερός,1,0.0,96.86
κοπώδης,1,0.0,96.86
ἄσχολος,1,0.0,96.87
βοτηρικός,1,0.0,96.87
Ἀλβανός,1,0.0,96.87
