Word,Count,Percentage of total,Cumulative percentage of total
συμβόλαιος,5,0.0,93.75
ἐπιτίμιος,5,0.0,93.76
βότειος,5,0.0,93.76
δέσμιος,5,0.0,93.77
ὀλίγιστος,5,0.0,93.77
Λιβός,5,0.0,93.77
ἰσοφόριος,5,0.0,93.78
ἑξάπηχυς,5,0.0,93.78
πριόυατος,5,0.0,93.78
Ἐφίπ,5,0.0,93.79
εὐδαίμων,5,0.0,93.79
ἀντλητός,5,0.0,93.79
ἱεροποιός,5,0.0,93.8
μηνιεῖος,5,0.0,93.8
κυλιστός,5,0.0,93.8
ὑστεραῖος,5,0.0,93.81
ἁρματοπηγός,5,0.0,93.81
δεκάδυο,5,0.0,93.81
προκέφαλος,5,0.0,93.82
βαφικός,5,0.0,93.82
γείτνιος,5,0.0,93.83
Βρετανικός,5,0.0,93.83
γηραιός,5,0.0,93.83
τετρόβολος,5,0.0,93.84
θρύινος,5,0.0,93.84
εὔχρηστος,5,0.0,93.84
σεσημείωμ,5,0.0,93.85
ζῶιος,5,0.0,93.85
γράφιος,5,0.0,93.85
ἐπαφρόδιτος,5,0.0,93.86
Βουβαστεῖος,5,0.0,93.86
ἐνιαυσιαῖος,5,0.0,93.86
αυτός,5,0.0,93.87
χρεωστικός,5,0.0,93.87
δημοτικός,5,0.0,93.87
Μητρῷος,5,0.0,93.88
προβατικός,5,0.0,93.88
ἀκοσκίνευτος,5,0.0,93.89
ταρσικός,5,0.0,93.89
ἰατρός,5,0.0,93.89
δυτικός,5,0.0,93.9
ἕωλος,5,0.0,93.9
λιπαρός,5,0.0,93.9
ἐντολιμαῖος,5,0.0,93.91
ἀπαθής,5,0.0,93.91
σώφρων,5,0.0,93.91
τεσσαρακοντάρουρος,5,0.0,93.92
Κνίδιος,5,0.0,93.92
εὐίλατος,5,0.0,93.92
κολοκύνθινος,5,0.0,93.93
Κύθνιος,5,0.0,93.93
πρώιος,5,0.0,93.93
ἀδιάφορος,5,0.0,93.94
ἐνεργής,5,0.0,93.94
ῥούσιος,5,0.0,93.95
διαθηκιμαῖος,5,0.0,93.95
πεντάκλινος,5,0.0,93.95
ἐπαιτός,5,0.0,93.96
Σάμιος,5,0.0,93.96
ἔμποκος,5,0.0,93.96
αὐτοφυής,5,0.0,93.97
ἀπόμοιρος,5,0.0,93.97
ἄδαστος,5,0.0,93.97
ἀπροφάσιστος,5,0.0,93.98
εἰκοσιέβδομος,5,0.0,93.98
ἀκυρώσιμος,5,0.0,93.98
Ἀλεξάνδριος,5,0.0,93.99
κηπουρικός,5,0.0,93.99
δωρεαῖος,5,0.0,93.99
ἀφόρητος,5,0.0,94.0
ἀμεθής,5,0.0,94.0
ἐπώνυμος,5,0.0,94.01
ἀγεωμέτρητος,5,0.0,94.01
ἀνήκεστος,5,0.0,94.01
ἡμερούσιος,5,0.0,94.02
ἄγνωστος,5,0.0,94.02
παλαιοχάρακτος,5,0.0,94.02
λαοτόμος,5,0.0,94.03
Λευκάδιος,5,0.0,94.03
πεπτός,5,0.0,94.03
ἑπταέτης,5,0.0,94.04
νήυλεπλοιος,5,0.0,94.04
χειροτονητός,5,0.0,94.04
στεπτικός,5,0.0,94.05
εὔφημος,5,0.0,94.05
ἐπιτελής,5,0.0,94.05
σουπερνουμεράριος,5,0.0,94.06
Καπιτωλιακός,5,0.0,94.06
ἰσολύμπιος,5,0.0,94.07
χαροπός,5,0.0,94.07
ἐμβαθμ,5,0.0,94.07
ἀπότριπτος,5,0.0,94.08
ἀπαράβροχος,5,0.0,94.08
σκηνικός,5,0.0,94.08
Τιτούληιος,5,0.0,94.09
βόρρινος,5,0.0,94.09
ὑποβρύχιος,5,0.0,94.09
Ἀσκληπίειος,5,0.0,94.1
πρόσαπαξ,5,0.0,94.1
ζῆνος,5,0.0,94.1
ἐνκρατής,4,0.0,94.11
κύρα,4,0.0,94.11
κλεινός,4,0.0,94.11
Πατσῶντις,4,0.0,94.12
Σεσιύς,4,0.0,94.12
ἀποστατικός,4,0.0,94.12
δυσχερής,4,0.0,94.12
προθής,4,0.0,94.13
οἰκοπεδικός,4,0.0,94.13
Ἐπίπ,4,0.0,94.13
μηδέτερος,4,0.0,94.14
πεμπτός,4,0.0,94.14
Ἀνδρομαχίς,4,0.0,94.14
ἀρκετός,4,0.0,94.14
Κουιντίλιος,4,0.0,94.15
δραπετικός,4,0.0,94.15
ός,4,0.0,94.15
πρωτόκοπος,4,0.0,94.15
εὔλυτος,4,0.0,94.16
Σωσικόσμειος,4,0.0,94.16
σύνφυτος,4,0.0,94.16
κοιλός,4,0.0,94.17
ὀχληρός,4,0.0,94.17
Σοκονόπαιος,4,0.0,94.17
Νουμίδης,4,0.0,94.17
ἐγγενής,4,0.0,94.18
ῥωμαικός,4,0.0,94.18
κύρος,4,0.0,94.18
πρίουατος,4,0.0,94.19
ναυπηγικός,4,0.0,94.19
ἑνδεκάμηνος,4,0.0,94.19
Τεβέτνος,4,0.0,94.19
κάνηφορος,4,0.0,94.2
εἰρήναρχος,4,0.0,94.2
γέγονυιος,4,0.0,94.2
ἄσβεστος,4,0.0,94.21
ἀπαίδευτος,4,0.0,94.21
παπυρικός,4,0.0,94.21
Σικυώνιος,4,0.0,94.21
παραδοχικός,4,0.0,94.22
ὁμόφυλος,4,0.0,94.22
ἀθεράπευτος,4,0.0,94.22
φυσικός,4,0.0,94.23
ἐσώτερος,4,0.0,94.23
Ξοιτικός,4,0.0,94.23
κατάδηλος,4,0.0,94.23
Ἀντινοιτικός,4,0.0,94.24
δούλιος,4,0.0,94.24
δικάσιμος,4,0.0,94.24
ἐγλογιστός,4,0.0,94.25
πάνδεινος,4,0.0,94.25
Μαμαῖος,4,0.0,94.25
σκευόφορος,4,0.0,94.25
πραιτέριτος,4,0.0,94.26
νεόλεκτος,4,0.0,94.26
πυροφόρος,4,0.0,94.26
εὐπρεπής,4,0.0,94.26
ἐξός,4,0.0,94.27
Ζήνειυς,4,0.0,94.27
τεσσαρακονταμναῖος,4,0.0,94.27
διμναῖος,4,0.0,94.28
Καράνεις,4,0.0,94.28
συνγενικός,4,0.0,94.28
μικός,4,0.0,94.28
ἀπόκληρος,4,0.0,94.29
πεδικός,4,0.0,94.29
ἄθετος,4,0.0,94.29
περιχαρής,4,0.0,94.3
ἀκέφαλος,4,0.0,94.3
σπανός,4,0.0,94.3
διάκων,4,0.0,94.3
θηλικός,4,0.0,94.31
ἄνετος,4,0.0,94.31
Ἡρακλειανός,4,0.0,94.31
Εἴσιος,4,0.0,94.32
Λιβυκός,4,0.0,94.32
προθέσμιος,4,0.0,94.32
παραδόχιμος,4,0.0,94.32
παράστραβος,4,0.0,94.33
πτολεμαῖος,4,0.0,94.33
ἀθρόος,4,0.0,94.33
ἐλευθέριος,4,0.0,94.34
λυτός,4,0.0,94.34
πανέντιμος,4,0.0,94.34
ἐνυπόγραφος,4,0.0,94.34
ἐμπορικός,4,0.0,94.35
ἄββος,4,0.0,94.35
ἀδύναμος,4,0.0,94.35
ῥουζικός,4,0.0,94.36
ἑτός,4,0.0,94.36
βασίλειος,4,0.0,94.36
ἡμεραῖος,4,0.0,94.36
περισπούδαστος,4,0.0,94.37
τολμηρός,4,0.0,94.37
δεσποινικός,4,0.0,94.37
ἀντισύγγραφος,4,0.0,94.38
βορεινός,4,0.0,94.38
συνείσφορος,4,0.0,94.38
ἀβίαστος,4,0.0,94.38
Ἀνταιοπολιτικός,4,0.0,94.39
ἐριοραβδιστικός,4,0.0,94.39
ἀνεκδίκητος,4,0.0,94.39
εἰκοσιοκτώ,4,0.0,94.39
ἐφετινός,4,0.0,94.4
χερσώδης,4,0.0,94.4
διμοιριαῖος,4,0.0,94.4
κωμός,4,0.0,94.41
τραχύς,4,0.0,94.41
ὄψιμος,4,0.0,94.41
ἑξαμηνιαῖος,4,0.0,94.41
Θμουείτης,4,0.0,94.42
μάτρωνος,4,0.0,94.42
Εὐεργετίς,4,0.0,94.42
Ὀξυρυνχείτης,4,0.0,94.43
Ἀλεξάνδρειος,4,0.0,94.43
δεσπότειος,4,0.0,94.43
ἐργάσιμος,4,0.0,94.43
ἄγναφος,4,0.0,94.44
ἔνγαιος,4,0.0,94.44
βαθύς,4,0.0,94.44
Τακών,4,0.0,94.45
Θρᾷξ,4,0.0,94.45
κατάβροχος,4,0.0,94.45
ἡμιτέλεστος,4,0.0,94.45
λύσιμος,4,0.0,94.46
κεραμικός,4,0.0,94.46
ὅποιος,4,0.0,94.46
σητόβρωτος,4,0.0,94.47
ἐμβαδός,4,0.0,94.47
πεντάχοος,4,0.0,94.47
Λαρισαῖος,4,0.0,94.47
Ἀρσινοειτικός,4,0.0,94.48
ὑπερβατός,4,0.0,94.48
Κερκεσοῦχος,4,0.0,94.48
πλουμαρικός,4,0.0,94.49
ἀμάρτυρος,4,0.0,94.49
Ποιμένειος,4,0.0,94.49
ἀναβατικός,4,0.0,94.49
νησιωτικός,4,0.0,94.5
Ποσειδώνιος,4,0.0,94.5
ἄρρωστος,4,0.0,94.5
μέλαγχρος,4,0.0,94.5
στατηριαῖος,4,0.0,94.51
ἀχάριστος,4,0.0,94.51
σύνοικος,4,0.0,94.51
χορτικός,4,0.0,94.52
Φεβράριος,4,0.0,94.52
προφανής,4,0.0,94.52
ζευκτήριος,4,0.0,94.52
μακροφυής,4,0.0,94.53
Θεαδελφή,4,0.0,94.53
ὁμότεχνος,4,0.0,94.53
Ἄραψ,4,0.0,94.54
πρόσλοιπος,4,0.0,94.54
ἀναφάλανθος,4,0.0,94.54
σιτηγός,4,0.0,94.54
ποτός,4,0.0,94.55
ἀσύμφωνος,4,0.0,94.55
κρίθινος,4,0.0,94.55
ἀγωγός,4,0.0,94.56
ἑωθινός,4,0.0,94.56
δασύς,4,0.0,94.56
ἀστεῖος,4,0.0,94.56
ἀναντίλεκτος,4,0.0,94.57
λεῖος,4,0.0,94.57
προσδόκιμος,4,0.0,94.57
Μενένιος,4,0.0,94.58
λαδικηάς,4,0.0,94.58
ἀκαθυστέρητος,4,0.0,94.58
λευκόχροος,4,0.0,94.58
κοιλόφθαλμος,4,0.0,94.59
ξυστομόδιος,4,0.0,94.59
ἑξάμετρος,4,0.0,94.59
Ἡρακλεώτης,4,0.0,94.6
μονομάχος,4,0.0,94.6
τριώβολ,4,0.0,94.6
γοργός,4,0.0,94.6
φαιός,4,0.0,94.61
διπλοκέραμος,4,0.0,94.61
στεφανωτικός,4,0.0,94.61
Πρερός,4,0.0,94.62
ἔφετος,4,0.0,94.62
εὐόφθαλμος,4,0.0,94.62
σύνμεικτος,4,0.0,94.62
ἑπταρουρικός,4,0.0,94.63
τρίκλινος,4,0.0,94.63
τάχειος,4,0.0,94.63
πολύτιμος,4,0.0,94.63
κριθοπυρός,4,0.0,94.64
ὑδατικός,4,0.0,94.64
ὑποδόχιος,4,0.0,94.64
ἰδιοτικός,4,0.0,94.65
ἄδοτος,4,0.0,94.65
Ἁρμονιεύς,4,0.0,94.65
θετός,4,0.0,94.65
ἀμεταμέλητος,4,0.0,94.66
ναυλωτικός,4,0.0,94.66
τετραπλόος,4,0.0,94.66
λεπτουργός,4,0.0,94.67
πάνσεπτος,4,0.0,94.67
ἄπτωτος,4,0.0,94.67
σύγκληρος,4,0.0,94.67
ἐπίτοκος,4,0.0,94.68
φοινίκεος,4,0.0,94.68
μελαγχρής,4,0.0,94.68
Ῥηναίος,4,0.0,94.69
αὐτέγγυος,4,0.0,94.69
μονόφθαλμος,4,0.0,94.69
ἐνμάρτυρος,4,0.0,94.69
ἀσώματος,4,0.0,94.7
ἑπτάκλινος,4,0.0,94.7
δίθυρος,4,0.0,94.7
σύμμετρος,4,0.0,94.71
προσφυής,4,0.0,94.71
ἐύρρους,4,0.0,94.71
ἐπίγειος,4,0.0,94.71
δελματικός,4,0.0,94.72
ἀρχικός,4,0.0,94.72
Χομηνιακός,4,0.0,94.72
τριακόσθεκτος,4,0.0,94.73
σύνθετος,4,0.0,94.73
σπάνιος,4,0.0,94.73
Μεσσαλινιανός,4,0.0,94.73
ἀμμόγειος,4,0.0,94.74
ἐξακτορικός,4,0.0,94.74
Τεπτύς,4,0.0,94.74
Ἀρμενικός,4,0.0,94.74
τάμιος,4,0.0,94.75
φαλιός,4,0.0,94.75
λέσωνος,4,0.0,94.75
ποταπός,4,0.0,94.76
Θαράπιος,4,0.0,94.76
ὀκταδράχμιος,4,0.0,94.76
τεσσαρακονταετής,4,0.0,94.76
κωφός,4,0.0,94.77
Ἑπτός,4,0.0,94.77
κροτωνοφόρος,4,0.0,94.77
τρισκαιδεκαετής,4,0.0,94.78
πρόσκλητος,4,0.0,94.78
λιβανωτικός,4,0.0,94.78
ἄρρητος,4,0.0,94.78
λιθοφόρος,4,0.0,94.79
ὑδραντλητικός,4,0.0,94.79
ἀχανής,4,0.0,94.79
πρώτειος,4,0.0,94.8
οἰκογενός,4,0.0,94.8
πάρεργος,4,0.0,94.8
εὐθενιακός,4,0.0,94.8
κοῦκιος,4,0.0,94.81
λήνος,4,0.0,94.81
Ἀντινοειτικός,4,0.0,94.81
ἐπίλογχος,4,0.0,94.82
Παγγουλέειος,4,0.0,94.82
γέρων,4,0.0,94.82
Θοήρης,4,0.0,94.82
ἑσπερινός,4,0.0,94.83
ταχυδρόμος,4,0.0,94.83
Καστόρειος,4,0.0,94.83
σεμιδάλιτος,4,0.0,94.84
Δουσάριος,4,0.0,94.84
Τρίτος,4,0.0,94.84
ἔνθρυος,4,0.0,94.84
ἀνδρικός,4,0.0,94.85
ἰσοκαπιτώλιος,4,0.0,94.85
διστρίβουτος,4,0.0,94.85
πολύανδρος,4,0.0,94.86
ἀδιάστολος,4,0.0,94.86
δέξιος,3,0.0,94.86
τρίχωρος,3,0.0,94.86
Τέρτος,3,0.0,94.86
Σινκερός,3,0.0,94.87
Σιναλαβός,3,0.0,94.87
ὄρεινος,3,0.0,94.87
θεόφιλος,3,0.0,94.87
ὀκτάμηνος,3,0.0,94.87
σιτόχροος,3,0.0,94.88
χρυσοχός,3,0.0,94.88
ὑπόβροχος,3,0.0,94.88
πορφυριτικός,3,0.0,94.88
σημαιοφόρος,3,0.0,94.89
Ἐκκλήσιος,3,0.0,94.89
οὐδέτερος,3,0.0,94.89
πεμπταῖος,3,0.0,94.89
σφραγιστός,3,0.0,94.89
σφοδρός,3,0.0,94.9
Εἰρηνοφυλάκειος,3,0.0,94.9
ὑπόχρεως,3,0.0,94.9
χρύσιος,3,0.0,94.9
Ἰανουάριος,3,0.0,94.9
Νουμεριανός,3,0.0,94.91
δίκροτος,3,0.0,94.91
δεκάρταβος,3,0.0,94.91
Ὀλύνθιος,3,0.0,94.91
κραταιός,3,0.0,94.92
ἀνεπιτρόπευτος,3,0.0,94.92
εὐθαρσής,3,0.0,94.92
Ἄραβος,3,0.0,94.92
Κορίνθιος,3,0.0,94.92
Σελεύκειος,3,0.0,94.93
ἀπαραπόδιστος,3,0.0,94.93
διορθωτέος,3,0.0,94.93
βιωτικός,3,0.0,94.93
ταγματικός,3,0.0,94.93
ἔνκυος,3,0.0,94.94
λοχεῖος,3,0.0,94.94
ἐκτός,3,0.0,94.94
ἀπελευθερικός,3,0.0,94.94
ἐρετικός,3,0.0,94.94
θήλειος,3,0.0,94.95
ἀκώλυτος,3,0.0,94.95
αὐστηρός,3,0.0,94.95
ἀνόνητος,3,0.0,94.95
Δαμασκηνός,3,0.0,94.96
ἐπάγρυπνος,3,0.0,94.96
Προπαπποσεβάστειος,3,0.0,94.96
σύνστρατιωτος,3,0.0,94.96
κριτός,3,0.0,94.96
Βουκόντιος,3,0.0,94.97
ἐπίσπορος,3,0.0,94.97
ἔνβροχος,3,0.0,94.97
ἐδώδιμος,3,0.0,94.97
παράσημος,3,0.0,94.97
τριταῖος,3,0.0,94.98
κριθοφόρος,3,0.0,94.98
Ἑπτανόμιος,3,0.0,94.98
ικός,3,0.0,94.98
προπρατικός,3,0.0,94.98
αὐθήμερος,3,0.0,94.99
κοράκινος,3,0.0,94.99
ἐκκαιδέκατος,3,0.0,94.99
πέρατος,3,0.0,94.99
χαμαιριφής,3,0.0,95.0
λῃστικός,3,0.0,95.0
ἀνεκτός,3,0.0,95.0
ἁπλός,3,0.0,95.0
παγαρχικός,3,0.0,95.0
ἀνάβολος,3,0.0,95.01
Θεοξένιος,3,0.0,95.01
το͂τος,3,0.0,95.01
ἀπροστάτητος,3,0.0,95.01
ζηλωτός,3,0.0,95.01
εὔβουλος,3,0.0,95.02
ἀπαράβλητος,3,0.0,95.02
σείς,3,0.0,95.02
λιθόστρωτος,3,0.0,95.02
τρισμέγιστος,3,0.0,95.03
Φιλωτέριος,3,0.0,95.03
Ἀλεξανδριανός,3,0.0,95.03
ἀρωματικός,3,0.0,95.03
ἀπηλιωτός,3,0.0,95.03
πλακουντοποιός,3,0.0,95.04
προσωπικός,3,0.0,95.04
γήινος,3,0.0,95.04
Γαόυιος,3,0.0,95.04
σύριος,3,0.0,95.04
συρός,3,0.0,95.05
μόρινος,3,0.0,95.05
κυρτός,3,0.0,95.05
συμβοηθητικός,3,0.0,95.05
θρασύς,3,0.0,95.05
Ἰδουμαῖος,3,0.0,95.06
Ἐφέσιος,3,0.0,95.06
σκαμβός,3,0.0,95.06
χειρός,3,0.0,95.06
ἰνδικτιόνος,3,0.0,95.07
Παλλαντιανός,3,0.0,95.07
ἕπτος,3,0.0,95.07
πηχής,3,0.0,95.07
χειριςμός,3,0.0,95.07
Σεουριανός,3,0.0,95.08
ἀηδής,3,0.0,95.08
πριβάτιος,3,0.0,95.08
αὐτόπρακτος,3,0.0,95.08
καταφανής,3,0.0,95.08
μάγερος,3,0.0,95.09
ἀσκητικός,3,0.0,95.09
Ψίνιος,3,0.0,95.09
νεόκτιστος,3,0.0,95.09
ἀνυποτελής,3,0.0,95.1
καρυωτός,3,0.0,95.1
ξυστρωτός,3,0.0,95.1
μελιχρός,3,0.0,95.1
ἐγδοχής,3,0.0,95.1
Σέπτος,3,0.0,95.11
Ἀνταιουπολίτης,3,0.0,95.11
σεμνοπρεπής,3,0.0,95.11
ἐνδελεχής,3,0.0,95.11
ἀκατάσκευος,3,0.0,95.11
πρατέος,3,0.0,95.12
ἀναδενδρατικός,3,0.0,95.12
ἔκλεκτος,3,0.0,95.12
κατάκλυστος,3,0.0,95.12
ἐγδόσιμος,3,0.0,95.12
ἐράσμιος,3,0.0,95.13
ἄνανδρος,3,0.0,95.13
Μαρκιάνιος,3,0.0,95.13
Μυριναῖος,3,0.0,95.13
αὔλειος,3,0.0,95.14
κοιλογένειος,3,0.0,95.14
Μαρεωτικός,3,0.0,95.14
ἀμετακίνητος,3,0.0,95.14
τρίτομος,3,0.0,95.14
δίζῳδος,3,0.0,95.15
Ἀργεάς,3,0.0,95.15
Λέσβιος,3,0.0,95.15
εἰσαγώγιμος,3,0.0,95.15
τριπλάσιος,3,0.0,95.15
ὑπερβόλιμος,3,0.0,95.16
ἀτίμητος,3,0.0,95.16
σύνβιος,3,0.0,95.16
κροκώτινος,3,0.0,95.16
πέπρακα,3,0.0,95.17
ποιμενικός,3,0.0,95.17
σιμός,3,0.0,95.17
Ἰσῖος,3,0.0,95.17
πάροικος,3,0.0,95.17
Παραποτάμιος,3,0.0,95.18
τετρακοστός,3,0.0,95.18
ἁληγός,3,0.0,95.18
πρώτιστος,3,0.0,95.18
ἐπάλληλος,3,0.0,95.18
καθημερινός,3,0.0,95.19
πάγκαλος,3,0.0,95.19
ἐνκύμων,3,0.0,95.19
ξέστος,3,0.0,95.19
ἑνδεκαετής,3,0.0,95.19
συμπόσιος,3,0.0,95.2
ὑδροφόρος,3,0.0,95.2
ἀνεπίκριτος,3,0.0,95.2
Τροφωνιεύς,3,0.0,95.2
Οἰταῖος,3,0.0,95.21
τραυματιαῖος,3,0.0,95.21
ἀθέριστος,3,0.0,95.21
Δουρηνός,3,0.0,95.21
μέρος,3,0.0,95.21
ὀμφάκινος,3,0.0,95.22
καίριμος,3,0.0,95.22
ἐπουράνιος,3,0.0,95.22
ἄτιμος,3,0.0,95.22
λαξικός,3,0.0,95.22
ἐξαξεστίαιος,3,0.0,95.23
εἰκοσιτρεῖς,3,0.0,95.23
ἀπάνθρωπος,3,0.0,95.23
πρακτικός,3,0.0,95.23
ἀνεκλόγιστος,3,0.0,95.23
χωρίσιμος,3,0.0,95.24
ἀνυπόμνηστος,3,0.0,95.24
ταμικός,3,0.0,95.24
Ὀσειραντίνοος,3,0.0,95.24
σιτοποιός,3,0.0,95.25
Γερμανικεῖος,3,0.0,95.25
γραφικός,3,0.0,95.25
Ἴλιος,3,0.0,95.25
ἀρκαρικός,3,0.0,95.25
πεντάστυλος,3,0.0,95.26
θήλαος,3,0.0,95.26
τείμιος,3,0.0,95.26
ἐρυθρός,3,0.0,95.26
ἔνορκος,3,0.0,95.26
ὑπόγυος,3,0.0,95.27
ἐπίπεμπτος,3,0.0,95.27
κλινοπετής,3,0.0,95.27
κανωνικός,3,0.0,95.27
τριμερής,3,0.0,95.28
κληρωτός,3,0.0,95.28
ὑπόσκνιπος,3,0.0,95.28
μελανός,3,0.0,95.28
ἀνίκανος,3,0.0,95.28
ἁμαρτωλός,3,0.0,95.29
ὀκτοκαιδέκατος,3,0.0,95.29
ἡμίκουρος,3,0.0,95.29
λευκόφαιος,3,0.0,95.29
Βαρκαῖος,3,0.0,95.29
βουκολικός,3,0.0,95.3
ἐξοδιαστικός,3,0.0,95.3
ἐπάντλητος,3,0.0,95.3
ἱππόϊατρος,3,0.0,95.3
χαλκιαῖος,3,0.0,95.3
γλαυκός,3,0.0,95.31
ἀνεγλόγιστος,3,0.0,95.31
ἑξκαιδέκατος,3,0.0,95.31
νύμφιος,3,0.0,95.31
πλησίος,3,0.0,95.32
Κλεοπάτριος,3,0.0,95.32
σπογγοκέφαλος,3,0.0,95.32
προὔργου,3,0.0,95.32
εὐσυνείδητος,3,0.0,95.32
πολύχωρος,3,0.0,95.33
ὑπόπτιλλος,3,0.0,95.33
Ἀλαβανθίς,3,0.0,95.33
Προφητιανός,3,0.0,95.33
Πιοϩ,3,0.0,95.33
αδελφός,3,0.0,95.34
δρομικός,3,0.0,95.34
κράμβος,3,0.0,95.34
ρός,3,0.0,95.34
?́2,3,0.0,95.35
συνορίσιμος,3,0.0,95.35
δικότυλος,3,0.0,95.35
στρογγύλος,3,0.0,95.35
ποδαπός,3,0.0,95.35
χορτοφόρος,3,0.0,95.36
τρικότυλος,3,0.0,95.36
ἤσσων,3,0.0,95.36
σιτεύσιμος,3,0.0,95.36
ἀράκινος,3,0.0,95.36
καρποφόρος,3,0.0,95.37
ἑκαστοστός,3,0.0,95.37
οὖτος,3,0.0,95.37
Οὐοκόντιος,3,0.0,95.37
κτηματικός,3,0.0,95.37
Λευκόγειος,3,0.0,95.38
ἰχθυικός,3,0.0,95.38
βρώσιμος,3,0.0,95.38
Ἀργαίτης,3,0.0,95.38
πεντάμηνος,3,0.0,95.39
λινυφαντικός,3,0.0,95.39
ἀμύητος,3,0.0,95.39
πατρωνικός,3,0.0,95.39
ουλός,3,0.0,95.39
ἐφέτιος,3,0.0,95.4
ἀνάστατος,3,0.0,95.4
εὐκτός,3,0.0,95.4
ἀκακοποίητος,3,0.0,95.4
Σωκρατικός,3,0.0,95.4
πεζικός,3,0.0,95.41
χαλκευτικός,3,0.0,95.41
Μεμφείτης,3,0.0,95.41
σύνφωνος,3,0.0,95.41
διακόσιος,3,0.0,95.41
διαγνωστικός,3,0.0,95.42
ἐνκυκλιακός,3,0.0,95.42
κτῆνος,3,0.0,95.42
πέπρακος,3,0.0,95.42
εἰκαῖος,3,0.0,95.43
θηρατικός,3,0.0,95.43
ἄμμινος,3,0.0,95.43
ἀσύστατος,3,0.0,95.43
ἔσος,3,0.0,95.43
ἐός,3,0.0,95.44
φθινοπωρικός,3,0.0,95.44
πόστος,3,0.0,95.44
Χώριος,3,0.0,95.44
εἰδικός,3,0.0,95.44
θεοστεφός,3,0.0,95.45
Προπατόριος,3,0.0,95.45
Ἐλευσίνιος,3,0.0,95.45
γεραιός,3,0.0,95.45
ἐπίπυρρος,3,0.0,95.46
ἀνθύπατος,3,0.0,95.46
ἀμέριστος,3,0.0,95.46
διαθηκημιαῖος,3,0.0,95.46
ἐκστραόρδινος,3,0.0,95.46
εἰδήμων,3,0.0,95.47
περίσυνος,3,0.0,95.47
εὔτακτος,3,0.0,95.47
Χολός,3,0.0,95.47
φιλαίτερος,3,0.0,95.47
ἐαρινός,3,0.0,95.48
δριμύς,3,0.0,95.48
στατός,3,0.0,95.48
ἀπερίτμητος,3,0.0,95.48
μελανόφθαλμος,3,0.0,95.48
Ῥοδιακός,3,0.0,95.49
χήνειος,3,0.0,95.49
χειριδωτός,3,0.0,95.49
λααξός,3,0.0,95.49
θυγάς,3,0.0,95.5
νωθρός,3,0.0,95.5
ὑπεξούσιος,3,0.0,95.5
εὔκαρπος,3,0.0,95.5
πολύμιτος,3,0.0,95.5
ἔμπλουμος,3,0.0,95.51
ὑπέρ,3,0.0,95.51
μηλονόμος,3,0.0,95.51
ἀμύθητος,3,0.0,95.51
ἀθέμιστος,3,0.0,95.51
πανέρημος,3,0.0,95.52
αὐγουστάλιοι,3,0.0,95.52
θανάσιμος,3,0.0,95.52
ἀίδιος,3,0.0,95.52
παράλογος,3,0.0,95.53
κληρονομιαῖος,3,0.0,95.53
τοιουτότροπος,3,0.0,95.53
ἀμοιβαῖος,3,0.0,95.53
ἀποβολιμαῖος,3,0.0,95.53
ἄκληρος,3,0.0,95.54
ἀβίωτος,3,0.0,95.54
ὑάλινος,3,0.0,95.54
ἴφιος,3,0.0,95.54
μελίσσειος,3,0.0,95.54
κικιοφόρος,3,0.0,95.55
μονόθυρος,3,0.0,95.55
αἰγύπτιος,3,0.0,95.55
Λεοντοκλιβανάριος,3,0.0,95.55
παππῷος,3,0.0,95.55
ἀτέλεστος,3,0.0,95.56
ἡλιακός,3,0.0,95.56
μυόχροος,3,0.0,95.56
ἔνυδρος,3,0.0,95.56
ἵλαος,3,0.0,95.57
θῦγας,3,0.0,95.57
Νερουιάνειος,3,0.0,95.57
πρόσφατος,3,0.0,95.57
ἐγκυκλιακός,3,0.0,95.57
ἔπουλος,3,0.0,95.58
γλύκιος,3,0.0,95.58
εὐκαταφρόνητος,3,0.0,95.58
ἀναπόδεικτος,3,0.0,95.58
δειλινός,3,0.0,95.58
ἐπεικοστός,3,0.0,95.59
εὔρωστος,3,0.0,95.59
Νερουιανός,3,0.0,95.59
κιονικός,3,0.0,95.59
συχνός,3,0.0,95.59
Φιλομητόρειος,3,0.0,95.6
Λααρχικός,3,0.0,95.6
κίκινος,3,0.0,95.6
κάτοχος,3,0.0,95.6
παραλήμπτος,3,0.0,95.61
Σαβίνιος,3,0.0,95.61
ἐφίππιος,3,0.0,95.61
λεπιδωτός,3,0.0,95.61
ἄπλυτος,3,0.0,95.61
κυρικός,3,0.0,95.62
ἀρταβίαιος,3,0.0,95.62
ἀνυπέρβολος,3,0.0,95.62
Πανσός,3,0.0,95.62
διαξύσιμος,3,0.0,95.62
κρικωτός,3,0.0,95.63
Ἀλαβιές,3,0.0,95.63
ἐπισπούδαστος,3,0.0,95.63
ἐνταφιαστικός,3,0.0,95.63
χαλεπός,3,0.0,95.64
Θοήρειος,3,0.0,95.64
ἄστατος,3,0.0,95.64
ὑδροπαροχικός,3,0.0,95.64
ἀκαταφρόνητος,3,0.0,95.64
Βηφουρεος,3,0.0,95.65
σινδόνιος,3,0.0,95.65
ἱπποδρόμιος,3,0.0,95.65
ὀβολιαῖος,3,0.0,95.65
κουρικός,3,0.0,95.65
προγαμιαῖος,3,0.0,95.66
ἔξοδος,3,0.0,95.66
Ὀξυρυνχίτης,3,0.0,95.66
