Word,Count,Percentage of total,Cumulative percentage of total
ὑπόχρεος,2,0.01,94.18
παραιτητής,2,0.01,94.19
ταλαντιαῖος,2,0.01,94.19
χθαμαλός,2,0.01,94.2
νεωτερικός,2,0.01,94.21
εὔβατος,2,0.01,94.21
ὄρειος,2,0.01,94.22
χείμαρρος,2,0.01,94.23
ὀγδοαῖος,2,0.01,94.23
ἀπροφάσιστος,2,0.01,94.24
ἱππάσιμος,2,0.01,94.25
κατάμονος,2,0.01,94.25
προστηθίδιος,2,0.01,94.26
εὐάρμοστος,2,0.01,94.27
δεκαπλάσιος,2,0.01,94.27
ἔμμισθος,2,0.01,94.28
τειχοποιός,2,0.01,94.29
αὐτεπάγγελτος,2,0.01,94.29
ἁμός1,2,0.01,94.3
συνεκκαίδεκα,2,0.01,94.31
μεθημερινός,2,0.01,94.31
χειμάρρους,2,0.01,94.32
πυλαῖος,2,0.01,94.33
δοριάλωτος,2,0.01,94.33
ἀποστατέον,2,0.01,94.34
ἐνετός,2,0.01,94.35
ἀπαίσιος,2,0.01,94.35
δριμύς,2,0.01,94.36
στερρός,2,0.01,94.37
γείτων,2,0.01,94.37
πολυήμερος,2,0.01,94.38
ἀπατηλός,2,0.01,94.39
πολύχρυσος,2,0.01,94.39
ἔνθεος,2,0.01,94.4
πολυχρήματος,2,0.01,94.41
ἐπίφοβος,2,0.01,94.41
ὀξύς,2,0.01,94.42
δύσεργος,2,0.01,94.43
εὐαρίθμητος,2,0.01,94.43
ἐφήμερος,2,0.01,94.44
ἀγελαῖος,2,0.01,94.45
ζητητέος,2,0.01,94.45
ἐξωτερικός,2,0.01,94.46
εἰρηνικός,2,0.01,94.47
ὑφαντικός,2,0.01,94.48
ζῳόφαγος,2,0.01,94.48
καρποφάγος,2,0.01,94.49
ἀρχικός,2,0.01,94.5
διδασκαλικός,2,0.01,94.5
πενταπλάσιος,2,0.01,94.51
χείριστος,2,0.01,94.52
κινητέος,2,0.01,94.52
παιδαριώδης,2,0.01,94.53
αὐτογνώμων,2,0.01,94.54
μαχαιροποιός,2,0.01,94.54
ἀτίμητος,2,0.01,94.55
ἀντιληπτέον,2,0.01,94.56
ἀντίρροπος,2,0.01,94.56
ἐράσμιος,2,0.01,94.57
παλίμβολος,2,0.01,94.58
παλαμναῖος,2,0.01,94.58
νεώτατος,2,0.01,94.59
πολεμίος,2,0.01,94.6
ἀμαυρός,2,0.01,94.6
ἀγωγός,2,0.01,94.61
ἔγγραφος,2,0.01,94.62
γόνιμος,2,0.01,94.62
ῥωμαλέος,2,0.01,94.63
ἄφοβος,2,0.01,94.64
γλίσχρος,2,0.01,94.64
διάκενος,2,0.01,94.65
ἀποφθεγματικός,2,0.01,94.66
ἐμβατήριος,2,0.01,94.66
στρυφνός,2,0.01,94.67
ἀνδραποδώδης,2,0.01,94.68
εὔοπλος,2,0.01,94.68
ἐπιμελητέον,2,0.01,94.69
διδακτός,2,0.01,94.7
μαθητός,2,0.01,94.7
εὔφορος,2,0.01,94.71
ἄυπνος,2,0.01,94.72
ἀναίμακτος,2,0.01,94.72
ἄβουλος,2,0.01,94.73
φιλοτήσιος,2,0.01,94.74
εὐδιάλλακτος,2,0.01,94.75
βριθύς,2,0.01,94.75
ἀτερπής,2,0.01,94.76
παραποτάμιος,2,0.01,94.77
ἀπολογητέον,2,0.01,94.77
ὁρατός,2,0.01,94.78
ἔκπυστος,2,0.01,94.79
μιαίφονος,2,0.01,94.79
ὁμοτράπεζος,2,0.01,94.8
βοηλατικός,2,0.01,94.81
ἀδικητέον,2,0.01,94.81
διέτης,2,0.01,94.82
εὔπιστος,2,0.01,94.83
ἀγχέμαχος,2,0.01,94.83
μανός,2,0.01,94.84
ἔποχος,2,0.01,94.85
μεθόριος,2,0.01,94.85
ἀγωνίζω,2,0.01,94.86
ἑξακισμύριοι,2,0.01,94.87
οἶος,2,0.01,94.87
ἰσόμοιρος,2,0.01,94.88
ἐξαιρετέος,2,0.01,94.89
ναρθηκοφόρος,2,0.01,94.89
παραμηρίδιος,2,0.01,94.9
κερδαλέος,2,0.01,94.91
ἀδιήγητος,2,0.01,94.91
ξυστοφόρος,2,0.01,94.92
ἄποτος,2,0.01,94.93
πεμπτέος,2,0.01,94.93
ὑβριστικός,2,0.01,94.94
σιμός,2,0.01,94.95
ἄδειπνος,2,0.01,94.95
ἔκδημος,2,0.01,94.96
ὁμοιότροπος,2,0.01,94.97
ἀκραιφνής,2,0.01,94.97
τριακονταετής,2,0.01,94.98
σχολαῖος,2,0.01,94.99
εὔβουλος,2,0.01,94.99
φρυκτός,2,0.01,95.0
σελινούσιος,1,0.0,95.0
χρηστέος,1,0.0,95.01
εὔδιος,1,0.0,95.01
καλαμηφόρος,1,0.0,95.01
δύσνους,1,0.0,95.02
μιξοβάρβαρος,1,0.0,95.02
δίκροτος,1,0.0,95.02
μονόκροτος,1,0.0,95.03
τριάκοντά,1,0.0,95.03
ἐχθίων,1,0.0,95.04
θανατηφόρος,1,0.0,95.04
εὐμετάβολος,1,0.0,95.04
μεταίτιος,1,0.0,95.05
μισόχρηστος,1,0.0,95.05
εὐεξάλειπτος,1,0.0,95.05
καταψηφιστέος,1,0.0,95.06
ἁμαξιτός,1,0.0,95.06
οἰσύινος,1,0.0,95.06
ἁμαξιαῖος,1,0.0,95.07
εὐαποτείχιστος,1,0.0,95.07
μηχανητικός,1,0.0,95.07
ἐπιθαλαττίδιος,1,0.0,95.08
θεραπευτικός,1,0.0,95.08
μενετέον,1,0.0,95.08
ἠρινός,1,0.0,95.09
σπόριμος,1,0.0,95.09
ὑπόψαμμος,1,0.0,95.09
πότιμος,1,0.0,95.1
ἄθυτος,1,0.0,95.1
ὑπομείων,1,0.0,95.1
ὀγκηρός,1,0.0,95.11
ἄφιππος,1,0.0,95.11
δύσιππος,1,0.0,95.11
ἄλοβος,1,0.0,95.12
κατασκευαστέος,1,0.0,95.12
ἐπιθαλασσίδιος,1,0.0,95.12
εὐκατάλυτος,1,0.0,95.13
ἀνέμβατος,1,0.0,95.13
ἀοίδιμος,1,0.0,95.13
αἰώνιος,1,0.0,95.14
φιλοθέωρος,1,0.0,95.14
χρονικός,1,0.0,95.14
θεωρητικός,1,0.0,95.15
ἀόχλητος,1,0.0,95.15
πρωτόγονος,1,0.0,95.15
ἑῷος,1,0.0,95.16
ἀρχαιοπρεπής,1,0.0,95.16
ἐξάγιστος,1,0.0,95.16
ἄβυσσος,1,0.0,95.17
ποδιαῖος,1,0.0,95.17
ἀίδρυτος,1,0.0,95.17
ἔτειος,1,0.0,95.18
δύσποτμος,1,0.0,95.18
πολύπλανος,1,0.0,95.18
ἑλώδης,1,0.0,95.19
φωνήεις,1,0.0,95.19
κανηφόρος,1,0.0,95.19
φιλοπόλεμος,1,0.0,95.2
νάτωρ,1,0.0,95.2
ἐντείχιος,1,0.0,95.2
ἀλεξητήριος,1,0.0,95.21
θεοφόρητος,1,0.0,95.21
θεσπιῳδός,1,0.0,95.21
κατάσχετος,1,0.0,95.22
ἄμνηστος,1,0.0,95.22
δυσείκαστος,1,0.0,95.22
κατηρεφής,1,0.0,95.23
ἐμβύθιος,1,0.0,95.23
ἐπίσκιος,1,0.0,95.23
νηφάλιος,1,0.0,95.24
ἵππιος,1,0.0,95.24
τριστάδιος,1,0.0,95.24
καματηρός,1,0.0,95.25
πολυαρκής,1,0.0,95.25
πολυωφελής,1,0.0,95.25
ἄδενδρος,1,0.0,95.26
ὀλιγόκαρπος,1,0.0,95.26
πολύκαρπος,1,0.0,95.26
πολύδενδρος,1,0.0,95.27
πολύβοτος,1,0.0,95.27
σιτόφορος,1,0.0,95.27
τρίκαρπος,1,0.0,95.28
ἐλαιοφόρος,1,0.0,95.28
οἰνόφυτος,1,0.0,95.28
φιλάμπελος,1,0.0,95.29
αἰγινόμος,1,0.0,95.29
λειμώνιος,1,0.0,95.29
δροσερός,1,0.0,95.3
ἀγεώργητος,1,0.0,95.3
δυσπόριστος,1,0.0,95.3
εὐκατέργαστος,1,0.0,95.31
πολύγονος,1,0.0,95.31
εὔχρηστος,1,0.0,95.32
ἁρμόδιος,1,0.0,95.32
ἀνδρείκελος,1,0.0,95.32
εὑρέσιος,1,0.0,95.33
ὄψιμος,1,0.0,95.33
βοάριος,1,0.0,95.33
κοινοπαθής,1,0.0,95.34
ἀσυνάλλακτος,1,0.0,95.34
μονόστολος,1,0.0,95.34
ἀτάρβητος,1,0.0,95.35
ἰαμβεῖος,1,0.0,95.35
βύσσινος,1,0.0,95.35
ἄτιτος,1,0.0,95.36
δοιοί,1,0.0,95.36
ἀρχαικός,1,0.0,95.36
ἐπικουρικός,1,0.0,95.37
πύρινος,1,0.0,95.37
ὁμόσκηνος,1,0.0,95.37
χωρητέον,1,0.0,95.38
κατάθεος,1,0.0,95.38
ἀκατάγγελτος,1,0.0,95.38
διάβροχος,1,0.0,95.39
ἀπόπλοος,1,0.0,95.39
ἀνέξοδος,1,0.0,95.39
ἀλληλοκτόνος,1,0.0,95.4
λόγγα,1,0.0,95.4
ἀρεστήριος,1,0.0,95.4
ἐπίτομος,1,0.0,95.41
ἄφθιτος,1,0.0,95.41
βέβηλος,1,0.0,95.41
προσήγορος,1,0.0,95.42
ὀκταέτης,1,0.0,95.42
πανοίκιος,1,0.0,95.42
τινί,1,0.0,95.43
σταθερός,1,0.0,95.43
κατασκευαστός,1,0.0,95.43
ἄσβεστος,1,0.0,95.44
πρόπολος,1,0.0,95.44
ἐμβατός,1,0.0,95.44
ἀχανής,1,0.0,95.45
αὐτόροφος,1,0.0,95.45
βουκολικός,1,0.0,95.45
δέσμιος,1,0.0,95.46
αὔθαδες,1,0.0,95.46
ἀκατάπληκτος,1,0.0,95.46
κρυπτός,1,0.0,95.47
δραματικός,1,0.0,95.47
βουφορβός,1,0.0,95.47
ἐπαίτιος,1,0.0,95.48
ἀχθοφόρος,1,0.0,95.48
ὑπολιπής,1,0.0,95.48
οἴκτιστος,1,0.0,95.49
τετράποδος,1,0.0,95.49
κολλητός,1,0.0,95.49
ἀθλοφόρος,1,0.0,95.5
ἔτερος,1,0.0,95.5
ζάπλουτος,1,0.0,95.5
ἀνόλβιος,1,0.0,95.51
ἄπηρος,1,0.0,95.51
κοῖος,1,0.0,95.51
ἀλλός,1,0.0,95.52
ἀπήμων,1,0.0,95.52
βιώσιμος,1,0.0,95.52
βαρυσύμφορος,1,0.0,95.53
κραταίρινος,1,0.0,95.53
ἄρνειος,1,0.0,95.53
θύσιμος,1,0.0,95.54
ἐπάργυρος,1,0.0,95.54
ἑξαπάλαιστος,1,0.0,95.54
τριπάλαιστος,1,0.0,95.55
πρόναος,1,0.0,95.55
τρίπηχυς,1,0.0,95.55
ἀτέλειος,1,0.0,95.56
ποδαβρός,1,0.0,95.56
πολυπλάνητος,1,0.0,95.56
πάραλος,1,0.0,95.57
κορυνηφόρος,1,0.0,95.57
θέσμιος,1,0.0,95.57
ἀσπαστός,1,0.0,95.58
σεληναῖος,1,0.0,95.58
κακόνομος,1,0.0,95.58
ἀπρόσμικτος,1,0.0,95.59
βαλανηφάγος,1,0.0,95.59
ποσσίκροτος,1,0.0,95.59
λευρός,1,0.0,95.6
φυσίζους,1,0.0,95.6
χαλκήιος,1,0.0,95.61
ἑπτάπηχυς,1,0.0,95.61
πλαστός,1,0.0,95.61
ἀπωστός,1,0.0,95.62
μηνοειδής,1,0.0,95.62
ἀλλόθροος,1,0.0,95.62
ἰσοπαλής,1,0.0,95.63
ἀείναος,1,0.0,95.63
ἔξοδος2,1,0.0,95.63
τριφάσιος,1,0.0,95.64
ἰθύς,1,0.0,95.64
σανδαράκινος,1,0.0,95.64
ἑτεροῖος,1,0.0,95.65
ἡσύχιος,1,0.0,95.65
ἄπεδος,1,0.0,95.65
ἄελπτος,1,0.0,95.66
ἀνάρσιος,1,0.0,95.66
κακός·,1,0.0,95.66
ἄφθογγος,1,0.0,95.67
εὔτυκος,1,0.0,95.67
ἐπίπλεος,1,0.0,95.67
αὐτοχείριος,1,0.0,95.68
ἐνεός,1,0.0,95.68
ἀκανθώδης,1,0.0,95.68
χθιζός,1,0.0,95.69
θεοβλαβής,1,0.0,95.69
θυμαλγής,1,0.0,95.69
ἀνθρωποφυής,1,0.0,95.7
νόμαιος,1,0.0,95.7
κουρίδιος,1,0.0,95.7
εἰκοσαετής,1,0.0,95.71
μοιχίδιος,1,0.0,95.71
αὐχμώδης,1,0.0,95.71
ἀποδάσμιος,1,0.0,95.72
ἔλλεσχος,1,0.0,95.72
πολιοῦχος,1,0.0,95.72
ὑπερήμισυς,1,0.0,95.73
ψευδόρκιος,1,0.0,95.73
ἑξήκόντα,1,0.0,95.73
τεσσεράκοντά,1,0.0,95.74
διάστροφος,1,0.0,95.74
τριξός,1,0.0,95.74
κεραμεικός,1,0.0,95.75
περίρροος,1,0.0,95.75
ἀντίξοος,1,0.0,95.75
μονόκωλος,1,0.0,95.76
ὀπτέον,1,0.0,95.76
τριώροφος,1,0.0,95.76
τετρώροφος,1,0.0,95.77
χαλκόπυλος,1,0.0,95.77
ἀναπαυστήριος,1,0.0,95.77
γαλαθηνός,1,0.0,95.78
ἡμιόνειος,1,0.0,95.78
τριτημόριος,1,0.0,95.78
βαλανηφόρος,1,0.0,95.79
φοινικήιος,1,0.0,95.79
ποδηνεκής,1,0.0,95.79
ἐρίνεος,1,0.0,95.8
ἑξήκοντά,1,0.0,95.8
ἡμός,1,0.0,95.8
καλος,1,0.0,95.81
ἡμέρη,1,0.0,95.81
ἀμπέλινος,1,0.0,95.81
ἐγχειρίδιος,1,0.0,95.82
περσική,1,0.0,95.82
ἐπίκοινος,1,0.0,95.82
τριακόντορος,1,0.0,95.83
αἰνιγματώδης,1,0.0,95.83
νεοχμός,1,0.0,95.83
σκεπαστήριος,1,0.0,95.84
παράκρημνος,1,0.0,95.84
εὐκταῖος,1,0.0,95.84
ἀλέξανδρος,1,0.0,95.85
πτολίπορθος,1,0.0,95.85
χαλκοστέφανος,1,0.0,95.85
δυσβοήθητος,1,0.0,95.86
ἄθετος,1,0.0,95.86
ἑτερογενής,1,0.0,95.86
πεντηκοντάλιτρος,1,0.0,95.87
ὁμόφωνος,1,0.0,95.87
διετής,1,0.0,95.87
ἐντάφιος,1,0.0,95.88
ἀκατηγόρητος,1,0.0,95.88
εὔιχθυς,1,0.0,95.89
ἀνεπισήμαντος,1,0.0,95.89
ἐπιχθόνιος,1,0.0,95.89
ἀκατάπαυστος,1,0.0,95.9
ἀπόδημος,1,0.0,95.9
ἀλλοεθνής,1,0.0,95.9
κολοσσιαῖος,1,0.0,95.91
ἀπαλλότριος,1,0.0,95.91
τετραμηνιαῖος,1,0.0,95.91
ἐνάμιλλος,1,0.0,95.92
πέταλος,1,0.0,95.92
κατάκορος,1,0.0,95.92
εἰκαῖος,1,0.0,95.93
ἀσύμφωνος,1,0.0,95.93
διεξοδικός,1,0.0,95.93
ἀπερίτμητος,1,0.0,95.94
ἀλαμπής,1,0.0,95.94
κατάκριτος,1,0.0,95.94
τεταρταῖος,1,0.0,95.95
αὐτόγραφος,1,0.0,95.95
πῖος,1,0.0,95.95
δυσμεταχείριστος,1,0.0,95.96
προσάρκτιος,1,0.0,95.96
ὁλόχρυσος,1,0.0,95.96
κηδεμονικός,1,0.0,95.97
διάσημος,1,0.0,95.97
ἀβάσκανος,1,0.0,95.97
ἀδιάλειπτος,1,0.0,95.98
πάνουργος,1,0.0,95.98
ἐννακισχίλιοι,1,0.0,95.98
ὁλόκληρος,1,0.0,95.99
δηλητήριος,1,0.0,95.99
πολυπλασίων,1,0.0,95.99
προσιτός,1,0.0,96.0
δυσερεύνητος,1,0.0,96.0
νεοσύλλεκτος,1,0.0,96.0
παντελής,1,0.0,96.01
ἀνυτικός,1,0.0,96.01
θειώδης,1,0.0,96.01
πετρώδης,1,0.0,96.02
ἔκλυτος,1,0.0,96.02
αὖος,1,0.0,96.02
ποδαπὸς,1,0.0,96.03
ἄκτιας,1,0.0,96.03
ὑπόρειος,1,0.0,96.03
ἀμέτρητος,1,0.0,96.04
μεγαλόνους,1,0.0,96.04
αἴθριος,1,0.0,96.04
ναστός,1,0.0,96.05
πενταετηρικός,1,0.0,96.05
μαστοειδής,1,0.0,96.05
ἐπετήσιος,1,0.0,96.06
ξεστός,1,0.0,96.06
ἰσομήκης,1,0.0,96.06
συοτρόφος,1,0.0,96.07
ἰθυβόλος,1,0.0,96.07
ἑπτακαιδεκαετής,1,0.0,96.07
συμμέτοχος,1,0.0,96.08
ἀκαταιτίατος,1,0.0,96.08
ἀπηνής,1,0.0,96.08
πατροκτόνος,1,0.0,96.09
ὀξύρροπος,1,0.0,96.09
ὀλίγωρος,1,0.0,96.09
πρόκριτος,1,0.0,96.1
ὑπερεξακισχίλιοι,1,0.0,96.1
ἀπόθετος,1,0.0,96.1
κυζικηνός,1,0.0,96.11
ἀμφίθυρος,1,0.0,96.11
πρόβουλος,1,0.0,96.11
δήμιος,1,0.0,96.12
ὕποχος,1,0.0,96.12
ἑρκεῖος,1,0.0,96.12
ἄνηβος,1,0.0,96.13
φειδωλός,1,0.0,96.13
εὐφίλητος,1,0.0,96.13
μέταυλος,1,0.0,96.14
εὔσαρκος,1,0.0,96.14
προφερής,1,0.0,96.14
διάσειστος,1,0.0,96.15
κυβευτικός,1,0.0,96.15
τρισκακοδαίμων,1,0.0,96.15
δούλειος,1,0.0,96.16
μισοπόνηρος,1,0.0,96.16
ἀμάρτυρος,1,0.0,96.17
ἔξωρος,1,0.0,96.17
σκυτοτομικός,1,0.0,96.17
ἀμόργινος,1,0.0,96.18
οὔτις,1,0.0,96.18
ἅλιος2,1,0.0,96.18
περικλυτός,1,0.0,96.19
μεγάθυμος,1,0.0,96.19
ὁμόταφος,1,0.0,96.19
ἐπιείκελος,1,0.0,96.2
εὐηγενής,1,0.0,96.2
εὔκομος,1,0.0,96.2
τυτθός,1,0.0,96.21
λυγρός,1,0.0,96.21
ὁμός,1,0.0,96.21
ποδαρκής,1,0.0,96.22
ὁμότροπος,1,0.0,96.22
ἄμουσος,1,0.0,96.22
ἡμιμανής,1,0.0,96.23
ἐξαγώνιος,1,0.0,96.23
εὔγνωστος,1,0.0,96.23
σύμπλους,1,0.0,96.24
ἀστέγαστος,1,0.0,96.24
φροῦδος,1,0.0,96.24
ἰδία,1,0.0,96.25
ἀκεστός,1,0.0,96.25
ἀγαθοποιός,1,0.0,96.25
δωρητικός,1,0.0,96.26
μετάρσιος,1,0.0,96.26
ὀξύπτερος,1,0.0,96.26
κατηφής,1,0.0,96.27
ὁμόροφος,1,0.0,96.27
ἐπίληπτος,1,0.0,96.27
κακότροπος,1,0.0,96.28
ἀγενής,1,0.0,96.28
κατάσκιος,1,0.0,96.28
εὐμετάβλητος,1,0.0,96.29
διαυγής,1,0.0,96.29
φιλέρημος,1,0.0,96.29
ῥᾳδιουργός,1,0.0,96.3
ἐμπρόσθιος,1,0.0,96.3
κολουρός,1,0.0,96.3
ὑπεξούσιος,1,0.0,96.31
ὀργίλος,1,0.0,96.31
κακότεχνος,1,0.0,96.31
ἀπαρεγχείρητος,1,0.0,96.32
φαλακρός,1,0.0,96.32
ἐπιβλαβής,1,0.0,96.32
ἄναγνος,1,0.0,96.33
παγχάλεπος,1,0.0,96.33
προστρόπαιος,1,0.0,96.33
περιεργαστέον,1,0.0,96.34
ἀνίατος,1,0.0,96.34
εἰκοσταῖος,1,0.0,96.34
δημόκοινος,1,0.0,96.35
ἀνήκουστος,1,0.0,96.35
σύμφυτος,1,0.0,96.35
περίστυλος,1,0.0,96.36
ἐγκάρσιος,1,0.0,96.36
λογικός,1,0.0,96.36
προτρεπτικός,1,0.0,96.37
μεγακήτης,1,0.0,96.37
ἠλίβατος,1,0.0,96.37
γραπτός,1,0.0,96.38
δαιδαλέοδμος,1,0.0,96.38
θυώδης,1,0.0,96.38
ξάνθη,1,0.0,96.39
φιλόμουσος,1,0.0,96.39
ἀκατάσκευος,1,0.0,96.39
ἀνεύρετος,1,0.0,96.4
ἀλαζών,1,0.0,96.4
φέριστος,1,0.0,96.4
λοιβαῖος,1,0.0,96.41
ὁμοήθης,1,0.0,96.41
ἐξημοιβός,1,0.0,96.41
πολύπλοκος,1,0.0,96.42
ἄσπετος,1,0.0,96.42
πολύτιμος,1,0.0,96.42
διφροφόρος,1,0.0,96.43
παράκαιρος,1,0.0,96.43
πεντάκλινος,1,0.0,96.43
τρίκλινον,1,0.0,96.44
κηπαῖος,1,0.0,96.44
ἄφετος,1,0.0,96.44
κνηστός,1,0.0,96.45
δίπυρος,1,0.0,96.45
λιβανοφόρος,1,0.0,96.46
ἀθόρυβος,1,0.0,96.46
κροκωτός,1,0.0,96.46
ἀνύποιστος,1,0.0,96.47
πανευδαίμων,1,0.0,96.47
πρόσθιος,1,0.0,96.47
ἀργυρικός,1,0.0,96.48
περίθετος,1,0.0,96.48
ἄζωστος,1,0.0,96.48
ἐφίμερος,1,0.0,96.49
ἐρατός,1,0.0,96.49
ἀπτολέμιστος,1,0.0,96.49
πισσηρός,1,0.0,96.5
ἀθαλλής,1,0.0,96.5
καλλιτράπεζος,1,0.0,96.5
νεανῖκος,1,0.0,96.51
ἐπίδημος,1,0.0,96.51
βαπτός,1,0.0,96.51
κρόκινος,1,0.0,96.52
ὑφαντός,1,0.0,96.52
ὑακίνθινος,1,0.0,96.52
θαλασσοειδής,1,0.0,96.53
ἀκταῖος,1,0.0,96.53
σπαθητός,1,0.0,96.53
χιόνεος,1,0.0,96.54
δαιδάλεος,1,0.0,96.54
ὑπασπίδιος,1,0.0,96.54
παναλουργής,1,0.0,96.55
αὐχαλέος,1,0.0,96.55
ἀσκητός,1,0.0,96.55
τρυφεραμπέχονος,1,0.0,96.56
πολύκροτος,1,0.0,96.56
ὁλός,1,0.0,96.56
κούριμος,1,0.0,96.57
ἔμμετρος,1,0.0,96.57
δεξία,1,0.0,96.57
μιτρηφόρος,1,0.0,96.58
ᾠδικός,1,0.0,96.58
ὀρχηστρικός,1,0.0,96.58
σύσκιος,1,0.0,96.59
περιφόρητος,1,0.0,96.59
νήπλυτος,1,0.0,96.59
ἐθελόπορνος,1,0.0,96.6
συμμαχίς,1,0.0,96.6
εὔξενος,1,0.0,96.6
περισχιδής,1,0.0,96.61
μελαγχολικός,1,0.0,96.61
ἑκατοντάκλινος,1,0.0,96.61
χρυσόπους,1,0.0,96.62
χρυσουφής,1,0.0,96.62
εἰκοσάπηχυς,1,0.0,96.62
ζωωτός,1,0.0,96.63
σταδιαῖος,1,0.0,96.63
φιλοκύνηγος,1,0.0,96.63
σμαράγδινος,1,0.0,96.64
ἀλουργός,1,0.0,96.64
ὀχλικός,1,0.0,96.64
στενοπός,1,0.0,96.65
δημιουργός,1,0.0,96.65
τριακοντάκλινος,1,0.0,96.65
εὐγένητας,1,0.0,96.66
ζάθεος,1,0.0,96.66
νησιωτικός,1,0.0,96.66
γραφικός,1,0.0,96.67
ῥαβδοδίαιτος,1,0.0,96.67
ἀμώμητος,1,0.0,96.67
ἐννύχιος,1,0.0,96.68
μονόχρονος,1,0.0,96.68
φαιός,1,0.0,96.68
εὔρυθμος,1,0.0,96.69
ἀζήτητος,1,0.0,96.69
ὀλιγωρητέον,1,0.0,96.69
οἰνοβαρής,1,0.0,96.7
φιλήδονος,1,0.0,96.7
φυσιόλογος,1,0.0,96.7
ὑπουργός,1,0.0,96.71
συμβολικός,1,0.0,96.71
ὄρθριος,1,0.0,96.71
εἰκοσίκλινος,1,0.0,96.72
εὐδαιμονικός,1,0.0,96.72
ῥαπτός,1,0.0,96.72
κρικωτός,1,0.0,96.73
ὀλιγοδίαιτος,1,0.0,96.73
κνισός,1,0.0,96.74
ὕπτιος,1,0.0,96.74
εὐθάνατος,1,0.0,96.74
δυσπερίπλητος,1,0.0,96.75
ἀγριμαῖος,1,0.0,96.75
καθάρειος,1,0.0,96.75
ὁλάργυρος,1,0.0,96.76
ἀπολέμητος,1,0.0,96.76
κατάσαρκος,1,0.0,96.76
εἰκοστή,1,0.0,96.77
κοινόσ,1,0.0,96.77
φιλύρινος,1,0.0,96.77
ἀκρότονος,1,0.0,96.78
προπομπός,1,0.0,96.78
μελάμπεπλος,1,0.0,96.78
ἴρινος,1,0.0,96.79
ῥόδινος,1,0.0,96.79
παρθενικός,1,0.0,96.79
κατάθρυπτος,1,0.0,96.8
χρυσοκόλλητος,1,0.0,96.8
φοινίκινος,1,0.0,96.8
σισύμβρινος,1,0.0,96.81
ἑρπύλλινος,1,0.0,96.81
καλλιπυγοτέρα,1,0.0,96.81
κλινήρης,1,0.0,96.82
ἐνδόσιμος,1,0.0,96.82
μιλτώδης,1,0.0,96.82
πυρπνόος,1,0.0,96.83
τρίκρανος,1,0.0,96.83
ἐλάτινος,1,0.0,96.83
δίπους,1,0.0,96.84
ἄκων,1,0.0,96.84
τακερός,1,0.0,96.84
ὠνητέος,1,0.0,96.85
ἀπιτέος,1,0.0,96.85
πολυτίμητος,1,0.0,96.85
σκηνικός,1,0.0,96.86
ὑπόπτερος,1,0.0,96.86
στρατευτικός,1,0.0,96.86
ἰταμός,1,0.0,96.87
φίλαυλος,1,0.0,96.87
ἀνήδυντος,1,0.0,96.87
βαθύκολπος,1,0.0,96.88
θηρατήριος,1,0.0,96.88
ἀναπεπταμένος,1,0.0,96.88
παρθένιος,1,0.0,96.89
καλλιπρόσωπος,1,0.0,96.89
χρυσεοβόστρυχος,1,0.0,96.89
χαριτόφωνος,1,0.0,96.9
γλαυκός,1,0.0,96.9
ἀγανοβλέφαρος,1,0.0,96.9
πλουσιακός,1,0.0,96.91
προσποιητός,1,0.0,96.91
ῥυπαρός,1,0.0,96.91
κακοπινής,1,0.0,96.92
ἐυκνήμις,1,0.0,96.92
βολίτινος,1,0.0,96.92
πορνογράφος,1,0.0,96.93
ἀγροῖκος,1,0.0,96.93
πανάθλιος,1,0.0,96.93
ἐνδυτός,1,0.0,96.94
πυρρός,1,0.0,96.94
ἄσβολος,1,0.0,96.94
ποικιλόδιφρος,1,0.0,96.95
φιλῳδός,1,0.0,96.95
ῥικνός,1,0.0,96.95
μεσόκοπος,1,0.0,96.96
πέπων,1,0.0,96.96
δρακόντειος,1,0.0,96.96
μεθυσοκότταβος,1,0.0,96.97
ἡμετέρειος,1,0.0,96.97
παρῳδός,1,0.0,96.97
ἔτυμος,1,0.0,96.98
ἴλαος,1,0.0,96.98
εὐθυμάχος,1,0.0,96.98
τοξοφόρος,1,0.0,96.99
τεός,1,0.0,96.99
ἑκατόγγυιος,1,0.0,96.99
πολύξενος,1,0.0,97.0
ἐρατεινός,1,0.0,97.0
μαλθακός,1,0.0,97.0
μελίφρων,1,0.0,97.01
συνάορος,1,0.0,97.01
ξυνός,1,0.0,97.01
νυμφίος2,1,0.0,97.02
ἐπιχώπιος,1,0.0,97.02
θρᾷττα,1,0.0,97.03
σαπρός,1,0.0,97.03
δασύπους,1,0.0,97.03
ἔναλμος,1,0.0,97.04
λαπαρός,1,0.0,97.04
καίριμος,1,0.0,97.04
ὁ,1,0.0,97.05
τρισάθλιος,1,0.0,97.05
ληίδιος,1,0.0,97.05
ληίδιον,1,0.0,97.06
χελιδόνειος,1,0.0,97.06
διάμεστος,1,0.0,97.06
ὕειος,1,0.0,97.07
αἴγειος,1,0.0,97.07
πάροινος,1,0.0,97.07
οὐλόμενος,1,0.0,97.08
ἔγχαλκος,1,0.0,97.08
ἀνάστειος,1,0.0,97.08
συσσιτικός,1,0.0,97.09
κατάστυγνος,1,0.0,97.09
νεοσπάς,1,0.0,97.09
μέθυσος,1,0.0,97.1
ἡδονικός,1,0.0,97.1
φιλαλήθης,1,0.0,97.1
ἀμύητος,1,0.0,97.11
γραμμοδιδασκαλιδης,1,0.0,97.11
