Word,Count,Percentage of total,Cumulative percentage of total
ζωός,4,0.01,87.3
οὔριος,4,0.01,87.31
σφαλερός,4,0.01,87.33
ἐπίτιμος,4,0.01,87.34
ὑπόνομος,4,0.01,87.35
ἐπιθαλάσσιος,4,0.01,87.37
ληπτέος,4,0.01,87.38
γυμνικός,4,0.01,87.4
ἄοπλος,4,0.01,87.41
ἀμφισβητήσιμος,4,0.01,87.42
ἐπαχθής,4,0.01,87.44
ἰσόθεος,4,0.01,87.45
ἐναγώνιος,4,0.01,87.46
φιλόσοφος,4,0.01,87.48
ἡμερήσιος,4,0.01,87.49
ποιητός,4,0.01,87.5
συγγνώμων,4,0.01,87.52
εὔβοτος,4,0.01,87.53
τρίγωνος,4,0.01,87.54
ἔμπηρος,4,0.01,87.56
δραστήριος,4,0.01,87.57
διαφανής,4,0.01,87.58
σύννομος,4,0.01,87.6
σωφρονικός,4,0.01,87.61
εὔκοσμος,4,0.01,87.62
τρία,4,0.01,87.64
ἀπαραίτητος,4,0.01,87.65
θαμινός,4,0.01,87.67
διηνεκής,4,0.01,87.68
ἄνομος,4,0.01,87.69
ἄπλετος,4,0.01,87.71
τριήκοντα,4,0.01,87.72
ἁδρός,4,0.01,87.73
φθονερός,4,0.01,87.75
ἐπίχρυσος,4,0.01,87.76
διτάλαντος,4,0.01,87.77
μισθωτός,4,0.01,87.79
καθυπέρτερος,4,0.01,87.8
κρατερός,4,0.01,87.81
μηδαμός,4,0.01,87.83
διαβατός,4,0.01,87.84
ἀπότομος,4,0.01,87.85
ἀνάλωτος,4,0.01,87.87
ἥσυχος,4,0.01,87.88
ἀγοραῖος,4,0.01,87.89
φοινίκεος,4,0.01,87.91
ἀσινής,4,0.01,87.92
ἀναμάρτητος,4,0.01,87.94
ἐπιτελής,4,0.01,87.95
καίριος,4,0.01,87.96
ἀναρίθμητος,4,0.01,87.98
συναμφότεροι,4,0.01,87.99
τέθριππος,4,0.01,88.0
αἰσχροκερδής,4,0.01,88.02
εὐκίνητος,4,0.01,88.03
μεταγενής,4,0.01,88.04
περίφοβος,4,0.01,88.06
ἄνυδρος,4,0.01,88.07
τρίπους,4,0.01,88.08
διπλασίων,4,0.01,88.1
χαλκίοικος,4,0.01,88.11
μυρίανδρος,4,0.01,88.12
ἀοίκητος,4,0.01,88.14
ἐμπορικός,4,0.01,88.15
ἔνορκος,4,0.01,88.16
ἀμύθητος,4,0.01,88.18
ἄσυλος,4,0.01,88.19
λῃστρικός,4,0.01,88.2
στασιώδης,4,0.01,88.22
ἄποπτος,4,0.01,88.23
ἄμετρος,4,0.01,88.25
φευκτός,4,0.01,88.26
ἀνάλογος,4,0.01,88.27
ψυχικός,4,0.01,88.29
ἀνυπεύθυνος,4,0.01,88.3
ἀλιτήριος,4,0.01,88.31
συνήγορος,4,0.01,88.33
ἐπίλοιπος,4,0.01,88.34
ἀνελεύθερος,4,0.01,88.35
πάρεδρος,4,0.01,88.37
γεραρός,4,0.01,88.38
κακόνους,4,0.01,88.39
σωτήριος,4,0.01,88.41
θαρσαλέος,4,0.01,88.42
εὐνοικός,4,0.01,88.43
ὄψιος,4,0.01,88.45
ἀδοκίμαστος,4,0.01,88.46
ἐγγύτερος,4,0.01,88.47
ἐγγύτατος,4,0.01,88.49
ἔνδημος,4,0.01,88.5
ἀργαλέος,4,0.01,88.52
εὐγνώμων,4,0.01,88.53
ἐγκώμιος,4,0.01,88.54
κεῖνος,4,0.01,88.56
δάιος,4,0.01,88.57
στρεπτός,4,0.01,88.58
ἄσπονδος,4,0.01,88.6
ἄγραφος,4,0.01,88.61
ἱπποτρόφος,4,0.01,88.62
ἐξώλης,4,0.01,88.64
αὐλητικός,4,0.01,88.65
ἀεκούσιος,4,0.01,88.66
ἀναμφισβήτητος,4,0.01,88.68
ῥάιος,4,0.01,88.69
ὀλίγιστος,4,0.01,88.7
ξανθός,4,0.01,88.72
αὐθάδης,4,0.01,88.73
κλεινός,4,0.01,88.74
κατάπτυστος,4,0.01,88.76
εὐπρόσωπος,4,0.01,88.77
ἀστικός,4,0.01,88.79
πρώιος,4,0.01,88.8
πτωχός,4,0.01,88.81
ἐγκύκλιος,4,0.01,88.83
οἰκουρός,4,0.01,88.84
ἄκαρπος,4,0.01,88.85
παραίτιος,4,0.01,88.87
ὅσπερ,4,0.01,88.88
ἀπράγμων,4,0.01,88.89
τρισσός,4,0.01,88.91
σαθρός,4,0.01,88.92
ἀδήριτος,4,0.01,88.93
λοιμικός,4,0.01,88.95
πλωτός,4,0.01,88.96
πάρεργος,4,0.01,88.97
ἀπρόσιτος,4,0.01,88.99
μεθοδικός,4,0.01,89.0
ἐπιτυχής,4,0.01,89.01
περίβλεπτος,4,0.01,89.03
στασίαρχος,4,0.01,89.04
ἀπόλεμος,4,0.01,89.05
ἔνδηλος,4,0.01,89.07
ἀδόκητος,4,0.01,89.08
ἀδεής,4,0.01,89.1
λεκτέος,4,0.01,89.11
θηρευτικός,4,0.01,89.12
ἠθικός,4,0.01,89.14
φιλοχρήματος,4,0.01,89.15
τηλικόσδε,4,0.01,89.16
ἄοκνος,4,0.01,89.18
ἀριστεῖος,3,0.01,89.19
ἔποικος,3,0.01,89.2
τροπαῖος,3,0.01,89.21
ἔμφρουρος,3,0.01,89.22
ἀνυπόδητος,3,0.01,89.23
μετάπεμπτος,3,0.01,89.24
ἑξάμηνος,3,0.01,89.25
σκευόφορος,3,0.01,89.26
κατάντης,3,0.01,89.27
ὁμαλός,3,0.01,89.28
εὔφωνος,3,0.01,89.29
μητρώιος,3,0.01,89.3
παράσπονδος,3,0.01,89.31
φρονητέον,3,0.01,89.32
ἄθυμος,3,0.01,89.33
ἀνδρομήκης,3,0.01,89.34
πάμφορος,3,0.01,89.35
δοτέος,3,0.01,89.36
ὁπλιτικός,3,0.01,89.37
ἄπονος,3,0.01,89.38
μονοειδής,3,0.01,89.39
αὐθιγενής,3,0.01,89.4
ὁμοτέρμων,3,0.01,89.41
προσεσπέριος,3,0.01,89.42
θεοπρεπής,3,0.01,89.43
μήκιστος,3,0.01,89.44
νότιος,3,0.01,89.45
σύνηθης,3,0.01,89.46
ἐφέστιος,3,0.01,89.47
στεγανός,3,0.01,89.48
γηγενής,3,0.01,89.49
κατάρρυτος,3,0.01,89.5
κρημνώδης,3,0.01,89.51
ῥαίδιος,3,0.01,89.52
ἐξαίσιος,3,0.01,89.53
ἱεροποιός,3,0.01,89.54
ἀνασπαστός,3,0.01,89.55
ἐγκύμων,3,0.01,89.56
ἄρσην,3,0.01,89.57
τετράπους,3,0.01,89.58
λυπρός,3,0.01,89.59
σύνθετος,3,0.01,89.6
τειχήρης,3,0.01,89.61
ἀφόρητος,3,0.01,89.62
ἀσέληνος,3,0.01,89.63
ἀπόρθητος,3,0.01,89.64
ἀβασάνιστος,3,0.01,89.65
κατάπλεος,3,0.01,89.66
χειροήθης,3,0.01,89.67
συνηρεφής,3,0.01,89.68
κοῖλος,3,0.01,89.69
ὁπλοφόρος,3,0.01,89.7
τιθασός,3,0.01,89.71
νεογνός,3,0.01,89.72
ἀδελφός,3,0.01,89.73
ἐκπρεπής,3,0.01,89.74
ἀκλεής,3,0.01,89.75
τεσσεράκοντα,3,0.01,89.76
ἱρός,3,0.01,89.77
ταραχώδης,3,0.01,89.78
ἄνολβος,3,0.01,89.79
ἄνοσος,3,0.01,89.8
καθάρσιος,3,0.01,89.81
λογάς,3,0.01,89.82
νεόγαμος,3,0.01,89.83
ἄχαρις,3,0.01,89.84
ἑξάμετρος,3,0.01,89.85
ἀψευδής,3,0.01,89.86
κυκλοτερής,3,0.01,89.87
ἀντίον,3,0.01,89.88
μετεξέτεροι,3,0.01,89.89
πλῆθος,3,0.01,89.9
κίβδηλος,3,0.01,89.92
κατήκους,3,0.01,89.93
τεσσαρεσκαίδεκα,3,0.01,89.94
λάβρος,3,0.01,89.95
ἐπωνύμιος,3,0.01,89.96
συνάπας,3,0.01,89.97
ἄγχιστος,3,0.01,89.98
κατήκοος,3,0.01,89.99
ἀπόπληκτος,3,0.01,90.0
εὐρύς,3,0.01,90.01
ὀχληρός,3,0.01,90.02
τριέτης,3,0.01,90.03
ἀζήμιος,3,0.01,90.04
εὐκλεής,3,0.01,90.05
παμπληθής,3,0.01,90.06
ἀντιπρόσωπος,3,0.01,90.07
ἐπιτερπής,3,0.01,90.08
μεγαλόφωνος,3,0.01,90.09
ὑπατικός,3,0.01,90.1
εὐεργετικός,3,0.01,90.11
πένθιμος,3,0.01,90.12
ἑπτακισχίλιοι,3,0.01,90.13
ἀμφίδοξος,3,0.01,90.14
προγενής,3,0.01,90.15
περίχρυσος,3,0.01,90.16
εὐσύνοπτος,3,0.01,90.17
δυσσεβής,3,0.01,90.18
ἀήθης,3,0.01,90.19
νωθής,3,0.01,90.2
ἀτέλεστος,3,0.01,90.21
ἀόρατος,3,0.01,90.22
θεμιτός,3,0.01,90.23
νεωτεροποιός,3,0.01,90.24
ἀσύντακτος,3,0.01,90.25
ἀκήρυκτος,3,0.01,90.26
φιλάδελφος,3,0.01,90.27
ὕστατος,3,0.01,90.28
πολύτροπος,3,0.01,90.29
πρόοπτος,3,0.01,90.3
ἀπειθής,3,0.01,90.31
ἐξαπίναιος,3,0.01,90.32
εὐχάριστος,3,0.01,90.33
λιπαρός,3,0.01,90.34
ἐτήσιος,3,0.01,90.35
εὔστοχος,3,0.01,90.36
ἔκφρων,3,0.01,90.37
μεγάλαυχος,3,0.01,90.38
ὠκύς,3,0.01,90.39
εὔκολος,3,0.01,90.4
ἀνέκδοτος,3,0.01,90.41
ἄπροικος,3,0.01,90.42
ἐπινίκιος,3,0.01,90.43
ἀσελγής,3,0.01,90.44
περίεργος,3,0.01,90.45
συμβόλαιος,3,0.01,90.46
ἀνώνυμος,3,0.01,90.47
κατάλοιπος,3,0.01,90.48
ληξιαρχικός,3,0.01,90.49
ἀνεκτός,3,0.01,90.5
ἐπιζήμιος,3,0.01,90.51
ἀστεφάνωτος,3,0.01,90.52
ἀντίγραφος,3,0.01,90.53
προσεκτέος,3,0.01,90.54
ἀβίωτος,3,0.01,90.55
ἀνήκοος,3,0.01,90.56
δείλαιος,3,0.01,90.57
ἐπιδέξιος,3,0.01,90.58
ἀνάπηρος,3,0.01,90.59
διάδηλος,3,0.01,90.6
ὁμωρόφιος,3,0.01,90.61
ἀείμνηστος,3,0.01,90.62
τριηραρχικός,3,0.01,90.63
μνημονικός,3,0.01,90.64
χερσαῖος,3,0.01,90.65
δόλιος,3,0.01,90.66
ἐπιχειρητέον,3,0.01,90.67
ὀκνηρός,3,0.01,90.68
ἀνεξέταστος,3,0.01,90.69
ἐπονείδιστος,3,0.01,90.7
πολυθρύλητος,3,0.01,90.71
πόντιος,3,0.01,90.72
δασύς,3,0.01,90.73
χλωρός,3,0.01,90.74
ἔμφυλος,3,0.01,90.75
ἀδάκρυτος,3,0.01,90.76
τρισκαιδέκατος,3,0.01,90.78
μουσουργός,3,0.01,90.79
ἁλουργός,3,0.01,90.8
μεσόλευκος,3,0.01,90.81
γαμικός,3,0.01,90.82
περιάργυρος,3,0.01,90.83
κραταιός,3,0.01,90.84
εὐόφθαλμος,3,0.01,90.85
ἐατέος,3,0.01,90.86
στωικός,3,0.01,90.87
ἄγαμος,3,0.01,90.88
περιπαθής,3,0.01,90.89
ἀβέλτερος,3,0.01,90.9
ἀδάμας,3,0.01,90.91
χρυσοφόρος,3,0.01,90.92
γραμματικός,3,0.01,90.93
ἁρμοστός,3,0.01,90.94
φορτηγός,3,0.01,90.95
ἐπιρρεπής,3,0.01,90.96
εὔθικτος,3,0.01,90.97
γλαφυρός,3,0.01,90.98
ποντικός,3,0.01,90.99
ἄκλητος,3,0.01,91.0
ἐμμελής,3,0.01,91.01
σατυρικός,3,0.01,91.02
καταφερής,3,0.01,91.03
κυνικός,3,0.01,91.04
ἄζηλος,3,0.01,91.05
ἐπαφρόδιτος,3,0.01,91.06
ἀνθηρός,3,0.01,91.07
ἄθεος,3,0.01,91.08
ἄκακος,3,0.01,91.09
ὕστερον,3,0.01,91.1
ἀδόκιμος,3,0.01,91.11
ἀγώγιμος,3,0.01,91.12
προὔργου,3,0.01,91.13
νομαδικός,3,0.01,91.14
ἐκπλαγής,3,0.01,91.15
θέρειος,3,0.01,91.16
δυσπρόσοδος,3,0.01,91.17
κατάφοβος,3,0.01,91.18
καθολικός,3,0.01,91.19
ὁμόλογος,3,0.01,91.2
εὐπειθής,3,0.01,91.21
ἀνυπονόητος,3,0.01,91.22
θεωρητέον,3,0.01,91.23
αὐθαίρετος,3,0.01,91.24
ἐθνικός,3,0.01,91.25
ἐφικτός,3,0.01,91.26
ἔξαλλος,3,0.01,91.27
μεγαλόφρων,3,0.01,91.28
νικηφόρος,3,0.01,91.29
νουνεχής,3,0.01,91.3
ἐλλιπής,3,0.01,91.31
φιλοκίνδυνος,3,0.01,91.32
ἁπλός,3,0.01,91.33
ἡμιόλιος,3,0.01,91.34
σύμφωνος,3,0.01,91.35
ἐπέτειος,3,0.01,91.36
ἀστασίαστος,3,0.01,91.37
περιπόρφυρος,3,0.01,91.38
ἡμερινός,3,0.01,91.39
ἔγγραπτος,3,0.01,91.4
ἀγχίνοος,3,0.01,91.41
νεαλής,3,0.01,91.42
πρόσχωρος,3,0.01,91.43
θολερός,3,0.01,91.44
ἐπίκαιρος,3,0.01,91.45
συναίτιος,3,0.01,91.46
ἄμεμπτος,3,0.01,91.47
ἄκοσμος,3,0.01,91.48
ἀστράτευτος,3,0.01,91.49
ἀλλόκοτος,3,0.01,91.5
ἀτριβής,3,0.01,91.51
ἀνεύθυνος,3,0.01,91.52
ἀμφίβολος,3,0.01,91.53
ἄρτιος,3,0.01,91.54
ἐργώδης,3,0.01,91.55
ἀλεεινός,3,0.01,91.56
γυμναστικός,3,0.01,91.57
κεραυνοφόρος,3,0.01,91.58
πολεμητέος,3,0.01,91.59
ἀμίμητος,3,0.01,91.6
ἰσόψηφος,3,0.01,91.61
ἐνακισχίλιοι,3,0.01,91.63
ἀφελής,3,0.01,91.64
γελωτοποιός,3,0.01,91.65
ἀκρώνυχος,3,0.01,91.66
εὐθύφρων,3,0.01,91.67
κυνηγετικός,3,0.01,91.68
φιλομαθής,3,0.01,91.69
χρυσοχάλινος,3,0.01,91.7
ἀγύμναστος,3,0.01,91.71
δρεπανηφόρος,3,0.01,91.72
πορεύσιμος,3,0.01,91.73
λῃστικός,3,0.01,91.74
ἄφρακτος,3,0.01,91.75
ἄληπτος,3,0.01,91.76
περίπλους,2,0.01,91.76
ἀλγεινός,2,0.01,91.77
γνωστός,2,0.01,91.78
μισόδημος,2,0.01,91.78
ἀγαστός,2,0.01,91.79
παιγνιώδης,2,0.01,91.8
λάσιος,2,0.01,91.8
πελτοφόρος,2,0.01,91.81
πετροβόλος,2,0.01,91.82
ἔκκλητος,2,0.01,91.82
ἀδῄωτος,2,0.01,91.83
ὑπέρπολυς,2,0.01,91.84
χρησμολόγος,2,0.01,91.84
ἀποτρόπαιος,2,0.01,91.85
κρανέινος,2,0.01,91.86
αὐτοσχέδιος,2,0.01,91.86
εὐλόγιστος,2,0.01,91.87
φιλαίτιος,2,0.01,91.88
ἐπίγονος,2,0.01,91.88
ἀμνημόνευτος,2,0.01,91.89
μικτός,2,0.01,91.9
μεσημβρινός,2,0.01,91.91
ὑπεράκριος,2,0.01,91.91
περίρρυτος,2,0.01,91.92
θεόπεμπτος,2,0.01,91.93
διετήσιος,2,0.01,91.93
προσεμφερής,2,0.01,91.94
ἀθέατος,2,0.01,91.95
εὔφημος,2,0.01,91.95
λέσβιος,2,0.01,91.96
δίγλωσσος,2,0.01,91.97
ἀνάπαιστος,2,0.01,91.97
ὑποληπτέον,2,0.01,91.98
ὁμοδίαιτος,2,0.01,91.99
τοιουτότροπος,2,0.01,91.99
χειμέριος,2,0.01,92.0
ποιμενικός,2,0.01,92.01
ἐπείσακτος,2,0.01,92.01
σιτοφόρος,2,0.01,92.02
μετοπωρινός,2,0.01,92.03
ἱπποφορβός,2,0.01,92.03
ἕλειος,2,0.01,92.04
ναυπηγήσιμος,2,0.01,92.05
ἐνθύμιος,2,0.01,92.05
ἔμπυρος,2,0.01,92.06
δούρειος,2,0.01,92.07
ἀταλαίπωρος,2,0.01,92.07
κεραύνιος,2,0.01,92.08
νεόκτιστος,2,0.01,92.09
ἀμφίπολος,2,0.01,92.09
ἐθελούσιος,2,0.01,92.1
ὕφαλος,2,0.01,92.11
χρησμῳδός,2,0.01,92.11
ἄδολος,2,0.01,92.12
ἡμιτελής,2,0.01,92.13
χθόνιος,2,0.01,92.13
δυσάλωτος,2,0.01,92.14
ἀρχέτυπος,2,0.01,92.15
τρισκαίδεκα,2,0.01,92.15
ἐμφερής,2,0.01,92.16
ἀβούλητος,2,0.01,92.17
βουλευτικός,2,0.01,92.17
τιμητικός,2,0.01,92.18
ἀβασίλευτος,2,0.01,92.19
ἄφθαρτος,2,0.01,92.2
νεοτόκος,2,0.01,92.2
συοφορβός,2,0.01,92.21
στενόπορος,2,0.01,92.22
μανικός,2,0.01,92.22
ἄδεσμος,2,0.01,92.23
ἀπίθανος,2,0.01,92.24
νομευτικός,2,0.01,92.24
ἀκοινώνητος,2,0.01,92.25
ἐξίτηλος,2,0.01,92.26
ἔγκυος,2,0.01,92.26
αἰχμοφόρος,2,0.01,92.27
τρίμετρος,2,0.01,92.28
δυό,2,0.01,92.28
ἀξιαφήγητος,2,0.01,92.29
διφάσιος,2,0.01,92.3
ἐμβόλιμος,2,0.01,92.3
πρόρριζος,2,0.01,92.31
ὀλιγοχρόνιος,2,0.01,92.32
πατρώιος,2,0.01,92.32
ἐπίστιος,2,0.01,92.33
ἑταιρεῖος,2,0.01,92.34
παλαστιαῖος,2,0.01,92.34
ἄπεφθος,2,0.01,92.35
ἔμπλεος,2,0.01,92.36
τεκνοποιός,2,0.01,92.36
πρόδρομος,2,0.01,92.37
πίων,2,0.01,92.38
πίσυνος,2,0.01,92.38
δύω,2,0.01,92.39
ἀγαθοεργός,2,0.01,92.4
προσδόκιμος,2,0.01,92.4
σκευοφόρος,2,0.01,92.41
ἐπίμαχος,2,0.01,92.42
πολύευκτος,2,0.01,92.42
λωίων,2,0.01,92.43
θεοσεβής,2,0.01,92.44
ἀχρήματος,2,0.01,92.44
κυάνεος,2,0.01,92.45
εὐθύς1,2,0.01,92.46
δουλοπρεπής,2,0.01,92.46
ὀπτός,2,0.01,92.47
ἁλής,2,0.01,92.48
ὑποβολιμαῖος,2,0.01,92.49
πετεινός,2,0.01,92.49
λόγιμος,2,0.01,92.5
ὀνομαστός,2,0.01,92.51
ἰθύς1,2,0.01,92.51
περίμετρος,2,0.01,92.52
εἴκοσί,2,0.01,92.53
περιμήκης,2,0.01,92.53
λαοφόρος,2,0.01,92.54
τετράκυκλος,2,0.01,92.55
νηυσιπέρητος,2,0.01,92.55
ὑποβρύχιος,2,0.01,92.56
σχοινοτενής,2,0.01,92.57
καρποφόρος,2,0.01,92.57
λίνεος,2,0.01,92.58
ἐπίγαμος,2,0.01,92.59
εὔμορφος,2,0.01,92.59
τετραετής,2,0.01,92.6
ἀχάριτος,2,0.01,92.61
ἄνιππος,2,0.01,92.61
τριετής,2,0.01,92.62
ἔκθυμος,2,0.01,92.63
σύμψηφος,2,0.01,92.63
κατάγομος,2,0.01,92.64
κρηναῖος,2,0.01,92.65
ἀμπελόφυτος,2,0.01,92.65
γεώλοφος,2,0.01,92.66
πολλαπλασίων,2,0.01,92.67
εὐρύχορος,2,0.01,92.67
ἐπιτάφιος,2,0.01,92.68
ἑπταετής,2,0.01,92.69
ἔφεδρος,2,0.01,92.69
ἰδιόξενος,2,0.01,92.7
δραστικός,2,0.01,92.71
διάπυρος,2,0.01,92.71
διαπυρος,2,0.01,92.72
ἔγγονος,2,0.01,92.73
κειμήλιος,2,0.01,92.73
ὑπόγαιος,2,0.01,92.74
ἄτονος,2,0.01,92.75
λογιστέος,2,0.01,92.75
εὔθυμος,2,0.01,92.76
ἀμνήμων,2,0.01,92.77
μικρολόγος,2,0.01,92.78
κατάφωρος,2,0.01,92.78
δυσκίνητος,2,0.01,92.79
σιτηγός,2,0.01,92.8
ἀπόκρημνος,2,0.01,92.8
ἐγγίων,2,0.01,92.81
προμηθής,2,0.01,92.82
πειθήνιος,2,0.01,92.82
μονόμαχος,2,0.01,92.83
βαραθρώδης,2,0.01,92.84
ἀσάλευτος,2,0.01,92.84
ἀνήνυτος,2,0.01,92.85
ἀνόνητος,2,0.01,92.86
βουλευτέον,2,0.01,92.86
διάλιθος,2,0.01,92.87
σοβαρός,2,0.01,92.88
ἐπαγωγός,2,0.01,92.88
ἀμυδρός,2,0.01,92.89
ἀτιμώρητος,2,0.01,92.9
ἁλώιος,2,0.01,92.9
αὔλειος,2,0.01,92.91
ἄταφος,2,0.01,92.92
ἐπιλήσμων,2,0.01,92.92
ἄφιλος,2,0.01,92.93
ὁμόψηφος,2,0.01,92.94
ὅσοσπερ,2,0.01,92.94
γαμήλιος,2,0.01,92.95
φυλακτέος,2,0.01,92.96
εὐμαθής,2,0.01,92.96
κύκλιος,2,0.01,92.97
οἰκετικός,2,0.01,92.98
στεφανηφόρος,2,0.01,92.98
χειροτονητός,2,0.01,92.99
ἀσύμβολος,2,0.01,93.0
ἀλυσιτελής,2,0.01,93.0
ὅρκιος,2,0.01,93.01
πορνικός,2,0.01,93.02
ὕβριστος,2,0.01,93.02
ὠκύμορος,2,0.01,93.03
δῖος,2,0.01,93.04
κακοδαίμων,2,0.01,93.05
ἀπείρατος,2,0.01,93.05
κισσοφόρος,2,0.01,93.06
λικνοφόρος,2,0.01,93.07
ἔνθρυπτος,2,0.01,93.07
νεήλατος,2,0.01,93.08
ὑπέρλαμπρος,2,0.01,93.09
βαρύστονος,2,0.01,93.09
μικρόψυχος,2,0.01,93.1
ὁμόσπονδος,2,0.01,93.11
ἀδιάφθορος,2,0.01,93.11
νεώσοικος,2,0.01,93.12
λαμπρόφωνος,2,0.01,93.13
προώλης,2,0.01,93.13
ψευδολόγος,2,0.01,93.14
μωρός,2,0.01,93.15
ἀπρεπής,2,0.01,93.15
κακοπράγμων,2,0.01,93.16
μεσοπόλιος,2,0.01,93.17
ἐπίορκος,2,0.01,93.17
βουλαῖος,2,0.01,93.18
ἀνεξέλεγκτος,2,0.01,93.19
ὑπαίτιος,2,0.01,93.19
ἄπαρνος,2,0.01,93.2
ἀνάλγητος,2,0.01,93.21
ἀπολαυστικός,2,0.01,93.21
ἀγρίος,2,0.01,93.22
ἀμεταμέλητος,2,0.01,93.23
πετραῖος,2,0.01,93.23
εὐώδης,2,0.01,93.24
μηλοφόρος,2,0.01,93.25
λιθοκόλλητος,2,0.01,93.25
ὀψαρτυτικός,2,0.01,93.26
ἑφθός,2,0.01,93.27
εὐθής,2,0.01,93.27
παρασκευαστικός,2,0.01,93.28
κατάστεγος,2,0.01,93.29
ὀρχηστικός,2,0.01,93.29
ὀπίσθιος,2,0.01,93.3
ἰδιόστολος,2,0.01,93.31
ποδήρης,2,0.01,93.31
ἰοβαφής,2,0.01,93.32
μήλινος,2,0.01,93.33
φλόγινος,2,0.01,93.34
περισπούδαστος,2,0.01,93.34
ἰσοστάσιος,2,0.01,93.35
ἡδυπαθής,2,0.01,93.36
κατάχρεος,2,0.01,93.36
ἐκτενής,2,0.01,93.37
ἑκατόμπεδος,2,0.01,93.38
νωθρός,2,0.01,93.38
ἐλεφάντινος,2,0.01,93.39
εὐπαίδευτος,2,0.01,93.4
τριηρικός,2,0.01,93.4
ὄρφνινος,2,0.01,93.41
χρυσόπαστος,2,0.01,93.42
ἀργυρόπους,2,0.01,93.42
θαυματοποιός,2,0.01,93.43
ὑσγινοβαφής,2,0.01,93.44
χρυσέος,2,0.01,93.44
γρυπός,2,0.01,93.45
ὁλομελής,2,0.01,93.46
ἀδιαίρετος,2,0.01,93.46
εὐλαβητέος,2,0.01,93.47
ὀλέθριος,2,0.01,93.48
ἀνάγωγος,2,0.01,93.48
ἀνομοθέτητος,2,0.01,93.49
ἱλαρός,2,0.01,93.5
ἡλιόμορφος,2,0.01,93.5
ἄσωτος,2,0.01,93.51
τιμητέος,2,0.01,93.52
πρόσηβος,2,0.01,93.52
κρεμαστός,2,0.01,93.53
λοίδορος,2,0.01,93.54
κεραμεοῦς,2,0.01,93.54
ἀκαρής,2,0.01,93.55
χλιδανός,2,0.01,93.56
διφυής,2,0.01,93.56
πρώτιστος,2,0.01,93.57
ἀνάπλεος,2,0.01,93.58
ἄμικτος,2,0.01,93.58
βακχικός,2,0.01,93.59
ῥόδεος,2,0.01,93.6
ῥοδοδάκτυλος,2,0.01,93.6
ἑταιρικός,2,0.01,93.61
πρωτόπειρος,2,0.01,93.62
λεπτόπηνος,2,0.01,93.63
σκότιος,2,0.01,93.63
μεγαλόμισθος,2,0.01,93.64
πάνδημος,2,0.01,93.65
εὔσχημος,2,0.01,93.65
ἀφνειός,2,0.01,93.66
αἰσχροποιός,2,0.01,93.67
ἐριστικός,2,0.01,93.67
ἀναγωγός,2,0.01,93.68
μόσχειος,2,0.01,93.69
πολυτάλαντος,2,0.01,93.69
αἰδήμων,2,0.01,93.7
ἄορνος,2,0.01,93.71
δίδραχμος,2,0.01,93.71
αἰνός,2,0.01,93.72
πεντάμετρος,2,0.01,93.73
ἱμερόεις,2,0.01,93.73
ἐρωτομανής,2,0.01,93.74
ἁρμονικός,2,0.01,93.75
ἀκήρατος,2,0.01,93.75
σκιερός,2,0.01,93.76
ἀθαμβής,2,0.01,93.77
καρτερικός,2,0.01,93.77
φυλακτικός,2,0.01,93.78
παμφάγος,2,0.01,93.79
μυρεψικός,2,0.01,93.79
ὑπόχρεως,2,0.01,93.8
ἄμισθος,2,0.01,93.81
πότε,2,0.01,93.81
τακτός,2,0.01,93.82
ὑπέρογκος,2,0.01,93.83
ἀπρόσκλητος,2,0.01,93.83
ἐκπαθής,2,0.01,93.84
ἀτρεκής,2,0.01,93.85
καταπλαγής,2,0.01,93.85
κινητικός,2,0.01,93.86
ἀντιπέρα,2,0.01,93.87
εὐέφοδος,2,0.01,93.87
ἐπικάμπιος,2,0.01,93.88
λεῖος,2,0.01,93.89
ἔφοδος1,2,0.01,93.9
ὑπερφυής,2,0.01,93.9
πορευτός,2,0.01,93.91
ἐπιβατικός,2,0.01,93.92
ἀπέραντος,2,0.01,93.92
ἀνάσκητος,2,0.01,93.93
μισθοφορικός,2,0.01,93.94
σύμμικτος,2,0.01,93.94
παραστατικός,2,0.01,93.95
τεναγώδης,2,0.01,93.96
ἀβοήθητος,2,0.01,93.96
τριγωνοειδής,2,0.01,93.97
μεσήμβριος,2,0.01,93.98
βουνώδης,2,0.01,93.98
γεώδης,2,0.01,93.99
τραγῳδιογράφος,2,0.01,94.0
ἑξαπέλεκυς,2,0.01,94.0
ἀμφίστομος,2,0.01,94.01
ἐπιτευκτικός,2,0.01,94.02
εἰλικρινής,2,0.01,94.02
εὐθεώρητος,2,0.01,94.03
ἄσκεπτος,2,0.01,94.04
γυναικώδης,2,0.01,94.04
ἀπερίστατος,2,0.01,94.05
δυναμικός,2,0.01,94.06
ἅτερος,2,0.01,94.06
προστατικός,2,0.01,94.07
θυμικός,2,0.01,94.08
ἀναντίρρητος,2,0.01,94.08
δωροδόκος,2,0.01,94.09
ἐπίμονος,2,0.01,94.1
στρατεύσιμος,2,0.01,94.1
δίπηχυς,2,0.01,94.11
σπιθαμιαῖος,2,0.01,94.12
ἄστατος,2,0.01,94.12
πλεονεκτικός,2,0.01,94.13
ἀφιλότιμος,2,0.01,94.14
συγχωρητέον,2,0.01,94.14
συννεφής,2,0.01,94.15
στοχαστέον,2,0.01,94.16
ἰσουψής,2,0.01,94.16
αὐτοφυής,2,0.01,94.17
