Word,Count,Percentage of total,Cumulative percentage of total
προφερής,7,0.02,79.81
ἐμμενής,7,0.02,79.83
βριαρός,7,0.02,79.85
πουλυβότειρα,7,0.02,79.87
νώνυμνος,7,0.02,79.89
κρυερός,7,0.02,79.91
ἐρισθενής,7,0.02,79.93
τανυήκης,7,0.02,79.95
σκολιός,7,0.02,79.97
μαλθακός,7,0.02,79.99
αὐδήεις,7,0.02,80.01
βαθυδίνης,7,0.02,80.03
τέτρατος,7,0.02,80.05
τηλεδαπός,7,0.02,80.07
οἴκτιστος,7,0.02,80.09
ἄλαστος,7,0.02,80.11
φιλήρετμος,7,0.02,80.13
ἀσπαστός,7,0.02,80.15
ὥριος,7,0.02,80.17
μάργος,7,0.02,80.19
ἄπτερος,7,0.02,80.21
ἀδάμας,7,0.02,80.22
ὡραῖος,7,0.02,80.24
σύμμετρος,6,0.02,80.26
εὐτυχής,6,0.02,80.28
ἀνάριθμος,6,0.02,80.3
ταλαίπωρος,6,0.02,80.31
δοῦλος,6,0.02,80.33
ἄθικτος,6,0.02,80.35
παντελής,6,0.02,80.36
ῥητός,6,0.02,80.38
εὔνους,6,0.02,80.4
διπλός,6,0.02,80.41
ἄγαμος,6,0.02,80.43
μήκιστος,6,0.02,80.45
ἀσεβής,6,0.02,80.46
στενωπός,6,0.02,80.48
ἄρσην,6,0.02,80.5
ἄνανδρος,6,0.02,80.51
δάσκιος,6,0.02,80.53
Λυδός,6,0.02,80.55
ἀδάκρυτος,6,0.02,80.57
ἀκάμας,6,0.02,80.58
τροπαῖος,6,0.02,80.6
αἰχμάλωτος,6,0.02,80.62
μεθύστερος,6,0.02,80.63
ἀλλόθροος,6,0.02,80.65
πλήσιος,6,0.02,80.67
ὕψιστος,6,0.02,80.68
ἑρκεῖος,6,0.02,80.7
ξυνός,6,0.02,80.72
νύκτερος,6,0.02,80.73
αἱμύλος,6,0.02,80.75
παγκρατής,6,0.02,80.77
ἄνοος,6,0.02,80.78
πηκτός,6,0.02,80.8
νύχιος,6,0.02,80.82
σκαιός,6,0.02,80.84
δυσσεβής,6,0.02,80.85
ὑπασπίδιος,6,0.02,80.87
εὔκηλος,6,0.02,80.89
δύσθεος,6,0.02,80.9
κατάσκιος,6,0.02,80.92
πρόρριζος,6,0.02,80.94
ἀβλαβής,6,0.02,80.95
φερέγγυος,6,0.02,80.97
εὐθύς,6,0.02,80.99
ἄμαχος,6,0.02,81.0
ʽἑκάεργος,6,0.02,81.02
ὀτρηρός,6,0.02,81.04
χαλκοβατής,6,0.02,81.05
πλήξιππος,6,0.02,81.07
ἀπόλεμος,6,0.02,81.09
ἐλεγχής,6,0.02,81.11
δαφοινός,6,0.02,81.12
αὐτόματος,6,0.02,81.14
Ἀθηναῖος,6,0.02,81.16
κεραός,6,0.02,81.17
ἀργεννός,6,0.02,81.19
εὐώδης,6,0.02,81.21
ἑανός,6,0.02,81.22
τρητός,6,0.02,81.24
πρωτόγονος,6,0.02,81.26
ὑψίζυγος,6,0.02,81.27
ἀνεμώλιος,6,0.02,81.29
μεταμώνιος,6,0.02,81.31
ἀζηχής,6,0.02,81.32
ὀπωρινός,6,0.02,81.34
δαίδαλος,6,0.02,81.36
αἴσυλος,6,0.02,81.38
ἀραιός,6,0.02,81.39
θυμοφθόρος,6,0.02,81.41
μνηστός,6,0.02,81.43
ἀγαπητός,6,0.02,81.44
ἀεκαζόμενος,6,0.02,81.46
χυτός,6,0.02,81.48
ἐυρρεής,6,0.02,81.49
ἠθεῖος,6,0.02,81.51
αἰειγενέτης,6,0.02,81.53
θυμοβόρος,6,0.02,81.54
ἀφαυρός,6,0.02,81.56
κροκόπεπλος,6,0.02,81.58
πολύπτυχος,6,0.02,81.59
εὔθρονος,6,0.02,81.61
εὐερκής,6,0.02,81.63
πολύφορβος,6,0.02,81.65
Νηλεύς,6,0.02,81.66
καρχαρόδους,6,0.02,81.68
ποικιλομήτης,6,0.02,81.7
πολύπυρος,6,0.02,81.71
ἀγχέμαχος,6,0.02,81.73
οἰοπόλος,6,0.02,81.75
χθαμαλός,6,0.02,81.76
ἐλάτινος,6,0.02,81.78
εἰλίπους,6,0.02,81.8
κρατύς,6,0.02,81.81
ἐνηής,6,0.02,81.83
ἀταλός,6,0.02,81.85
ὀγδόατος,6,0.02,81.86
ἀεσίφρων,6,0.02,81.88
ἐπίκλοπος,6,0.02,81.9
εὔσκοπος,6,0.02,81.92
τηλίκος,6,0.02,81.93
νήποινος,6,0.02,81.95
πινυτός,6,0.02,81.97
κάλλιμος,6,0.02,81.98
ἀσινής,6,0.02,82.0
εὐήρης,6,0.02,82.02
ἔμπλεος,6,0.02,82.03
τορός,6,0.02,82.05
ἄνιος,6,0.02,82.07
πυρφόρος,5,0.01,82.08
Πυθικός,5,0.01,82.1
ἀμαιμάκετος,5,0.01,82.11
ἄθυμος,5,0.01,82.12
ἔννομος,5,0.01,82.14
τερασκόπος,5,0.01,82.15
ἄβουλος,5,0.01,82.17
ἴδιος,5,0.01,82.18
ἄτλητος,5,0.01,82.19
ὄρειος,5,0.01,82.21
δυστάλας,5,0.01,82.22
ἀπότροπος,5,0.01,82.24
θαλάσσιος,5,0.01,82.25
νυμφεῖος,5,0.01,82.26
ἀταρβής,5,0.01,82.28
κριτός,5,0.01,82.29
εὐκταῖος,5,0.01,82.31
ἐπακτός,5,0.01,82.32
λαθραῖος,5,0.01,82.33
πολύφθορος,5,0.01,82.35
ἁβρός,5,0.01,82.36
λωβητός,5,0.01,82.38
βέβαιος,5,0.01,82.39
πάγκλαυστος,5,0.01,82.4
μετάρσιος,5,0.01,82.42
θεοπρόπος,5,0.01,82.43
εὐώνυμος,5,0.01,82.45
γηγενής,5,0.01,82.46
πάνδημος,5,0.01,82.47
Φρύγιος,5,0.01,82.49
πλήρης,5,0.01,82.5
ἄφθογγος,5,0.01,82.52
δυσώνυμος,5,0.01,82.53
ἀπειρέσιος,5,0.01,82.54
ἐπίσκοπος,5,0.01,82.56
ἐμφερής,5,0.01,82.57
δυσχερής,5,0.01,82.59
πάγκοινος,5,0.01,82.6
ἄτεκνος,5,0.01,82.62
εὐμαρής,5,0.01,82.63
ἐπάξιος,5,0.01,82.64
αὐτάδελφος,5,0.01,82.66
δυσκλεής,5,0.01,82.67
νεαρός,5,0.01,82.69
ἐπίρροθος,5,0.01,82.7
ὀπτός,5,0.01,82.71
καθάρσιος,5,0.01,82.73
ἱκέσιος,5,0.01,82.74
λάσιος,5,0.01,82.76
μέροψ,5,0.01,82.77
πολυβενθής,5,0.01,82.78
ἠριγένεια,5,0.01,82.8
ἴκμενος,5,0.01,82.81
λιγύφθογγος,5,0.01,82.83
χωλός,5,0.01,82.84
ἀχρεῖος,5,0.01,82.85
πολύμηλος,5,0.01,82.87
ὀλοόφρων,5,0.01,82.88
δυσχείμερος,5,0.01,82.9
περίδρομος,5,0.01,82.91
θέσκελος,5,0.01,82.92
γεραρός,5,0.01,82.94
κλυτότοξος,5,0.01,82.95
ἀλλοῖος,5,0.01,82.97
στρεπτός,5,0.01,82.98
ἀγχιστῖνος,5,0.01,82.99
ἄρτιος,5,0.01,83.01
κρατερῶνυξ,5,0.01,83.02
δηναιός,5,0.01,83.04
πολύχαλκος,5,0.01,83.05
ζαχρηής,5,0.01,83.07
ἀδαήμων,5,0.01,83.08
θυσανόεις,5,0.01,83.09
τυκτός,5,0.01,83.11
ἐπιεικτός,5,0.01,83.12
πολύκμητος,5,0.01,83.14
ὑπότροπος,5,0.01,83.15
ἄμμορος,5,0.01,83.16
῎ἴλιος,5,0.01,83.18
παρήορος,5,0.01,83.19
ἀμφάδιος,5,0.01,83.21
ἑπταβόειος,5,0.01,83.22
ἀζαλέος,5,0.01,83.23
ἐύτμητος,5,0.01,83.25
διηνεκής,5,0.01,83.26
θυήεις,5,0.01,83.28
ἀγαπήνωρ,5,0.01,83.29
μεγακήτης,5,0.01,83.3
ὀρθόκραιρος,5,0.01,83.32
πευκάλιμος,5,0.01,83.33
ὑπηοῖος,5,0.01,83.35
μελάνυδρος,5,0.01,83.36
ἀθλοφόρος,5,0.01,83.37
καλλίσφυρος,5,0.01,83.39
κερδαλέος,5,0.01,83.4
ὀρφναῖος,5,0.01,83.42
φοινικόεις,5,0.01,83.43
τρισκαιδέκατος,5,0.01,83.44
ὑπέρ,5,0.01,83.46
ἰοειδής,5,0.01,83.47
μηκάς,5,0.01,83.49
ἐσσύμενος,5,0.01,83.5
νότιος,5,0.01,83.52
πυροφόρος,5,0.01,83.53
θωρηκτής,5,0.01,83.54
εἵς,5,0.01,83.56
νεούτατος,5,0.01,83.57
ἐλάινος,5,0.01,83.59
μαρμάρεος,5,0.01,83.6
καλλιπλόκαμος,5,0.01,83.61
ὑπέροπλος,5,0.01,83.63
δαήμων,5,0.01,83.64
ἀκήρατος,5,0.01,83.66
εὐποίητος,5,0.01,83.67
Διιπετής,5,0.01,83.68
ἀργύφεος,5,0.01,83.7
βαθύκολπος,5,0.01,83.71
ἐννέωρος,5,0.01,83.73
εἰναετής,5,0.01,83.74
ῥαδινός,5,0.01,83.75
πολυδάκρυτος,5,0.01,83.77
ἀμφίαλος,5,0.01,83.78
κάμμορος,5,0.01,83.8
ἐπήρετμος,5,0.01,83.81
ἐπίφρων,5,0.01,83.82
μητιόεις,5,0.01,83.84
πολύκλυστος,5,0.01,83.85
δολιχήρετμος,5,0.01,83.87
θεουδής,5,0.01,83.88
φιλόξενος,5,0.01,83.89
πάσσων,5,0.01,83.91
ναυσικλυτός,5,0.01,83.92
μάσσων,5,0.01,83.94
χρυσοπέδιλος,5,0.01,83.95
λυσιμελής,5,0.01,83.97
εὐάγγελος,5,0.01,83.98
εὐπιθής,5,0.01,83.99
εὔμορφος,5,0.01,84.01
τιμάορος,5,0.01,84.02
μεσημβρινός,5,0.01,84.04
παλίγκοτος,5,0.01,84.05
ἄνατος,5,0.01,84.06
δυσφιλής,5,0.01,84.08
χρηστήριος,5,0.01,84.09
ἀτίετος,5,0.01,84.11
πρευμενής,5,0.01,84.12
προπομπός,5,0.01,84.13
μεγασθενής,5,0.01,84.15
ἀψευδής,5,0.01,84.16
θρεπτήριος,5,0.01,84.18
ἐρόεις,5,0.01,84.19
κυανόπεπλος,5,0.01,84.2
ἱκετήριος,4,0.01,84.22
μαντεῖος,4,0.01,84.23
ἀφανής,4,0.01,84.24
ἰήιος,4,0.01,84.25
θεήλατος,4,0.01,84.26
διδακτός,4,0.01,84.27
προσφιλής,4,0.01,84.28
ἔμφρων,4,0.01,84.29
πλούσιος,4,0.01,84.31
ἄτρεστος,4,0.01,84.32
ἁμαξιτός,4,0.01,84.33
ἐπιχώριος,4,0.01,84.34
ἐγκρατής,4,0.01,84.35
διάτορος,4,0.01,84.36
Βάκχειος,4,0.01,84.37
κρεμαστός,4,0.01,84.38
χρυσήλατος,4,0.01,84.4
προσήγορος,4,0.01,84.41
ἐφίμερος,4,0.01,84.42
πάτριος,4,0.01,84.43
ἔνοικος,4,0.01,84.44
νικηφόρος,4,0.01,84.45
ἀτηρός,4,0.01,84.46
ἄζηλος,4,0.01,84.47
πόμπιμος,4,0.01,84.49
ναύλοχος,4,0.01,84.5
χρυσηλάκατος,4,0.01,84.51
κτήσιος,4,0.01,84.52
ἄφραστος,4,0.01,84.53
πανύστατος,4,0.01,84.54
ἀκίνητος,4,0.01,84.55
δύσκριτος,4,0.01,84.56
ἄλληκτος,4,0.01,84.58
ὀνήσιμος,4,0.01,84.59
ἄνομος,4,0.01,84.6
ὑπέροχος,4,0.01,84.61
παιώνιος,4,0.01,84.62
ἀγχίαλος,4,0.01,84.63
δέσμιος,4,0.01,84.64
̓ἰδαῖος,4,0.01,84.65
ἐνάλιος,4,0.01,84.67
σύντροφος,4,0.01,84.68
ὀρφανός,4,0.01,84.69
ὠκύαλος,4,0.01,84.7
θέσμιος,4,0.01,84.71
ῥυτός,4,0.01,84.72
οὔριος,4,0.01,84.73
κρυφαῖος,4,0.01,84.74
ἀκμαῖος,4,0.01,84.76
οὔλιος,4,0.01,84.77
δυσθέατος,4,0.01,84.78
ψιλός,4,0.01,84.79
ἄνολβος,4,0.01,84.8
ἔκκριτος,4,0.01,84.81
ὑλοτόμος,4,0.01,84.82
κρυπτός,4,0.01,84.83
Μυκηναῖος,4,0.01,84.85
μυδαλέος,4,0.01,84.86
ἀνταῖος,4,0.01,84.87
πρόσφορος,4,0.01,84.88
πανώλης,4,0.01,84.89
σύννομος,4,0.01,84.9
ἐπιτύμβιος,4,0.01,84.91
πάνδυρτος,4,0.01,84.92
ἄπληστος,4,0.01,84.94
αὔλειος,4,0.01,84.95
δίψιος,4,0.01,84.96
ὑπέρτατος,4,0.01,84.97
ἐπήβολος,4,0.01,84.98
φθιτός,4,0.01,84.99
ἄκοσμος,4,0.01,85.0
χειμάρρους,4,0.01,85.01
ἔνθεος,4,0.01,85.03
πολυώνυμος,4,0.01,85.04
ἠχήεις,4,0.01,85.05
δίπτυχος,4,0.01,85.06
ἠέριος,4,0.01,85.07
λοίγιος,4,0.01,85.08
αἰγλήεις,4,0.01,85.09
ἐνδέξιος,4,0.01,85.1
μελίφρων,4,0.01,85.12
ἐγχέσπαλος,4,0.01,85.13
κυρτός,4,0.01,85.14
ἐξαιρετός,4,0.01,85.15
ἀμφίβροτος,4,0.01,85.16
Ἑκτόρεος,4,0.01,85.17
ἐρίτιμος,4,0.01,85.18
Ἄσιος,4,0.01,85.19
ἀμπελόεις,4,0.01,85.21
εἰνοσίφυλλος,4,0.01,85.22
ἐγχεσίμωρος,4,0.01,85.23
λαχνήεις,4,0.01,85.24
ἱμερτός,4,0.01,85.25
Δαρδάνιος,4,0.01,85.26
εὐειδής,4,0.01,85.27
πολύδακρυς,4,0.01,85.28
λειριόεις,4,0.01,85.3
αἴγειος,4,0.01,85.31
κηώεις,4,0.01,85.32
δινωτός,4,0.01,85.33
κυκλοτερής,4,0.01,85.34
χολωτός,4,0.01,85.35
Σιμόεις,4,0.01,85.36
ἐριθηλής,4,0.01,85.37
εἰροπόκος,4,0.01,85.39
ἀγκύλος,4,0.01,85.4
ἀπέλεθρος,4,0.01,85.41
ταλαύρινος,4,0.01,85.42
ἀβληχρός,4,0.01,85.43
νείαιρα,4,0.01,85.44
εὔπωλος,4,0.01,85.45
κρυόεις,4,0.01,85.46
Γόργειος,4,0.01,85.48
σμερδνός,4,0.01,85.49
ἀγητός,4,0.01,85.5
δυσαής,4,0.01,85.51
ἐπουράνιος,4,0.01,85.52
ἄνιπτος,4,0.01,85.53
Σιδόνιος,4,0.01,85.54
ταναήκης,4,0.01,85.55
ἀδεής,4,0.01,85.57
Τρώιος,4,0.01,85.58
ἐπιδήμιος,4,0.01,85.59
ἀνάεδνος,4,0.01,85.6
ἀμείλιχος,4,0.01,85.61
δι~ος,4,0.01,85.62
θυμαρής,4,0.01,85.63
ἐραννός,4,0.01,85.64
προθέλυμνος,4,0.01,85.66
πολύαινος,4,0.01,85.67
θρασυκάρδιος,4,0.01,85.68
ἐριαύχην,4,0.01,85.69
Ἀγαμεμνόνεος,4,0.01,85.7
θου~ρις,4,0.01,85.71
χαλκοβαρής,4,0.01,85.72
ἀμείλικτος,4,0.01,85.73
ἐπηρεφής,4,0.01,85.75
ζαής,4,0.01,85.76
χαλκοπάρῃος,4,0.01,85.77
αὐτοσχέδιος,4,0.01,85.78
ὀρεσιτρόφος,4,0.01,85.79
ἀπείρητος,4,0.01,85.8
ἔξαιτος,4,0.01,85.81
ἱπποπόλος,4,0.01,85.82
στάδιος,4,0.01,85.84
βλωθρός,4,0.01,85.85
ἄτιτος,4,0.01,85.86
ὑψιπέτηλος,4,0.01,85.87
ἀεικέλιος,4,0.01,85.88
ἀάατος,4,0.01,85.89
τραφερός,4,0.01,85.9
ἑρσήεις,4,0.01,85.91
κυανοχαίτης,4,0.01,85.93
καταπρηνής,4,0.01,85.94
πολυπῖδαξ,4,0.01,85.95
θυόεις,4,0.01,85.96
εὐγένειος,4,0.01,85.97
εὐρύπορος,4,0.01,85.98
ἐξαίσιος,4,0.01,85.99
ποντοπόρος,4,0.01,86.0
παρθένιος,4,0.01,86.02
κελαδεινός,4,0.01,86.03
δυσπέμφελος,4,0.01,86.04
ἐυμμελίης,4,0.01,86.05
λαρός,4,0.01,86.06
λιπαροκρήδεμνος,4,0.01,86.07
ἀρείφατος,4,0.01,86.08
ἄκμηνος,4,0.01,86.09
κήδειος,4,0.01,86.11
δυσάμμορος,4,0.01,86.12
ἄπαστος,4,0.01,86.13
λιγύφωνος,4,0.01,86.14
δυσηλεγής,4,0.01,86.15
ἐρίμυκος,4,0.01,86.16
εὔορμος,4,0.01,86.17
δείελος,4,0.01,86.18
αἰνόμορος,4,0.01,86.2
δηλήμων,4,0.01,86.21
ἡμιόνειος,4,0.01,86.22
ἄποτμος,4,0.01,86.23
φαεσίμβροτος,4,0.01,86.24
ἡδύποτος,4,0.01,86.25
ὀλοφώιος,4,0.01,86.26
τανυσίπτερος,4,0.01,86.27
ταλαπείριος,4,0.01,86.29
διερός,4,0.01,86.3
ἀγλαόκαρπος,4,0.01,86.31
λευρός,4,0.01,86.32
ἀθεμίστιος,4,0.01,86.33
ἀπείριτος,4,0.01,86.34
χρόνιος,4,0.01,86.35
ἥμερος,4,0.01,86.36
περίρρυτος,4,0.01,86.38
ὀνομαστός,4,0.01,86.39
Σικελός,4,0.01,86.4
ψολόεις,4,0.01,86.41
νυκτίπλαγκτος,4,0.01,86.42
ἐπίφθονος,4,0.01,86.43
ζῆνος,4,0.01,86.44
ἄφθονος,4,0.01,86.45
πολύανδρος,4,0.01,86.47
δημόθροος,4,0.01,86.48
μονογενής,4,0.01,86.49
γοερός,4,0.01,86.5
ἀνήλιος,4,0.01,86.51
δύσοιστος,4,0.01,86.52
Περσικός,4,0.01,86.53
ἀντίδουπος,4,0.01,86.54
θαυμαστός,4,0.01,86.56
μελάγχιμος,4,0.01,86.57
ὑπέρκομπος,4,0.01,86.58
αἰακτός,4,0.01,86.59
γενέθλιος,4,0.01,86.6
θελκτήριος,4,0.01,86.61
διανταῖος,4,0.01,86.62
δορυσσόος,4,0.01,86.63
εὔσφυρος,4,0.01,86.65
τανύσφυρος,4,0.01,86.66
φερέσβιος,4,0.01,86.67
ἰόκολπος,4,0.01,86.68
αἴσιος,3,0.01,86.69
ἀπόξενος,3,0.01,86.7
συνέστιος,3,0.01,86.7
ἀτελεύτητος,3,0.01,86.71
ἀναμπλάκητος,3,0.01,86.72
μεσόμφαλος,3,0.01,86.73
φανερός,3,0.01,86.74
ἄπορος,3,0.01,86.75
φρόνιμος,3,0.01,86.75
κακοῦργος,3,0.01,86.76
ἄποπτος,3,0.01,86.77
Κορίνθιος,3,0.01,86.78
ἄναγνος,3,0.01,86.79
εὐαγής,3,0.01,86.8
νυμφικός,3,0.01,86.81
συμμιγής,3,0.01,86.81
σκοτεινός,3,0.01,86.82
ἐμφύλιος,3,0.01,86.83
δραστέος,3,0.01,86.84
τηλικόσδε,3,0.01,86.85
ἄποικος,3,0.01,86.86
κρηναῖος,3,0.01,86.86
ἀνάστατος,3,0.01,86.87
συνήθης,3,0.01,86.88
ἐνιαύσιος,3,0.01,86.89
ὑψίπυργος,3,0.01,86.9
Τραχίς,3,0.01,86.91
Λύδιος,3,0.01,86.92
ἔννυχος,3,0.01,86.92
Λερναῖος,3,0.01,86.93
εὐμαθής,3,0.01,86.94
πελάγιος,3,0.01,86.95
ἀνέλπιστος,3,0.01,86.96
γλαυκός,3,0.01,86.97
ἀρτίκολλος,3,0.01,86.97
διάστροφος,3,0.01,86.98
ποίνιμος,3,0.01,86.99
ἄοκνος,3,0.01,87.0
ἀναύδητος,3,0.01,87.01
μιαρός,3,0.01,87.02
ὑφαντός,3,0.01,87.02
ἱπποβάμων,3,0.01,87.03
πάγκακος,3,0.01,87.04
νεοσφαγής,3,0.01,87.05
πολύγλωσσος,3,0.01,87.06
παλαμναῖος,3,0.01,87.07
ἐπίχαρτος,3,0.01,87.08
ὀπηδός,3,0.01,87.08
Ἀχίλλειος,3,0.01,87.09
παγχρύσεος,3,0.01,87.1
ὑπέρκοπος,3,0.01,87.11
ἀνθρώπειος,3,0.01,87.12
σφαλερός,3,0.01,87.13
ἄφωνος,3,0.01,87.13
ἔφαλος,3,0.01,87.14
ἀτάρβητος,3,0.01,87.15
ἄκλητος,3,0.01,87.16
Σκαμάνδριος,3,0.01,87.17
λυσσώδης,3,0.01,87.18
Αἰγαῖος,3,0.01,87.19
τλητός,3,0.01,87.19
ὀξύτονος,3,0.01,87.2
τυραννικός,3,0.01,87.21
περιπετής,3,0.01,87.22
ἅτερος,3,0.01,87.23
φλαῦρος,3,0.01,87.24
ἀκέλευστος,3,0.01,87.24
ἄμοιρος,3,0.01,87.25
Πελοπίδης,3,0.01,87.26
τιμωρός,3,0.01,87.27
πρόδοτος,3,0.01,87.28
μέτριος,3,0.01,87.29
ἔντιμος,3,0.01,87.29
ἀντίφονος,3,0.01,87.3
ἐμμανής,3,0.01,87.31
ἔμπυρος,3,0.01,87.32
κειμήλιος,3,0.01,87.33
ἄλεκτρος,3,0.01,87.34
μοχθηρός,3,0.01,87.35
ἴδρις,3,0.01,87.35
τηλικοῦτος,3,0.01,87.36
προστατήριος,3,0.01,87.37
ἀνυμέναιος,3,0.01,87.38
ἀτελής,3,0.01,87.39
ἀπροσδόκητος,3,0.01,87.4
νόμιμος,3,0.01,87.4
πρόχειρος,3,0.01,87.41
ἀνωφέλητος,3,0.01,87.42
ἀρκύστατος,3,0.01,87.43
Διρκαῖος,3,0.01,87.44
πρόδρομος,3,0.01,87.45
ἀντίπαλος,3,0.01,87.46
νεοχμός,3,0.01,87.46
στύφλος,3,0.01,87.47
ὑπαίθριος,3,0.01,87.48
ὀλίγιστος,3,0.01,87.49
ἀγρονόμος,3,0.01,87.5
ἀτενής,3,0.01,87.51
ποταίνιος,3,0.01,87.51
παίδειος,3,0.01,87.52
εὔσημος,3,0.01,87.53
πολυστάφυλος,3,0.01,87.54
κεραύνιος,3,0.01,87.55
πάροικος,3,0.01,87.56
ἐνόδιος,3,0.01,87.56
ἀντάξιος,3,0.01,87.57
ἀταρτηρός,3,0.01,87.58
ὀρεσκῷος,3,0.01,87.59
ῥίγιον,3,0.01,87.6
ἐπαίτιος,3,0.01,87.61
κρυπτάδιος,3,0.01,87.62
νηγάτεος,3,0.01,87.62
ἐνύπνιος,3,0.01,87.63
ἀκράαντος,3,0.01,87.64
νηπίαχος,3,0.01,87.65
ἀστεμφής,3,0.01,87.66
πενταέτηρος,3,0.01,87.67
ῥωγαλέος,3,0.01,87.67
ἄφυλλος,3,0.01,87.68
ἐυπλεκής,3,0.01,87.69
ἑκατόμβοιος,3,0.01,87.7
ἐκπρεπής,3,0.01,87.71
Μινύειος,3,0.01,87.72
Σελλήεις,3,0.01,87.72
Πελασγικός,3,0.01,87.73
ἄναρχος,3,0.01,87.74
πολυσπερής,3,0.01,87.75
ἀγάρροος,3,0.01,87.76
γυναιμανής,3,0.01,87.77
καλλιγύναιξ,3,0.01,87.78
προπρηνής,3,0.01,87.78
φυσίζους,3,0.01,87.79
ἀερσίπους,3,0.01,87.8
ἀσπιστής,3,0.01,87.81
κουρότερος,3,0.01,87.82
ὀπταλέος,3,0.01,87.83
περιώσιος,3,0.01,87.83
Καπανεύς,3,0.01,87.84
ἄτρομος,3,0.01,87.85
χρυσάμπυξ,3,0.01,87.86
ὀδυνήφατος,3,0.01,87.87
ὀβριμοεργός,3,0.01,87.88
χρυσάορος,3,0.01,87.89
αἴθοψ,3,0.01,87.89
κλυτόπωλος,3,0.01,87.9
ὀλοφυδνός,3,0.01,87.91
πρέσβα,3,0.01,87.92
ὠμόφαγος,3,0.01,87.93
πολυάιξ,3,0.01,87.94
ἐννεάχιλοι,3,0.01,87.94
δεκάχιλοι,3,0.01,87.95
ἐνέρτερος,3,0.01,87.96
Σατνιόεις,3,0.01,87.97
ἄποινος,3,0.01,87.98
ἤκεστος,3,0.01,87.99
κακομήχανος,3,0.01,87.99
πολύδωρος,3,0.01,88.0
ἀλίγκιος,3,0.01,88.01
ὑψίπυλος,3,0.01,88.02
ὀρφανικός,3,0.01,88.03
ἀναβατός,3,0.01,88.04
ἑλκεσίπεπλος,3,0.01,88.05
νεώτατος,3,0.01,88.05
ἑβδόματος,3,0.01,88.06
ἀρηίθοος,3,0.01,88.07
ὑστάτιος,3,0.01,88.08
ἀλιτρός,3,0.01,88.09
χρυσόπτερος,3,0.01,88.1
νήνεμος,3,0.01,88.1
ἀθέμιστος,3,0.01,88.11
γλαυκω~πις,3,0.01,88.12
διχθάδιος,3,0.01,88.13
παραρρητός,3,0.01,88.14
πολυπενθής,3,0.01,88.15
φθισήνωρ,3,0.01,88.16
ἄληκτος,3,0.01,88.16
κήδιστος,3,0.01,88.17
ποδηνεκής,3,0.01,88.18
ὑπουράνιος,3,0.01,88.19
καταθύμιος,3,0.01,88.2
σφεδανός,3,0.01,88.21
μογοστόκος,3,0.01,88.21
ὠμηστής,3,0.01,88.22
σκιερός,3,0.01,88.23
Πύλιος,3,0.01,88.24
καλλίρρους,3,0.01,88.25
ταρφειός,3,0.01,88.26
μενεδήιος,3,0.01,88.26
προβλής,3,0.01,88.27
ὠκύπτερος,3,0.01,88.28
νηπύτιος,3,0.01,88.29
φθισίμβροτος,3,0.01,88.3
ταμεσίχρως,3,0.01,88.31
νεηκής,3,0.01,88.32
καρφαλέος,3,0.01,88.32
αὐλῶπις,3,0.01,88.33
μελανόχρους,3,0.01,88.34
θάρσυνος,3,0.01,88.35
τρίγληνος,3,0.01,88.36
μορόεις,3,0.01,88.37
εὔτρητος,3,0.01,88.37
ἀποθύμιος,3,0.01,88.38
ὑποταρτάριος,3,0.01,88.39
περιμήκετος,3,0.01,88.4
Βοιώτιος,3,0.01,88.41
ἰοδόκος,3,0.01,88.42
μελάνδετος,3,0.01,88.43
κωπήεις,3,0.01,88.43
ἱπποκέλευθος,3,0.01,88.44
καρπάλιμος,3,0.01,88.45
δυσκέλαδος,3,0.01,88.46
τερμιόεις,3,0.01,88.47
ἀγακλεής,3,0.01,88.48
ἐπήτριμος,3,0.01,88.48
λουτροχόος,3,0.01,88.49
ἀψόρροος,3,0.01,88.5
τρίπολος,3,0.01,88.51
ἐύννητος,3,0.01,88.52
δεύτατος,3,0.01,88.53
αἰψηρός,3,0.01,88.53
Πηλιάς,3,0.01,88.54
πολυγηθής,3,0.01,88.55
ὁμόφρων,3,0.01,88.56
ἀμφιθαλής,3,0.01,88.57
εὖθριξ,3,0.01,88.58
ὠτώεις,3,0.01,88.59
ἄντιτος,3,0.01,88.59
πρόσφατος,3,0.01,88.6
ἀσκελής,3,0.01,88.61
πολύτρητος,3,0.01,88.62
ἄπυστος,3,0.01,88.63
πικρόγαμος,3,0.01,88.64
περίσκεπτος,3,0.01,88.64
περίμετρος,3,0.01,88.65
ταφήιος,3,0.01,88.66
τριέτης,3,0.01,88.67
εὐδείελος,3,0.01,88.68
ἀνιαρός,3,0.01,88.69
ἀνοήμων,3,0.01,88.7
ἔμπορος,3,0.01,88.7
παμμέλας,3,0.01,88.71
δολομήτης,3,0.01,88.72
λισσός,3,0.01,88.73
ἀσκητός,3,0.01,88.74
ἐφημέριος,3,0.01,88.75
ἀδευκής,3,0.01,88.75
πολύδενδρος,3,0.01,88.76
πολύδεσμος,3,0.01,88.77
ἀποφώλιος,3,0.01,88.78
ἀκιδνός,3,0.01,88.79
ῥόθιος,3,0.01,88.8
πολυάρητος,3,0.01,88.8
δολόεις,3,0.01,88.81
ἐυπλυνής,3,0.01,88.82
ἀνήροτος,3,0.01,88.83
καλλιρέεθρος,3,0.01,88.84
εὐεργός,3,0.01,88.85
ἀσφόδελος,3,0.01,88.86
