Word,Count,Percentage of total,Cumulative percentage of total
θετός,4,0.0,95.34
ἀμεταμέλητος,4,0.0,95.34
ναυλωτικός,4,0.0,95.34
τετραπλόος,4,0.0,95.35
λεπτουργός,4,0.0,95.35
πάνσεπτος,4,0.0,95.35
ἄπτωτος,4,0.0,95.35
σύγκληρος,4,0.0,95.36
ἐπίτοκος,4,0.0,95.36
φοινίκεος,4,0.0,95.36
μελαγχρής,4,0.0,95.36
Ῥηναίος,4,0.0,95.37
αὐτέγγυος,4,0.0,95.37
μονόφθαλμος,4,0.0,95.37
ἐνμάρτυρος,4,0.0,95.37
ἀσώματος,4,0.0,95.38
ἑπτάκλινος,4,0.0,95.38
δίθυρος,4,0.0,95.38
σύμμετρος,4,0.0,95.38
προσφυής,4,0.0,95.39
ἐύρρους,4,0.0,95.39
ἐπίγειος,4,0.0,95.39
δελματικός,4,0.0,95.39
ἀρχικός,4,0.0,95.4
Χομηνιακός,4,0.0,95.4
τριακόσθεκτος,4,0.0,95.4
σύνθετος,4,0.0,95.4
σπάνιος,4,0.0,95.41
Μεσσαλινιανός,4,0.0,95.41
ἀμμόγειος,4,0.0,95.41
ἐξακτορικός,4,0.0,95.41
Τεπτύς,4,0.0,95.42
Ἀρμενικός,4,0.0,95.42
τάμιος,4,0.0,95.42
φαλιός,4,0.0,95.42
λέσωνος,4,0.0,95.42
ποταπός,4,0.0,95.43
Θαράπιος,4,0.0,95.43
ὀκταδράχμιος,4,0.0,95.43
τεσσαρακονταετής,4,0.0,95.43
κωφός,4,0.0,95.44
Ἑπτός,4,0.0,95.44
κροτωνοφόρος,4,0.0,95.44
τρισκαιδεκαετής,4,0.0,95.44
πρόσκλητος,4,0.0,95.45
λιβανωτικός,4,0.0,95.45
ἄρρητος,4,0.0,95.45
λιθοφόρος,4,0.0,95.45
ὑδραντλητικός,4,0.0,95.46
ἀχανής,4,0.0,95.46
πρώτειος,4,0.0,95.46
οἰκογενός,4,0.0,95.46
πάρεργος,4,0.0,95.47
εὐθενιακός,4,0.0,95.47
κοῦκιος,4,0.0,95.47
λήνος,4,0.0,95.47
Ἀντινοειτικός,4,0.0,95.48
ἐπίλογχος,4,0.0,95.48
Παγγουλέειος,4,0.0,95.48
γέρων,4,0.0,95.48
Θοήρης,4,0.0,95.49
ἑσπερινός,4,0.0,95.49
ταχυδρόμος,4,0.0,95.49
Καστόρειος,4,0.0,95.49
σεμιδάλιτος,4,0.0,95.5
Δουσάριος,4,0.0,95.5
Τρίτος,4,0.0,95.5
ἔνθρυος,4,0.0,95.5
ἀνδρικός,4,0.0,95.51
ἰσοκαπιτώλιος,4,0.0,95.51
διστρίβουτος,4,0.0,95.51
πολύανδρος,4,0.0,95.51
ἀδιάστολος,4,0.0,95.52
δέξιος,3,0.0,95.52
τρίχωρος,3,0.0,95.52
Τέρτος,3,0.0,95.52
Σινκερός,3,0.0,95.52
Σιναλαβός,3,0.0,95.53
ὄρεινος,3,0.0,95.53
θεόφιλος,3,0.0,95.53
ὀκτάμηνος,3,0.0,95.53
σιτόχροος,3,0.0,95.53
χρυσοχός,3,0.0,95.53
ὑπόβροχος,3,0.0,95.54
πορφυριτικός,3,0.0,95.54
σημαιοφόρος,3,0.0,95.54
Ἐκκλήσιος,3,0.0,95.54
οὐδέτερος,3,0.0,95.54
πεμπταῖος,3,0.0,95.55
σφραγιστός,3,0.0,95.55
σφοδρός,3,0.0,95.55
Εἰρηνοφυλάκειος,3,0.0,95.55
ὑπόχρεως,3,0.0,95.55
χρύσιος,3,0.0,95.55
Ἰανουάριος,3,0.0,95.56
Νουμεριανός,3,0.0,95.56
δίκροτος,3,0.0,95.56
δεκάρταβος,3,0.0,95.56
Ὀλύνθιος,3,0.0,95.56
κραταιός,3,0.0,95.57
ἀνεπιτρόπευτος,3,0.0,95.57
εὐθαρσής,3,0.0,95.57
Ἄραβος,3,0.0,95.57
Κορίνθιος,3,0.0,95.57
Σελεύκειος,3,0.0,95.58
ἀπαραπόδιστος,3,0.0,95.58
διορθωτέος,3,0.0,95.58
βιωτικός,3,0.0,95.58
ταγματικός,3,0.0,95.58
ἔνκυος,3,0.0,95.58
λοχεῖος,3,0.0,95.59
ἐκτός,3,0.0,95.59
ἀπελευθερικός,3,0.0,95.59
ἐρετικός,3,0.0,95.59
θήλειος,3,0.0,95.59
ἀκώλυτος,3,0.0,95.6
αὐστηρός,3,0.0,95.6
ἀνόνητος,3,0.0,95.6
Δαμασκηνός,3,0.0,95.6
ἐπάγρυπνος,3,0.0,95.6
Προπαπποσεβάστειος,3,0.0,95.6
σύνστρατιωτος,3,0.0,95.61
κριτός,3,0.0,95.61
Βουκόντιος,3,0.0,95.61
ἐπίσπορος,3,0.0,95.61
ἔνβροχος,3,0.0,95.61
ἐδώδιμος,3,0.0,95.62
παράσημος,3,0.0,95.62
τριταῖος,3,0.0,95.62
κριθοφόρος,3,0.0,95.62
Ἑπτανόμιος,3,0.0,95.62
ικός,3,0.0,95.63
προπρατικός,3,0.0,95.63
αὐθήμερος,3,0.0,95.63
κοράκινος,3,0.0,95.63
ἐκκαιδέκατος,3,0.0,95.63
πέρατος,3,0.0,95.63
χαμαιριφής,3,0.0,95.64
λῃστικός,3,0.0,95.64
ἀνεκτός,3,0.0,95.64
ἁπλός,3,0.0,95.64
παγαρχικός,3,0.0,95.64
ἀνάβολος,3,0.0,95.65
Θεοξένιος,3,0.0,95.65
το͂τος,3,0.0,95.65
ἀπροστάτητος,3,0.0,95.65
ζηλωτός,3,0.0,95.65
εὔβουλος,3,0.0,95.65
ἀπαράβλητος,3,0.0,95.66
σείς,3,0.0,95.66
λιθόστρωτος,3,0.0,95.66
τρισμέγιστος,3,0.0,95.66
Φιλωτέριος,3,0.0,95.66
Ἀλεξανδριανός,3,0.0,95.67
ἀρωματικός,3,0.0,95.67
ἀπηλιωτός,3,0.0,95.67
πλακουντοποιός,3,0.0,95.67
προσωπικός,3,0.0,95.67
γήινος,3,0.0,95.67
Γαόυιος,3,0.0,95.68
σύριος,3,0.0,95.68
συρός,3,0.0,95.68
μόρινος,3,0.0,95.68
κυρτός,3,0.0,95.68
συμβοηθητικός,3,0.0,95.69
θρασύς,3,0.0,95.69
Ἰδουμαῖος,3,0.0,95.69
Ἐφέσιος,3,0.0,95.69
σκαμβός,3,0.0,95.69
χειρός,3,0.0,95.7
ἰνδικτιόνος,3,0.0,95.7
Παλλαντιανός,3,0.0,95.7
ἕπτος,3,0.0,95.7
πηχής,3,0.0,95.7
χειριςμός,3,0.0,95.7
Σεουριανός,3,0.0,95.71
ἀηδής,3,0.0,95.71
πριβάτιος,3,0.0,95.71
αὐτόπρακτος,3,0.0,95.71
καταφανής,3,0.0,95.71
μάγερος,3,0.0,95.72
ἀσκητικός,3,0.0,95.72
Ψίνιος,3,0.0,95.72
νεόκτιστος,3,0.0,95.72
ἀνυποτελής,3,0.0,95.72
καρυωτός,3,0.0,95.72
ξυστρωτός,3,0.0,95.73
μελιχρός,3,0.0,95.73
ἐγδοχής,3,0.0,95.73
Σέπτος,3,0.0,95.73
Ἀνταιουπολίτης,3,0.0,95.73
σεμνοπρεπής,3,0.0,95.74
ἐνδελεχής,3,0.0,95.74
ἀκατάσκευος,3,0.0,95.74
πρατέος,3,0.0,95.74
ἀναδενδρατικός,3,0.0,95.74
ἔκλεκτος,3,0.0,95.75
κατάκλυστος,3,0.0,95.75
ἐγδόσιμος,3,0.0,95.75
ἐράσμιος,3,0.0,95.75
ἄνανδρος,3,0.0,95.75
Μαρκιάνιος,3,0.0,95.75
Μυριναῖος,3,0.0,95.76
αὔλειος,3,0.0,95.76
κοιλογένειος,3,0.0,95.76
Μαρεωτικός,3,0.0,95.76
ἀμετακίνητος,3,0.0,95.76
τρίτομος,3,0.0,95.77
δίζῳδος,3,0.0,95.77
Ἀργεάς,3,0.0,95.77
Λέσβιος,3,0.0,95.77
εἰσαγώγιμος,3,0.0,95.77
τριπλάσιος,3,0.0,95.77
ὑπερβόλιμος,3,0.0,95.78
ἀτίμητος,3,0.0,95.78
σύνβιος,3,0.0,95.78
κροκώτινος,3,0.0,95.78
πέπρακα,3,0.0,95.78
ποιμενικός,3,0.0,95.79
σιμός,3,0.0,95.79
Ἰσῖος,3,0.0,95.79
πάροικος,3,0.0,95.79
Παραποτάμιος,3,0.0,95.79
τετρακοστός,3,0.0,95.79
ἁληγός,3,0.0,95.8
πρώτιστος,3,0.0,95.8
ἐπάλληλος,3,0.0,95.8
καθημερινός,3,0.0,95.8
πάγκαλος,3,0.0,95.8
ἐνκύμων,3,0.0,95.81
ξέστος,3,0.0,95.81
ἑνδεκαετής,3,0.0,95.81
συμπόσιος,3,0.0,95.81
ὑδροφόρος,3,0.0,95.81
ἀνεπίκριτος,3,0.0,95.82
Τροφωνιεύς,3,0.0,95.82
Οἰταῖος,3,0.0,95.82
τραυματιαῖος,3,0.0,95.82
ἀθέριστος,3,0.0,95.82
Δουρηνός,3,0.0,95.82
μέρος,3,0.0,95.83
ὀμφάκινος,3,0.0,95.83
καίριμος,3,0.0,95.83
ἐπουράνιος,3,0.0,95.83
ἄτιμος,3,0.0,95.83
λαξικός,3,0.0,95.84
ἐξαξεστίαιος,3,0.0,95.84
εἰκοσιτρεῖς,3,0.0,95.84
ἀπάνθρωπος,3,0.0,95.84
πρακτικός,3,0.0,95.84
ἀνεκλόγιστος,3,0.0,95.84
χωρίσιμος,3,0.0,95.85
ἀνυπόμνηστος,3,0.0,95.85
ταμικός,3,0.0,95.85
Ὀσειραντίνοος,3,0.0,95.85
σιτοποιός,3,0.0,95.85
Γερμανικεῖος,3,0.0,95.86
γραφικός,3,0.0,95.86
Ἴλιος,3,0.0,95.86
ἀρκαρικός,3,0.0,95.86
πεντάστυλος,3,0.0,95.86
θήλαος,3,0.0,95.87
τείμιος,3,0.0,95.87
ἐρυθρός,3,0.0,95.87
ἔνορκος,3,0.0,95.87
ὑπόγυος,3,0.0,95.87
ἐπίπεμπτος,3,0.0,95.87
κλινοπετής,3,0.0,95.88
κανωνικός,3,0.0,95.88
τριμερής,3,0.0,95.88
κληρωτός,3,0.0,95.88
ὑπόσκνιπος,3,0.0,95.88
μελανός,3,0.0,95.89
ἀνίκανος,3,0.0,95.89
ἁμαρτωλός,3,0.0,95.89
ὀκτοκαιδέκατος,3,0.0,95.89
ἡμίκουρος,3,0.0,95.89
λευκόφαιος,3,0.0,95.89
Βαρκαῖος,3,0.0,95.9
βουκολικός,3,0.0,95.9
ἐξοδιαστικός,3,0.0,95.9
ἐπάντλητος,3,0.0,95.9
ἱππόϊατρος,3,0.0,95.9
χαλκιαῖος,3,0.0,95.91
γλαυκός,3,0.0,95.91
ἀνεγλόγιστος,3,0.0,95.91
ἑξκαιδέκατος,3,0.0,95.91
νύμφιος,3,0.0,95.91
πλησίος,3,0.0,95.92
Κλεοπάτριος,3,0.0,95.92
σπογγοκέφαλος,3,0.0,95.92
προὔργου,3,0.0,95.92
εὐσυνείδητος,3,0.0,95.92
πολύχωρος,3,0.0,95.92
ὑπόπτιλλος,3,0.0,95.93
Ἀλαβανθίς,3,0.0,95.93
Προφητιανός,3,0.0,95.93
Πιοϩ,3,0.0,95.93
αδελφός,3,0.0,95.93
δρομικός,3,0.0,95.94
κράμβος,3,0.0,95.94
ρός,3,0.0,95.94
?́2,3,0.0,95.94
συνορίσιμος,3,0.0,95.94
δικότυλος,3,0.0,95.94
στρογγύλος,3,0.0,95.95
ποδαπός,3,0.0,95.95
χορτοφόρος,3,0.0,95.95
τρικότυλος,3,0.0,95.95
ἤσσων,3,0.0,95.95
σιτεύσιμος,3,0.0,95.96
ἀράκινος,3,0.0,95.96
καρποφόρος,3,0.0,95.96
ἑκαστοστός,3,0.0,95.96
οὖτος,3,0.0,95.96
Οὐοκόντιος,3,0.0,95.96
κτηματικός,3,0.0,95.97
Λευκόγειος,3,0.0,95.97
ἰχθυικός,3,0.0,95.97
βρώσιμος,3,0.0,95.97
Ἀργαίτης,3,0.0,95.97
πεντάμηνος,3,0.0,95.98
λινυφαντικός,3,0.0,95.98
ἀμύητος,3,0.0,95.98
πατρωνικός,3,0.0,95.98
ουλός,3,0.0,95.98
ἐφέτιος,3,0.0,95.99
ἀνάστατος,3,0.0,95.99
εὐκτός,3,0.0,95.99
ἀκακοποίητος,3,0.0,95.99
Σωκρατικός,3,0.0,95.99
πεζικός,3,0.0,95.99
χαλκευτικός,3,0.0,96.0
Μεμφείτης,3,0.0,96.0
σύνφωνος,3,0.0,96.0
διακόσιος,3,0.0,96.0
διαγνωστικός,3,0.0,96.0
ἐνκυκλιακός,3,0.0,96.01
κτῆνος,3,0.0,96.01
πέπρακος,3,0.0,96.01
εἰκαῖος,3,0.0,96.01
θηρατικός,3,0.0,96.01
ἄμμινος,3,0.0,96.01
ἀσύστατος,3,0.0,96.02
ἔσος,3,0.0,96.02
ἐός,3,0.0,96.02
φθινοπωρικός,3,0.0,96.02
πόστος,3,0.0,96.02
Χώριος,3,0.0,96.03
εἰδικός,3,0.0,96.03
θεοστεφός,3,0.0,96.03
Προπατόριος,3,0.0,96.03
Ἐλευσίνιος,3,0.0,96.03
γεραιός,3,0.0,96.04
ἐπίπυρρος,3,0.0,96.04
ἀνθύπατος,3,0.0,96.04
ἀμέριστος,3,0.0,96.04
διαθηκημιαῖος,3,0.0,96.04
ἐκστραόρδινος,3,0.0,96.04
εἰδήμων,3,0.0,96.05
περίσυνος,3,0.0,96.05
εὔτακτος,3,0.0,96.05
Χολός,3,0.0,96.05
φιλαίτερος,3,0.0,96.05
ἐαρινός,3,0.0,96.06
δριμύς,3,0.0,96.06
στατός,3,0.0,96.06
ἀπερίτμητος,3,0.0,96.06
μελανόφθαλμος,3,0.0,96.06
Ῥοδιακός,3,0.0,96.06
χήνειος,3,0.0,96.07
χειριδωτός,3,0.0,96.07
λααξός,3,0.0,96.07
θυγάς,3,0.0,96.07
νωθρός,3,0.0,96.07
ὑπεξούσιος,3,0.0,96.08
εὔκαρπος,3,0.0,96.08
πολύμιτος,3,0.0,96.08
ἔμπλουμος,3,0.0,96.08
ὑπέρ,3,0.0,96.08
μηλονόμος,3,0.0,96.08
ἀμύθητος,3,0.0,96.09
ἀθέμιστος,3,0.0,96.09
πανέρημος,3,0.0,96.09
αὐγουστάλιοι,3,0.0,96.09
θανάσιμος,3,0.0,96.09
ἀίδιος,3,0.0,96.1
παράλογος,3,0.0,96.1
κληρονομιαῖος,3,0.0,96.1
τοιουτότροπος,3,0.0,96.1
ἀμοιβαῖος,3,0.0,96.1
ἀποβολιμαῖος,3,0.0,96.11
ἄκληρος,3,0.0,96.11
ἀβίωτος,3,0.0,96.11
ὑάλινος,3,0.0,96.11
ἴφιος,3,0.0,96.11
μελίσσειος,3,0.0,96.11
κικιοφόρος,3,0.0,96.12
μονόθυρος,3,0.0,96.12
αἰγύπτιος,3,0.0,96.12
Λεοντοκλιβανάριος,3,0.0,96.12
παππῷος,3,0.0,96.12
ἀτέλεστος,3,0.0,96.13
ἡλιακός,3,0.0,96.13
μυόχροος,3,0.0,96.13
ἔνυδρος,3,0.0,96.13
ἵλαος,3,0.0,96.13
θῦγας,3,0.0,96.13
Νερουιάνειος,3,0.0,96.14
πρόσφατος,3,0.0,96.14
ἐγκυκλιακός,3,0.0,96.14
ἔπουλος,3,0.0,96.14
γλύκιος,3,0.0,96.14
εὐκαταφρόνητος,3,0.0,96.15
ἀναπόδεικτος,3,0.0,96.15
δειλινός,3,0.0,96.15
ἐπεικοστός,3,0.0,96.15
εὔρωστος,3,0.0,96.15
Νερουιανός,3,0.0,96.16
κιονικός,3,0.0,96.16
συχνός,3,0.0,96.16
Φιλομητόρειος,3,0.0,96.16
Λααρχικός,3,0.0,96.16
κίκινος,3,0.0,96.16
κάτοχος,3,0.0,96.17
παραλήμπτος,3,0.0,96.17
Σαβίνιος,3,0.0,96.17
ἐφίππιος,3,0.0,96.17
λεπιδωτός,3,0.0,96.17
ἄπλυτος,3,0.0,96.18
κυρικός,3,0.0,96.18
ἀρταβίαιος,3,0.0,96.18
ἀνυπέρβολος,3,0.0,96.18
Πανσός,3,0.0,96.18
διαξύσιμος,3,0.0,96.18
κρικωτός,3,0.0,96.19
Ἀλαβιές,3,0.0,96.19
ἐπισπούδαστος,3,0.0,96.19
ἐνταφιαστικός,3,0.0,96.19
χαλεπός,3,0.0,96.19
Θοήρειος,3,0.0,96.2
ἄστατος,3,0.0,96.2
ὑδροπαροχικός,3,0.0,96.2
ἀκαταφρόνητος,3,0.0,96.2
Βηφουρεος,3,0.0,96.2
σινδόνιος,3,0.0,96.2
ἱπποδρόμιος,3,0.0,96.21
ὀβολιαῖος,3,0.0,96.21
κουρικός,3,0.0,96.21
προγαμιαῖος,3,0.0,96.21
ἔξοδος,3,0.0,96.21
Ὀξυρυνχίτης,3,0.0,96.22
ἀπροσδέητος,3,0.0,96.22
στεμφυλουργικός,3,0.0,96.22
φιλομέτριος,3,0.0,96.22
ἀλλοῖος,3,0.0,96.22
ἔνσημος,3,0.0,96.23
πεντάμετρος,3,0.0,96.23
πληρατός,3,0.0,96.23
ἀπόλοιπος,3,0.0,96.23
ἄγραπτος,3,0.0,96.23
ἐγχωρητικός,3,0.0,96.23
πηγαῖος,3,0.0,96.24
χειμονικός,3,0.0,96.24
ἱστόποδες,3,0.0,96.24
συνανάμιγος,3,0.0,96.24
ἀσυντέλεστος,3,0.0,96.24
παράδισος,3,0.0,96.25
εἰσιτήριος,3,0.0,96.25
Πακερκός,3,0.0,96.25
ἐχυρός,3,0.0,96.25
τροπαίουχος,3,0.0,96.25
ἀσκέπαστος,3,0.0,96.25
δυσμιαῖος,3,0.0,96.26
παραφερνικαῖος,3,0.0,96.26
Σααδ,3,0.0,96.26
Φυλαξιθαλάσσιος,3,0.0,96.26
ἀσκαλώνιος,3,0.0,96.26
θεραπεύσιμος,3,0.0,96.27
ἀραιός,3,0.0,96.27
εὐάγγελος,3,0.0,96.27
ἀδιάπτωτος,3,0.0,96.27
ἀνελεύθερος,3,0.0,96.27
ῥίζινος,3,0.0,96.28
Ἀρίστανδρος,3,0.0,96.28
Ἀπρίλλιος,3,0.0,96.28
μελάγγειος,3,0.0,96.28
μικτός,3,0.0,96.28
ἐνενηκόσθεκτος,3,0.0,96.28
ἐντρεχής,3,0.0,96.29
Διοκλητιανός,3,0.0,96.29
πασσαλιωτικός,3,0.0,96.29
Στρεπτός,3,0.0,96.29
θεικός,3,0.0,96.29
ἐπίρρυτος,3,0.0,96.3
Αὐγουστοκολώνιος,3,0.0,96.3
Κενός,3,0.0,96.3
μονόδραχμος,3,0.0,96.3
πεντάδραχμος,3,0.0,96.3
Ἄριος,3,0.0,96.3
ὑπηρετικός,3,0.0,96.31
Κλαυδιανός,3,0.0,96.31
ήκοντα,3,0.0,96.31
ἐπίκαρπος,3,0.0,96.31
κολοκύντινος,3,0.0,96.31
ὀρινός,3,0.0,96.32
κανοπλοκικός,3,0.0,96.32
περίοικος,3,0.0,96.32
ὀξύρυγχος,3,0.0,96.32
Μουσηγέτειος,3,0.0,96.32
Ὀλυμπικός,3,0.0,96.32
Καλανδικός,3,0.0,96.33
γυμνασιαρχικός,3,0.0,96.33
ἀνελεήμων,3,0.0,96.33
ἄθεος,3,0.0,96.33
ζώιος,3,0.0,96.33
ζωαρκής,3,0.0,96.34
κεράμεος,3,0.0,96.34
ἱλαστήριος,3,0.0,96.34
ἑλκωτικός,3,0.0,96.34
ἐλαιόχυτος,3,0.0,96.34
ῥαβδοφόρος,3,0.0,96.35
Νεφρέμμις,3,0.0,96.35
μολύβδινος,3,0.0,96.35
σύσβολος,3,0.0,96.35
θηβαικός,2,0.0,96.35
πένταετής,2,0.0,96.35
ἐπάνανκος,2,0.0,96.35
Καμηλειανός,2,0.0,96.36
Σουχεῖος,2,0.0,96.36
Πασκός,2,0.0,96.36
Θραγός,2,0.0,96.36
κριθινός,2,0.0,96.36
ἐσήμανος,2,0.0,96.36
φακινός,2,0.0,96.36
Σουβαττιανός,2,0.0,96.36
ἀγραφής,2,0.0,96.37
Ἀγαθοδότειος,2,0.0,96.37
Ἀπολλωνιανός,2,0.0,96.37
μαγιανός,2,0.0,96.37
φαρμακηρός,2,0.0,96.37
Τεσσβωβός,2,0.0,96.37
Ἑρμωνθιτός,2,0.0,96.37
πράσιος,2,0.0,96.37
ἡμιαρτάβειος,2,0.0,96.38
ἐξόδιος,2,0.0,96.38
ῆς,2,0.0,96.38
τρικός,2,0.0,96.38
ὀρνεοτρόφος,2,0.0,96.38
λινόϋφος,2,0.0,96.38
σύσφυτος,2,0.0,96.38
Γαλικός,2,0.0,96.38
ἐννεάμηνος,2,0.0,96.39
σταμνός,2,0.0,96.39
ἀτεκνός,2,0.0,96.39
ὑπερχρόνιος,2,0.0,96.39
Ἀμεσύσιος,2,0.0,96.39
Μάϊος,2,0.0,96.39
Νουμιδός,2,0.0,96.39
Ἀρχιστράτειος,2,0.0,96.39
συνβεβαιωτός,2,0.0,96.4
Κρόνιος,2,0.0,96.4
πρόσωπος,2,0.0,96.4
ἀραβικός,2,0.0,96.4
Ἑρμοπολείτης,2,0.0,96.4
εὐπαγής,2,0.0,96.4
Κανωπίτης,2,0.0,96.4
δεκάμηνος,2,0.0,96.4
ἄθικτος,2,0.0,96.41
ἀπόρρητος,2,0.0,96.41
ὑπέγγυος,2,0.0,96.41
δυσσεβής,2,0.0,96.41
θανατηφόρος,2,0.0,96.41
μνημονικός,2,0.0,96.41
γέλοιος,2,0.0,96.41
Εὐέργετις,2,0.0,96.41
Ἀντινόεις,2,0.0,96.41
Βουβάστιος,2,0.0,96.42
ἀκμαῖος,2,0.0,96.42
τετράδραχμος,2,0.0,96.42
καπηλικός,2,0.0,96.42
σπαλακός,2,0.0,96.42
Κηπικός,2,0.0,96.42
Βαλάνειος,2,0.0,96.42
Μεγαρεύς,2,0.0,96.42
νομογραφικός,2,0.0,96.43
πολυτίμητος,2,0.0,96.43
ὀῤ́θρου,2,0.0,96.43
κοντάρουρος,2,0.0,96.43
ἡλοκοπικός,2,0.0,96.43
κιθαριστήριος,2,0.0,96.43
ὑπότρητος,2,0.0,96.43
ἀναπόστολος,2,0.0,96.43
σαθρός,2,0.0,96.44
πρωτότοκος,2,0.0,96.44
ἐπάξιος,2,0.0,96.44
ἄπιος,2,0.0,96.44
κάκουργος,2,0.0,96.44
δικανικός,2,0.0,96.44
δεκάτος,2,0.0,96.44
κοπρηγός,2,0.0,96.44
Πετρωνιανός,2,0.0,96.45
Πάριος,2,0.0,96.45
τίρονος,2,0.0,96.45
ἐλεφαντηγός,2,0.0,96.45
σύνκλητος,2,0.0,96.45
Θμοιναχός,2,0.0,96.45
κόσιος,2,0.0,96.45
πεντηκονταμναῖος,2,0.0,96.45
σιτολογικός,2,0.0,96.46
Ἠλεῖος,2,0.0,96.46
μεταίτιος,2,0.0,96.46
ὠμόλινος,2,0.0,96.46
ἀχείριστος,2,0.0,96.46
Σπαρτιανός,2,0.0,96.46
συκαγαθός,2,0.0,96.46
Καλλιτέκνειος,2,0.0,96.46
προπωλητικός,2,0.0,96.47
ής,2,0.0,96.47
ἐπός,2,0.0,96.47
ἐναρίρω,2,0.0,96.47
ὅριοδικτιος,2,0.0,96.47
ἀχρήσιμος,2,0.0,96.47
ἡμουλίτρινος,2,0.0,96.47
ἀλαβαντικός,2,0.0,96.47
ματίδιος,2,0.0,96.48
ὁνδηπότεος,2,0.0,96.48
ἔγγιστος,2,0.0,96.48
ὀργανικός,2,0.0,96.48
ἀρίστερος,2,0.0,96.48
εὔβιος,2,0.0,96.48
Ταχός,2,0.0,96.48
ήσιος,2,0.0,96.48
μόνιμος,2,0.0,96.49
βοοτρόφος,2,0.0,96.49
δεκαπλόος,2,0.0,96.49
βόινος,2,0.0,96.49
στραβός,2,0.0,96.49
κατώτερος,2,0.0,96.49
Σοκνεπαῖος,2,0.0,96.49
διβόλητος,2,0.0,96.49
ἐπιστήμων,2,0.0,96.49
Θηβάις,2,0.0,96.5
ἑκατοστοεικοσόγδοος,2,0.0,96.5
ἐπακτός,2,0.0,96.5
ψώμιον,2,0.0,96.5
ἀστέγαστος,2,0.0,96.5
μέτοπος,2,0.0,96.5
ὀυλός,2,0.0,96.5
ἥκιστος,2,0.0,96.5
βρέουιος,2,0.0,96.51
Λατοπολίτης,2,0.0,96.51
νείλοβροχος,2,0.0,96.51
Σελαμψιώνος,2,0.0,96.51
Ζοαρηνός,2,0.0,96.51
εὐρύχωρος,2,0.0,96.51
ἀπειθής,2,0.0,96.51
θυρός,2,0.0,96.51
ἀκαθοσίωτος,2,0.0,96.52
ἀυτός,2,0.0,96.52
θεοστήρικτος,2,0.0,96.52
Μάνειος,2,0.0,96.52
Θαδδαῖος,2,0.0,96.52
θεάρεστος,2,0.0,96.52
Σαλουειδιηνός,2,0.0,96.52
ἀναγωνίατος,2,0.0,96.52
αὐρήλιος,2,0.0,96.53
ὀρθόπλουμος,2,0.0,96.53
ἐνήλικος,2,0.0,96.53
Ἀδριανός,2,0.0,96.53
χαρίτινος,2,0.0,96.53
δημοσίος,2,0.0,96.53
ἔνπορος,2,0.0,96.53
ἐπιτρεπτικός,2,0.0,96.53
χριστιανός,2,0.0,96.54
ψυχικός,2,0.0,96.54
ἀπειλητικός,2,0.0,96.54
Θεογενίς,2,0.0,96.54
μυριαστός,2,0.0,96.54
παρόμοιος,2,0.0,96.54
πανηγυρικός,2,0.0,96.54
ἀτυχής,2,0.0,96.54
φιλότεκνος,2,0.0,96.55
πανοίκτιστος,2,0.0,96.55
κειμήλιος,2,0.0,96.55
ἀλλοφυής,2,0.0,96.55
ἀδιανέμητος,2,0.0,96.55
βασιλίς,2,0.0,96.55
πανύς,2,0.0,96.55
ἀδέκαστος,2,0.0,96.55
ἔνοπλος,2,0.0,96.56
ἄσταθμος,2,0.0,96.56
δισχείλιοι,2,0.0,96.56
ἐπήκοος,2,0.0,96.56
ποδαγρικός,2,0.0,96.56
πῖος,2,0.0,96.56
ὀλέθριος,2,0.0,96.56
πανκάκιστος,2,0.0,96.56
ἀκρόγωνος,2,0.0,96.57
Πασικώριος,2,0.0,96.57
ὁμόγραφος,2,0.0,96.57
δουκιανός,2,0.0,96.57
συντελικός,2,0.0,96.57
δικαιοπραγής,2,0.0,96.57
χορτηγός,2,0.0,96.57
δίεδρος,2,0.0,96.57
διπρόσωπος,2,0.0,96.57
τελωνίσιμος,2,0.0,96.58
σησαμικός,2,0.0,96.58
θεριστός,2,0.0,96.58
ἀνεπίσταθμος,2,0.0,96.58
Δημήτριος,2,0.0,96.58
στολάς,2,0.0,96.58
ὄδε,2,0.0,96.58
ἀπόκροτος,2,0.0,96.58
κναφικός,2,0.0,96.59
μ́γας,2,0.0,96.59
ἀθελικός,2,0.0,96.59
ἀνάπηρος,2,0.0,96.59
προωνητικός,2,0.0,96.59
Νερουϊάνιος,2,0.0,96.59
εἰσάγ,2,0.0,96.59
μέλαινος,2,0.0,96.59
Αἰλιεύς,2,0.0,96.6
εὐπρόσδεκτος,2,0.0,96.6
ἑκατονταρουρικός,2,0.0,96.6
κονταρουρικός,2,0.0,96.6
τετράτομος,2,0.0,96.6
ὀλκός,2,0.0,96.6
χαλκικός,2,0.0,96.6
πιεστήριος,2,0.0,96.6
θηλύς,2,0.0,96.61
Θανεπλωρός,2,0.0,96.61
ἐκβόλιμος,2,0.0,96.61
παμφιλής,2,0.0,96.61
πενθετηρικός,2,0.0,96.61
Ζηνεῖος,2,0.0,96.61
οἰκονομικός,2,0.0,96.61
Βριταννικός,2,0.0,96.61
στημόνιος,2,0.0,96.62
λευκοσπανός,2,0.0,96.62
Σπανός,2,0.0,96.62
γαλάκτινος,2,0.0,96.62
σμαράγδινος,2,0.0,96.62
